root_id,supervoxel_id,position,type,is_fafb_ol_type,confidence
720575941483166659,79376768469060239,"[213106, 26466, 1568]",,False,
720575941483166915,79095293895508105,"[205485, 25571, 3287]",Mi4,True,
720575941483169466,77829686822790206,"[169716, 55831, 1529]",,False,
720575941483170813,78602781003108966,"[191303, 28018, 1762]",Tm5f,True,low
720575941483174342,78251418854738171,"[182156, 41844, 3591]",T5b,True,
720575941483184323,78743862357058662,"[195360, 38662, 2699]",,False,
720575941483184835,78813955954732573,"[197875, 28752, 1623]",,False,
720575941483185347,78673218936337857,"[192877, 28859, 3493]",,False,
720575941483217859,78392224525899608,"[186042, 43039, 1589]",T4c,True,
720575941483230403,78954899802767902,"[202637, 36070, 2362]",Tm2,True,
720575941483232451,78813819187333117,"[198584, 25494, 4348]",,False,
720575941483232963,79376974627877935,"[214576, 31564, 1710]",,False,
720575941483233731,79306125182519546,"[212584, 18080, 2844]",L2,True,
720575941483249338,78322336684018932,"[182913, 58573, 1137]",,False,
720575941483259075,78251486971055521,"[181549, 44897, 1531]",,False,
720575941483285955,78602987765342844,"[192297, 33309, 4001]",Tm1,True,
720575941483290051,79025405919294822,"[204490, 39518, 2290]",,False,
720575941483293635,78250937349053837,"[182060, 27843, 1925]",,False,
720575941483303363,79096049071049419,"[206716, 47943, 311]",Dm6,True,
720575941483306179,78743930472588164,"[195967, 40935, 463]",,False,
720575941483313661,77970424511868546,"[173012, 56979, 2076]",T5b,True,
720575941483326659,78321993355110523,"[183627, 48691, 2177]",T5c,True,
720575941483330499,79377318426429140,"[213685, 42068, 2418]",Tm9,True,
720575941483344835,79095087401367614,"[205190, 19028, 1946]",T1,True,
720575941483345149,77759318346593505,"[167568, 56772, 2398]",,False,
720575941483345862,78111162000614030,"[176451, 55376, 2228]",Y1,True,
720575941483346118,79447549530568618,"[217023, 38858, 1739]",Mi1,True,
720575941483346627,78884668229422019,"[198706, 39786, 1450]",,False,
720575941483347142,78814711533190053,"[198381, 51289, 282]",,False,
720575941483349443,78743450107428855,"[195501, 24885, 3009]",,False,
720575941483350979,78322130458651554,"[183067, 51722, 950]",T4a,True,
720575941483353539,78954624589698729,"[201124, 27245, 1212]",Tm9,True,
720575941483354819,78252036927515083,"[180442, 60145, 2115]",T5c,True,
720575941483359674,78603124734084253,"[192174, 38045, 2058]",,False,
720575941483359939,79095911833641031,"[206144, 44248, 1135]",,False,
720575941483361731,78813750064997823,"[197065, 23985, 2738]",,False,
720575941483377347,78391400361985819,"[185588, 19787, 3393]",,False,
720575941483377603,78813956424497059,"[197104, 29575, 3414]",Tm2,True,
720575941483379907,78110750019184537,"[176448, 44972, 3464]",Tm27,True,
720575941483384250,78955517942504101,"[201520, 54872, 1081]",,False,
720575941483393731,79236305791952292,"[209675, 33693, 1475]",,False,
720575941483404995,78180638062603681,"[178601, 28734, 4755]",,False,
720575941483405251,78391812343298144,"[186322, 32360, 2110]",,False,
720575941483412154,78602987496877580,"[190514, 33304, 2978]",T4b,True,
720575941483417597,78883981370469815,"[200206, 18459, 2808]",,False,
720575941483421181,78532687606293292,"[189870, 35961, 3450]",T4c,True,
720575941483422394,78743175162101981,"[196052, 18329, 2629]",,False,
720575941483432902,78111024427056344,"[177122, 52096, 1576]",T5c,True,
720575941483440070,78391469081539505,"[185870, 22145, 3417]",Tm3,True,
720575941483450054,78321031685481009,"[183482, 20227, 3836]",,False,
720575941483457222,78251006001510111,"[181521, 29143, 1700]",,False,
720575941483458246,78321237373890300,"[182273, 26173, 1974]",,False,
720575941483475907,78461975398734533,"[187837, 25648, 3871]",,False,
720575941483488710,78461906746550720,"[187171, 23621, 4203]",,False,
720575941483491779,79236031115401758,"[210688, 25953, 2256]",,False,
720575941483492035,78673836807775986,"[192834, 48753, 1222]",T4c,True,
720575941483492547,78602575112923180,"[191112, 21079, 2707]",C3,True,
720575941483493062,78884256247887570,"[199890, 27317, 2655]",,False,
720575941483500483,78321581574968134,"[182384, 35860, 4175]",T4c,True,
720575941483501507,78040655616310932,"[175267, 51812, 1513]",T5c,True,
720575941483505091,78250937550495101,"[181694, 26957, 2728]",Pm03,True,
720575941483505350,78321444001901512,"[182961, 32653, 3711]",,False,
720575941483510269,78532206234192127,"[190168, 22101, 2077]",R8,True,
720575941483515334,78533168038671110,"[188754, 50089, 1145]",T3,True,
720575941483515590,78603674154571440,"[192302, 54440, 858]",,False,
720575941483517638,79025130638117853,"[203861, 32216, 534]",,False,
720575941483518659,79377386743419188,"[214120, 43277, 948]",,False,
720575941483519171,78322130928573598,"[184139, 51269, 2798]",Tlp14,True,low
720575941483519430,78322061872767642,"[184219, 49874, 1283]",,False,
720575941483519683,79587806250987425,"[220144, 23600, 2736]",C2,True,low
720575941483520707,78040037543364720,"[174166, 33280, 2939]",,False,
720575941483520963,78251006605347268,"[181582, 30048, 3944]",,False,
720575941483521731,78039968689713159,"[176060, 31705, 2439]",,False,
720575941483524294,78251075257497966,"[180975, 31706, 3627]",T4c,True,
720575941483527622,78603674154523381,"[191615, 53895, 837]",T4c,True,
720575941483527875,78251487574729002,"[182034, 43774, 3758]",,False,
720575941483534077,79306330871309859,"[211322, 22710, 1100]",Mi1,True,
720575941483534534,78251625080632597,"[181134, 47862, 3947]",,False,
720575941483534790,78251693733305429,"[181245, 50056, 3818]",,False,
720575941483540675,78673630783057625,"[193243, 42730, 1556]",,False,
720575941483542214,78532824575701801,"[189440, 40941, 1733]",T4a,True,
720575941483553533,78603674356009324,"[192466, 55189, 1654]",T4b,True,low
720575941483559878,78461975063615895,"[187414, 25672, 2748]",,False,
720575941483567302,78813749796323617,"[197459, 23968, 1622]",Tm1,True,
720575941483571398,78532481112426288,"[188553, 30377, 2198]",,False,
720575941483571651,78955174277744384,"[201010, 44123, 769]",,False,
720575941483576506,78955174546580496,"[201734, 43016, 1897]",T4c,True,
720575941483582394,79025612010637303,"[203472, 45672, 2040]",T3,True,
720575941483589062,78884050224146193,"[200303, 21907, 3326]",Mi9,True,
720575941483590086,78391675374592554,"[184444, 27777, 4083]",,False,
720575941483604666,79517849689271906,"[218019, 36547, 2174]",Tm3,True,
720575941483608518,78532893160717032,"[190082, 41190, 1125]",,False,
720575941483626950,78673012845259153,"[192739, 22925, 3827]",Mi1,True,
720575941483629763,78673768625033733,"[194336, 45248, 3283]",T2a,True,
720575941483630022,79377455596690544,"[214909, 45120, 1302]",Tm1,True,
720575941483632323,79024787578034019,"[204557, 22264, 2720]",Tm1,True,
720575941483636166,78321306361486329,"[184093, 28306, 2875]",Tm20,True,
720575941483637187,78392018770090699,"[186314, 38624, 3116]",T5c,True,
720575941483644867,79025612010035299,"[204149, 46650, 1819]",T4b,True,
720575941483648707,78744068313743197,"[195828, 44989, 1794]",,False,
720575941483648710,78814024473215498,"[196837, 31591, 976]",,False,
720575941483649219,79376837457337838,"[213513, 28487, 2723]",Tm3,True,
720575941483649277,78462524617923599,"[187731, 42262, 1932]",T3,True,
720575941483650243,78743656601240429,"[194772, 32374, 4228]",,False,
720575941483651270,79165662169413729,"[207697, 25516, 1303]",,False,
720575941483658691,79447686834926430,"[215532, 41757, 1090]",,False,
720575941483659715,78532755990282823,"[190438, 37728, 2187]",T5a,True,
720575941483665606,78603124465699102,"[192071, 37017, 1043]",Tm9,True,
720575941483666886,78602781607267612,"[192410, 27915, 4094]",,False,
720575941483668163,78250800178435626,"[182049, 22530, 2908]",,False,
720575941483668675,79236443498970627,"[210002, 38643, 2367]",,False,
720575941483669699,79024925084095925,"[203633, 24957, 2993]",Tm9,True,
720575941483671235,78603262039269940,"[191642, 41178, 1696]",,False,
720575941483673795,79447206067021286,"[216693, 27656, 2110]",Mi1,True,
720575941483675075,77970424377805923,"[173376, 56006, 1630]",,False,
720575941483676346,78673768356303852,"[193100, 45064, 2086]",T5a,True,
720575941483677114,78884737016091897,"[199156, 42130, 1740]",T4c,True,
720575941483678147,79306262420705803,"[212284, 21006, 2287]",,False,
720575941483682755,78392293044154719,"[186199, 45388, 866]",,False,
720575941483692995,79447549262248236,"[216473, 37310, 753]",,False,
720575941483708867,79307018401557804,"[211244, 44231, 2359]",,False,
720575941483740355,79447137414845614,"[216344, 24970, 2433]",,False,
720575941483741123,79025199558953914,"[203141, 33031, 1308]",,False,
720575941483750083,79166280779356848,"[207270, 43760, 1976]",Tm3,True,
720575941483753667,78813956357266939,"[197243, 28694, 3114]",Tm5f,True,
720575941483764934,79166486870643904,"[207044, 49565, 1719]",Tm5f,True,
720575941483765187,79728887135507354,"[224567, 33026, 2025]",Tm9,True,
720575941483769283,78884256180698691,"[200068, 27331, 2363]",,False,
720575941483770819,79165800011181619,"[207624, 30294, 2908]",Tm20,True,
720575941483771590,78884531058489063,"[198780, 36208, 2324]",,False,
720575941483775674,78532893496523752,"[189406, 42368, 2512]",,False,
720575941483794883,78533099118041387,"[188787, 48936, 502]",,False,
720575941483799235,78743793301992813,"[195279, 35091, 1409]",,False,
720575941483804611,78743725253466891,"[194662, 34267, 3920]",,False,
720575941483805123,78884050357937595,"[199858, 22365, 3698]",,False,
720575941483811523,79518124365557640,"[217114, 45055, 1317]",Tm3,True,
720575941483822787,79236374645388342,"[210288, 35950, 1891]",C2,True,low
720575941483829955,78743793100496784,"[195382, 35072, 622]",T1,True,
720575941483829958,79517987127918163,"[217575, 40636, 2065]",,False,
720575941483832515,78251486903647455,"[180231, 43622, 1201]",,False,
720575941483835331,78391400228016408,"[186205, 19023, 2969]",Tm3,True,
720575941483842758,79587806250777471,"[220126, 23667, 2647]",TmY3,True,
720575941483868102,79166074285356167,"[208327, 37146, 697]",,False,
720575941483881926,79377524450257580,"[213392, 47904, 1797]",,False,
720575941483882170,79025131443660049,"[203765, 32589, 3706]",Tm2,True,
720575941483890886,79165799474482230,"[208704, 29934, 920]",,False,
720575941483896506,78461768905108902,"[187636, 19803, 2713]",Tm2,True,
720575941483897542,79377043145974150,"[213720, 33640, 923]",,False,
720575941483908038,79377180853412960,"[213611, 37996, 1964]",,False,
720575941483917242,78532687606482133,"[189690, 34948, 3520]",,False,
720575941483918522,78180637660072371,"[179024, 29365, 3269]",T3,True,
720575941483923130,78532618886598064,"[189487, 33611, 3378]",T2,True,
720575941483923642,78743381588997436,"[194783, 22752, 3673]",C2,True,
720575941483925178,78462249471532081,"[187919, 34623, 870]",,False,
720575941483926470,79306468646154565,"[211993, 28469, 2502]",Mi4,True,
720575941483931334,78744136899575602,"[195441, 46686, 1478]",T3,True,
720575941483932870,79377249706875162,"[213857, 39455, 2387]",Tm9,True,
720575941483942598,79447412225335611,"[215670, 32898, 2075]",,False,
720575941483943622,78461974862211623,"[186446, 25256, 1958]",Tm2,True,
720575941483947206,79306811974594181,"[212186, 37149, 1291]",,False,
720575941483975098,78251486970832366,"[181124, 43724, 1472]",,False,
720575941483978938,78321306160026985,"[184070, 27480, 2063]",,False,
720575941484005562,78251074721064948,"[182109, 30818, 1724]",,False,
720575941484012029,79025543290509114,"[204672, 43846, 1803]",,False,
720575941484022726,79306193566465716,"[211155, 18984, 1561]",L5,True,
720575941484026054,78462112233679294,"[187960, 29652, 1566]",,False,
720575941484030461,79377318091100509,"[214679, 42760, 1223]",,False,
720575941484031418,77970493231744482,"[173321, 58921, 2221]",,False,
720575941484031997,79306468511983887,"[212543, 26749, 2018]",,False,
720575941484036806,79447274719266826,"[215194, 28775, 1812]",Tm2,True,
720575941484044998,78532206503129828,"[188582, 21241, 3292]",Mi4,True,
720575941484045254,79306193499319839,"[212780, 19663, 1290]",L2,True,
720575941484048326,78602712216138150,"[191299, 25589, 1368]",Tm3,True,
720575941484049350,78040655616275895,"[174636, 52234, 1496]",T5b,True,
720575941484050685,79025268681553621,"[204379, 35718, 3009]",Tm5f,True,
720575941484061638,78673081497184183,"[192960, 26403, 3417]",,False,
720575941484064186,78603399142816225,"[191845, 45549, 477]",Tm9,True,
720575941484068282,78462318727884626,"[187877, 36434, 2935]",T5a,True,
720575941484070842,78673768490977960,"[193568, 46080, 2802]",T4b,True,
720575941484072902,79447480542426739,"[215702, 36477, 646]",L2,True,
720575941484073926,78954762565289540,"[202206, 32281, 3192]",,False,
720575941484074182,78391537868456246,"[185940, 24565, 3799]",,False,
720575941484074682,78392087489557020,"[185426, 40017, 3111]",T5a,True,
720575941484075206,78181324385195500,"[179178, 51034, 1514]",,False,
720575941484075261,78744068515721905,"[196476, 44174, 2793]",,False,
720575941484076218,78955105961328369,"[200766, 42184, 2406]",T4c,True,
720575941484078522,78392018770552269,"[185116, 37805, 3286]",T5b,True,
720575941484078589,78251555958460806,"[182179, 45443, 2389]",T3,True,
720575941484079034,78673768557665144,"[192978, 47042, 2874]",T5a,True,
720575941484081082,78532687538920091,"[189986, 35275, 3096]",Y3,True,
720575941484082106,78603399746810595,"[192179, 45592, 2780]",Y3,True,
720575941484083130,78392018703496802,"[186009, 37998, 3040]",T5a,True,
720575941484093114,78321787465414218,"[183210, 41806, 3313]",T5c,True,
720575941484094906,78743793637339362,"[196450, 35792, 2620]",T4a,True,
720575941484098746,78673905728380016,"[193658, 50744, 1911]",LPi04,True,
720575941484105402,78673012576829278,"[192876, 22781, 2801]",,False,
720575941484106170,78321787465282908,"[183407, 42445, 3262]",T5b,True,
720575941484112582,78603124734503051,"[190893, 38549, 2212]",T5b,True,
720575941484124358,79166074754792543,"[208602, 36931, 2365]",TmY11,True,
720575941484124870,79025130772674448,"[204612, 32151, 1160]",,False,
720575941484127674,78602987295675600,"[191247, 33224, 2245]",,False,
720575941484131258,78813544040472745,"[197990, 17152, 3140]",,False,
720575941484132538,78884049955335446,"[199666, 22512, 2173]",Dm3q,True,
720575941484134342,78603399612724672,"[190790, 46589, 2296]",LPi10,True,
720575941484143869,78180706110914651,"[178362, 30829, 2166]",,False,
720575941484150458,78954693107764906,"[200841, 29730, 447]",,False,
720575941484150525,78181186878951607,"[178706, 45429, 1205]",,False,
720575941484162813,78180980720459808,"[179536, 40394, 1236]",,False,
720575941484167421,78533305410472722,"[188596, 53422, 868]",T4c,True,
720575941484178886,79376837121474885,"[213534, 28169, 1326]",,False,
720575941484193277,78181324653495206,"[179598, 50642, 2487]",T5b,True,
720575941484193533,78181393372535361,"[179689, 51983, 2325]",T5c,True,
720575941484196550,78391675441171240,"[185198, 28121, 4148]",Mi1,True,
720575941484199165,78532549563258221,"[190021, 32344, 1105]",,False,
720575941484199933,78392018367931859,"[185558, 37491, 1755]",Tm1,True,
720575941484202182,78532137515280953,"[188538, 20280, 2285]",Mi1,True,
720575941484202950,78250937751567116,"[181438, 28407, 3404]",Tm5f,True,
720575941484214013,78392019038914441,"[185244, 37217, 4281]",,False,
720575941484222662,79588218165139829,"[219795, 35402, 1199]",,False,
720575941484222918,79024925017091791,"[202949, 26114, 2761]",,False,
720575941484232646,78954625059449273,"[201654, 27695, 3004]",Tm5f,True,
720575941484233414,78462593001924205,"[187439, 44374, 682]",Mi1,True,
720575941484235718,79517505957422846,"[217658, 25597, 1571]",,False,
720575941484236230,78602506594748445,"[191839, 20452, 3472]",,False,
720575941484238278,78533099184880295,"[189987, 47698, 604]",,False,
720575941484247037,78462937136122525,"[186547, 54324, 2732]",T5c,True,
720575941484247494,78814711600612989,"[196786, 51757, 631]",,False,
720575941484247549,78392430952869118,"[184462, 50087, 2639]",T5c,True,
720575941484249030,78884943174183718,"[199151, 47366, 1618]",TmY14,True,
720575941484250054,78462387715902298,"[187785, 38050, 3997]",T4c,True,
720575941484251590,78321855782064135,"[183144, 44745, 1716]",T5b,True,
720575941484260026,79095293760899362,"[206688, 26276, 2629]",C3,True,
720575941484271290,79025749382397627,"[204323, 49160, 1754]",T4c,True,
720575941484271302,79096049071212798,"[205071, 49053, 368]",C2,True,
720575941484271546,79025818034781500,"[204619, 52543, 1500]",T3,True,
720575941484276733,78673149680013940,"[194064, 26939, 1442]",Tm9,True,
720575941484277946,79025474571107678,"[204483, 41424, 1825]",,False,
720575941484279037,78532549965825669,"[189854, 32253, 2604]",T3,True,
720575941484279238,78954900138360961,"[202469, 35900, 3673]",Tm9,True,
720575941484283078,78251624812027619,"[181054, 48289, 2864]",T5c,True,
720575941484283334,78462387715921012,"[187509, 38250, 4002]",,False,
720575941484284614,78814231034183554,"[197666, 37555, 2485]",T4c,True,
720575941484285638,79165799474320645,"[208472, 28991, 857]",Dm15,True,
720575941484286406,79096255363822239,"[205313, 53368, 888]",,False,
720575941484291014,79306880828549453,"[211592, 40325, 1906]",,False,
720575941484291270,78814299619341630,"[198287, 39179, 1927]",T4a,True,
720575941484293885,78673150283612950,"[193563, 27389, 3624]",Sm05,True,
720575941484301821,78603193118532308,"[190512, 40834, 955]",Tm3,True,
720575941484302278,78322267830074680,"[182497, 56740, 695]",,False,
720575941484312518,78955105491953743,"[202272, 42917, 758]",,False,
720575941484314877,78814436990998616,"[197410, 43307, 1590]",T4b,True,
720575941484317693,78884187796659301,"[200217, 26080, 3609]",Mi4,True,
720575941484318394,78884668363301609,"[199802, 40708, 1837]",T3,True,
720575941484318973,78743724448214207,"[196144, 33616, 861]",,False,
720575941484319418,79306399591130280,"[212256, 25167, 1226]",,False,
720575941484333053,78813956089250810,"[196810, 29875, 2237]",,False,
720575941484336125,78884256113757059,"[198830, 27111, 2170]",,False,
720575941484338685,78814024540324099,"[196666, 32374, 1225]",,False,
720575941484339386,78884256382448396,"[198659, 27403, 3283]",,False,
720575941484343037,78321100135938644,"[184090, 21167, 2613]",,False,
720575941484355270,79025061986286515,"[203959, 29337, 976]",Mi9,True,
720575941484360902,79728612257397087,"[224272, 25520, 1956]",,False,
720575941484368058,78814299820416817,"[197399, 40235, 2602]",MeTu4a,True,
720575941484380614,78954556675473812,"[201093, 25990, 4278]",L2,True,
720575941484388294,78814574161680649,"[196948, 47118, 630]",,False,
720575941484394438,78391606117806836,"[184719, 26205, 1873]",,False,
720575941484446650,79307086651852894,"[211602, 46256, 767]",Tm2,True,
720575941484457146,79447755621786258,"[216132, 43576, 1453]",Tm9,True,
720575941484457725,79236580938418664,"[209261, 42477, 2542]",,False,
720575941484464637,79025818034870078,"[204637, 52406, 1528]",T4c,True,low
720575941484470202,78392293379787317,"[185621, 46111, 2171]",T5a,True,
720575941484471238,79447687036535869,"[216778, 42246, 1965]",Tm2,True,
720575941484472130,78462318794705643,"[187610, 36591, 3085]",T5b,True,
720575941484474109,78743724918193342,"[194691, 33265, 2731]",,False,
720575941484476614,78743930673543997,"[194678, 40863, 1044]",,False,
720575941484477437,78883843863952163,"[198983, 15049, 2458]",,False,
720575941484477638,78743655662239220,"[195376, 32229, 766]",,False,
720575941484481722,79095568236588678,"[206808, 33657, 1253]",,False,
720575941484485574,79306400127670389,"[211935, 24851, 3153]",L5,True,
720575941484490950,78462112099588552,"[187024, 29728, 1083]",,False,
720575941484491074,78954487687305444,"[201134, 23977, 3155]",Tm2,True,
720575941484491206,78744137033355149,"[195898, 45392, 1830]",,False,
720575941484493254,79377180652128859,"[214056, 38159, 1213]",,False,
720575941484493498,79798981001661742,"[227184, 26448, 1967]",,False,
720575941484493510,79447687036186177,"[216760, 42812, 1836]",Dm3p,True,
720575941484494022,78883843931014485,"[199039, 14479, 2628]",,False,
720575941484496070,79235962663923952,"[209624, 23993, 3118]",,False,
720575941484498374,78814436722464836,"[196883, 43059, 537]",,False,
720575941484500678,78884324632085176,"[200208, 29413, 1464]",,False,
720575941484502470,79024924882793248,"[203167, 24816, 2227]",,False,
720575941484514490,78391744295027349,"[185011, 29894, 4748]",Tm2,True,low
720575941484515770,78954624858084285,"[201054, 27845, 2227]",,False,
720575941484537286,79165868529010389,"[207347, 32350, 2055]",,False,
720575941484541382,78743725186319325,"[195852, 34669, 3663]",,False,
720575941484545478,77829343493677537,"[169926, 45618, 2496]",,False,
720575941484548550,78884668162469122,"[199145, 40860, 1248]",,False,
720575941484549318,78673630648806503,"[194512, 42881, 1037]",,False,
720575941484551366,79658311964120218,"[222896, 27976, 871]",,False,
720575941484569597,79447549463469684,"[216562, 37597, 1473]",,False,
720575941484570374,78040518109913583,"[176097, 48981, 1231]",T4c,True,
720575941484571901,79447686633260424,"[215428, 41195, 393]",,False,
720575941484576454,78954762699821947,"[202191, 30771, 3817]",,False,
720575941484583622,79025062120514420,"[203801, 29260, 1492]",,False,
720575941484588218,78814230564183933,"[197053, 36954, 597]",,False,
720575941484589242,78040724402278979,"[175758, 54964, 1549]",,False,
720575941484589309,79728749495207372,"[223648, 29760, 1241]",TmY16,True,
720575941484589754,79236168487127079,"[209120, 30354, 1949]",,False,
720575941484589766,78603056149237040,"[191958, 35960, 2696]",T2,True,
720575941484592838,77618237260974029,"[163462, 46416, 2441]",,False,
720575941484592893,79166005968693853,"[208214, 35483, 2282]",,False,
720575941484593338,78954762095399435,"[201182, 31401, 1340]",,False,
720575941484597958,78532618685828587,"[190353, 33073, 2802]",T4a,True,
720575941484598269,79095293761323217,"[205712, 25587, 2781]",,False,
720575941484602621,79235893273442849,"[209896, 22011, 719]",Tm2,True,
720575941484605638,79165525065853127,"[207245, 22405, 2569]",Tm1,True,
720575941484606973,78954418632084662,"[200748, 21743, 1806]",Dm15,True,
720575941484608186,78955174680840463,"[202079, 43040, 2433]",Y3,True,
720575941484614586,78602575179694819,"[190968, 21947, 2853]",,False,
720575941484616134,78322062141616705,"[182378, 49772, 2401]",TmY20,True,
720575941484623558,78391537867997274,"[186355, 22926, 3632]",,False,
720575941484625082,78955586729075551,"[201331, 55543, 1443]",Tm20,True,
720575941484630202,78251006068540467,"[182066, 29660, 1922]",,False,
720575941484633530,79447137146212696,"[215267, 24832, 1333]",L2,True,
720575941484636870,78321169191326769,"[183864, 23809, 4031]",,False,
720575941484637370,78392499202510622,"[185137, 52816, 837]",,False,
720575941484644294,78251075257660840,"[181588, 31590, 3694]",T2,True,
720575941484648646,79517437305415484,"[217919, 23869, 1960]",Dm3v,True,
720575941484649146,79376837255912980,"[213944, 28215, 1920]",Tm2,True,
720575941484649158,79236511949946007,"[210422, 40517, 1318]",Tm20,True,
720575941484655046,79235824755494415,"[209634, 19601, 1422]",,False,
720575941484655302,79306331341239079,"[212550, 23951, 2963]",Tm3,True,
720575941484656582,78884050424863657,"[199375, 21752, 3898]",Tm3,True,
720575941484657350,78884324363197651,"[199008, 30096, 382]",,False,
720575941484660678,78602781070054009,"[192124, 27180, 1964]",,False,
720575941484660934,78884531327447081,"[199931, 35240, 3552]",Tm5f,True,
720575941484668602,79024924815835701,"[203402, 25619, 2027]",,False,
720575941484677062,79165868596248235,"[207175, 31162, 2326]",Tm5f,True,
720575941484681414,79095431468103605,"[204880, 29047, 3605]",Tm3,True,
720575941484684998,79236855413606620,"[209752, 51168, 990]",,False,
720575941484685510,78602437674060786,"[192017, 17341, 2743]",,False,
720575941484693501,78884737082727043,"[199973, 41355, 1815]",T4c,True,
720575941484694726,78250869098995894,"[180605, 25479, 3598]",,False,
720575941484699645,79517300000145263,"[217237, 19847, 2548]",,False,
720575941484704509,79939443343106630,"[231042, 18315, 837]",L1,True,
720575941484707325,78532687270654258,"[189756, 34902, 2131]",,False,
720575941484707514,79307155370898986,"[211105, 47755, 646]",,False,
720575941484709117,78322130458661321,"[183937, 53043, 951]",,False,
720575941484709885,79165868462038813,"[208173, 30869, 1815]",,False,
720575941484713158,78884256717765725,"[199200, 27200, 4510]",,False,
720575941484714237,78814230967062341,"[198495, 38067, 2204]",T4c,True,
720575941484715261,79307224291876668,"[211344, 50784, 1496]",TmY11,True,
720575941484715974,78181667982372100,"[180045, 60312, 1446]",LPi04,True,
720575941484718333,78321993422296013,"[184161, 47338, 2462]",T3,True,
720575941484719869,78180705976425217,"[179530, 31114, 1557]",,False,
720575941484723965,77900124420474449,"[171692, 57526, 1981]",T5c,True,
720575941484729530,78462112502354711,"[186741, 29873, 2670]",,False,
720575941484739325,78673836740217337,"[192616, 48282, 812]",,False,
720575941484741373,78532412258641577,"[189942, 28088, 1657]",Tm1,True,
720575941484754685,79166074688094718,"[208326, 37542, 2255]",,False,
720575941484754941,78322061806059069,"[183152, 50062, 1125]",,False,
720575941484763834,78673081296221149,"[194149, 26057, 2766]",,False,
720575941484764090,78813475254074399,"[197128, 15352, 2934]",Dm15,True,
720575941484766394,79306674736885467,"[211230, 34326, 2049]",,False,
720575941484768442,78110955640986616,"[177738, 49489, 1500]",,False,
720575941484787386,78391880995937040,"[184766, 33282, 1958]",C3,True,
720575941484791738,79307155505329340,"[212772, 48194, 1208]",TmY3,True,
720575941484796669,79165593852525242,"[207018, 24403, 2831]",,False,
720575941484805629,79236031383927410,"[210803, 24808, 3313]",L5,True,
720575941484807165,78955174546434859,"[201901, 43833, 1839]",T4c,True,
720575941484809981,78392155605286950,"[184442, 41387, 964]",,False,
720575941484816381,78532412930022513,"[189738, 26958, 4326]",,False,
720575941484819453,78461837490492623,"[186408, 22069, 2256]",Tm3,True,
720575941484823037,78111024896976256,"[176814, 52967, 3418]",,False,
720575941484826298,78884324632036372,"[200003, 29732, 1447]",Tm5f,True,low
720575941484826621,79095156121049010,"[206732, 22099, 2012]",,False,
720575941484828090,78814299753605694,"[197532, 40663, 2458]",,False,
720575941484832509,77899506347825997,"[170190, 39818, 3514]",,False,
720575941484838330,78532618819560789,"[188820, 33782, 3140]",,False,
720575941484839354,77970012597828017,"[173011, 45025, 3689]",Li17,True,
720575941484840445,78391743758447270,"[184926, 29513, 2763]",Pm02,True,
720575941484840890,79095362480797923,"[205021, 27910, 2783]",,False,
720575941484841146,78321237843836508,"[182883, 26296, 3828]",Sm05,True,
720575941484843517,78673081094717418,"[193341, 26619, 1948]",,False,
720575941484846010,78743312802379959,"[194606, 22209, 3399]",Mi1,True,
720575941484857853,78251624476805460,"[180735, 48851, 1708]",T5c,True,
720575941484858554,78462249874029332,"[186655, 32834, 2359]",T4c,True,
720575941484858621,78603743008311355,"[190710, 55769, 1377]",LPi06,True,
720575941484862205,79025199425322489,"[203982, 34678, 1010]",,False,
720575941484870909,78814162381305264,"[197615, 36740, 2568]",T4b,True,
720575941484879357,78602918643051093,"[191933, 32251, 2402]",,False,
720575941484886202,78743518290277839,"[196114, 27125, 1021]",,False,
720575941484894205,77899506414663027,"[170792, 38990, 3674]",Li18,True,
720575941484924157,78602987496679982,"[191803, 34062, 2902]",T4c,True,
720575941484938493,79377249506095660,"[214716, 38961, 1790]",,False,
720575941484939005,79939512062640483,"[230675, 19141, 862]",L3,True,
720575941484941053,79166486736217283,"[208252, 49777, 1132]",,False,
720575941484942845,79658036884440555,"[221629, 20164, 214]",,False,
720575941484952317,78743175095379267,"[195049, 17443, 2509]",,False,
720575941484952829,78884049821405963,"[199384, 21336, 1754]",Tm3,True,
720575941484953853,79588080658975550,"[219567, 31628, 901]",Dm6,True,
720575941484968634,78884256650837576,"[199531, 27370, 4303]",,False,
720575941484970170,79236855480340787,"[210901, 50519, 1109]",Mi1,True,
720575941484970938,78673218399344309,"[193859, 30639, 1393]",,False,
720575941484984250,78040312085630478,"[175488, 42079, 1627]",,False,
720575941484988346,79025268681485970,"[204730, 35555, 2991]",,False,
720575941484990906,79165524663356734,"[207341, 22491, 1048]",L3,True,
720575941484995514,78462662123984836,"[188346, 47008, 2173]",T5b,True,
720575941484995981,77829755743110102,"[168797, 58917, 2136]",,False,
720575941484999098,78533099251686714,"[190243, 47487, 771]",,False,
720575941485001725,79165593919988753,"[207459, 24166, 3206]",Dm15,True,
720575941485002426,78814711600815555,"[197638, 52322, 701]",,False,
720575941485002938,79517918274629296,"[217936, 38853, 1699]",Dm15,True,
720575941485008826,78884325303336795,"[199129, 29252, 4087]",,False,
720575941485010106,78392224325056093,"[185325, 44370, 1000]",,False,
720575941485012154,79307155639326118,"[211523, 48411, 1649]",Pm05,True,low
720575941485014970,78180843549598602,"[179643, 34970, 2072]",,False,
