root_id,supervoxel_id,position,type,is_fafb_ol_type
720575941528510392,73748024983786786,"[50263, 48591, 2259]",Y12,True
720575941528518840,74029225551872483,"[59224, 39305, 3880]",T5b,True
720575941528525752,73817500844167342,"[51245, 21520, 3919]",,False
720575941528531878,73958856941998377,"[56598, 39188, 4420]",T3,True
720575941528532100,73184593859364870,"[34398, 33883, 1576]",Tm2,True
720575941528533158,73043856841179977,"[29497, 33888, 3532]",Tm20,True
720575941528536708,73255306335184667,"[36321, 44338, 2110]",Dm2,True
720575941528538022,74028744113666775,"[58106, 25929, 2554]",Tm2,True
720575941528550276,72973556413682537,"[28578, 35788, 1941]",Dm16,True
720575941528553144,73606600501508307,"[45966, 27637, 2849]",Tm9,True
720575941528559748,73114362621441823,"[31760, 37140, 1907]",Dm3v,True
720575941528560038,73044062462730736,"[28917, 39905, 1473]",,False
720575941528561062,73817637679111309,"[52035, 25781, 1619]",L4,True
720575941528561318,73395700092380945,"[39208, 32856, 1755]",L5,True
720575941528562342,73606874775734457,"[45428, 36437, 649]",,False
720575941528562616,73676969245807008,"[48072, 28286, 2900]",Sm04,True
720575941528563801,73466412366516213,"[41416, 44085, 1388]",Mi1,True
720575941528565414,73044131248991454,"[29133, 42935, 1605]",L4,True
720575941528571046,73818461977318961,"[51997, 49526, 413]",R7,True
720575941528573606,72974174754889813,"[28118, 54045, 1473]",Tm3,True
720575941528575910,73044268687902099,"[29106, 45712, 1587]",R7,True
720575941528576678,73043581560165813,"[30414, 25812, 1859]",L1,True
720575941528577702,72973831492909569,"[27488, 44123, 2701]",L1,True
720575941528585092,73184731701495949,"[33092, 37615, 3307]",Dm3q,True
720575941528585894,74239850748473533,"[63940, 24763, 4017]",L5,True
720575941528586406,73958444356929894,"[56481, 28145, 3485]",,False
720575941528600504,74240674644114640,"[64309, 49965, 1256]",Tm3,True
720575941528628612,74521943864704213,"[72628, 43690, 2669]",Li03,True
720575941528629926,73395632043836757,"[39873, 32510, 4269]",L4,True
720575941528631224,73537124574088896,"[43228, 54107, 971]",,False
720575941528631992,73958719234523027,"[55300, 35831, 3373]",T2a,True
720575941528635576,73959199667134290,"[56803, 50438, 1155]",C3,True
720575941528646788,73114156865760750,"[31972, 31150, 3485]",,False
720575941528650168,73888693551077540,"[54812, 46687, 1393]",T2,True
720575941528652676,73888419142691623,"[55244, 37679, 3098]",T5d,True
720575941528668804,73677862196234283,"[47385, 54837, 1322]",T3,True
720575941528676996,73325469122229063,"[37001, 37708, 2870]",Tm5a,True
720575941528682116,73043925358946512,"[30545, 35998, 2612]",Tm3,True
720575941528688568,73185281322690696,"[33948, 54068, 2661]",,False
720575941528691588,73255168896598998,"[36257, 40102, 2242]",Sm01,True
720575941528701060,73536918616905843,"[44367, 48306, 1695]",T3,True
720575941528709252,74029293667498316,"[58282, 41410, 1615]",T2,True
720575941528718468,73466618860754104,"[41997, 49987, 2772]",T2a,True
720575941528736900,73747956130006922,"[50873, 45578, 1717]",T4c,True
720575941528766886,73185006176330137,"[34744, 46607, 1623]",Dm8b,True
720575941528775300,73607355878914367,"[45115, 49592, 818]",,False
720575941528799876,73958581191663933,"[56522, 31672, 1092]",L1,True
720575941528818342,73676900191047117,"[47868, 26539, 1705]",Tm3,True
720575941528821636,73817431856264197,"[52960, 18720, 2905]",,False
720575941528821892,73184800555046182,"[33937, 40623, 3772]",Mi4,True
720575941528839422,73325469122337955,"[37343, 38893, 2912]",,False
720575941528839556,74029018722861031,"[59136, 33239, 1506]",,False
720575941528840068,73747681788880361,"[50643, 37921, 3731]",T2a,True
720575941528850086,73818600087435167,"[51851, 54650, 2923]",LPi07,True
720575941528851128,74874062530694243,"[82217, 52346, 2956]",cLP02,True
720575941528851878,74169756949043884,"[62450, 34076, 4182]",T2a,True
720575941528853195,74592381261591601,"[74297, 45349, 2537]",Li12,True
720575941528861316,73466893402581090,"[41088, 58304, 1306]",T3,True
720575941528863337,73536300544410081,"[43168, 28817, 3287]",L5,True
720575941528883366,73677175202741668,"[47407, 34481, 2057]",Pm03,True
720575941528883622,73677381764175603,"[48075, 40875, 3725]",TmY14,True
720575941528896166,73747475227452501,"[49271, 30784, 2063]",Tm20,True
720575941528910724,73325331951940524,"[37934, 34744, 3971]",Tm4,True
720575941528929702,73254550286679490,"[36311, 21603, 1707]",Lawf1,True
720575941528936870,74169893851035388,"[62472, 37505, 2093]",Pm01,True
720575941528942758,73395562921797167,"[40753, 29026, 2753]",,False
720575941528951974,73465794293634129,"[41640, 25255, 2834]",C3,True
720575941528956582,74240812351098571,"[63921, 55179, 2131]",TmY15,True
720575941528972710,73818462313201859,"[52848, 51177, 1738]",Y1,True
720575941528973478,73888419277332872,"[54484, 38040, 3775]",Pm04,True
720575941528991620,73888143929544365,"[54887, 29010, 1927]",L5,True
720575941529014950,73888075142851747,"[54965, 27914, 1631]",L3,True
720575941529016486,73325743463448014,"[38292, 46622, 889]",Tm27,True
720575941529018022,73044474779495573,"[30079, 52638, 1442]",Tm20,True
720575941529020070,73395769281558306,"[40664, 36318, 3534]",Sm07,True
720575941529021350,73466069104420551,"[42886, 32964, 2572]",Sm05,True
720575941529027494,73184937188822089,"[33382, 43771, 757]",Mi13,True
720575941529028774,73395974634614477,"[40665, 41468, 436]",MLt3,True
720575941529030054,73043719402090507,"[29124, 28984, 3494]",,False
720575941529030822,73818187837757316,"[51963, 41568, 3213]",,False
720575941529031590,73888487526875267,"[53940, 39242, 1911]",TmY5a,True
720575941529041028,73887731814033331,"[54416, 16416, 2695]",Lawf2,True
720575941529041830,73325537640299053,"[38651, 39286, 2062]",,False
720575941529048742,73537125043874344,"[44510, 53858, 2762]",LPi04,True
720575941529062054,73465657056147607,"[42265, 21398, 3662]",L1,True
720575941529062822,73325400671776237,"[37446, 36782, 4091]",,False
720575941529113988,73888693349463600,"[54325, 46060, 528]",Tm3,True
720575941529150136,73043925359435628,"[30467, 34861, 2797]",Tm3,True
720575941529207736,73395700226106740,"[39336, 33386, 2093]",Dm2,True
720575941529226680,73958581259295026,"[56038, 31051, 1529]",Tm20,True
720575941529238456,73395631640794370,"[39447, 31252, 2582]",Dm2,True
720575941529252280,73325125524874505,"[37082, 27038, 2878]",Mi14,True
720575941529259211,74592793578150243,"[75617, 57355, 2419]",Li16,True
720575941529302456,74381206510319260,"[69198, 43876, 3081]",Li01,True
720575941529323192,73255306201382777,"[35409, 43312, 1751]",Sm02,True
720575941529323704,73114362621506118,"[30985, 37335, 1932]",Dm3p,True
720575941529334987,73959062429708546,"[55996, 45775, 1993]",T5c,True
720575941529337272,73325812115948990,"[37777, 47482, 686]",Mi4,True
720575941529344184,73043925627819323,"[29760, 35552, 3807]",,False
720575941529349560,73254963140432722,"[35069, 33246, 3631]",Tm4,True
720575941529350347,73466687512622002,"[41176, 52315, 2335]",T4d,True
720575941529353675,73536918684228695,"[44614, 47676, 2039]",T4b,True
720575941529358027,73466756098114140,"[41808, 54904, 1901]",Y3,True
720575941529361099,73114362688810003,"[31399, 38784, 2265]",Dm3v,True
720575941529363896,74381000284571184,"[68207, 36892, 2816]",Li10,True
720575941529364920,73044062730731412,"[30428, 40838, 2341]",Dm3p,True
720575941529392331,74170374753268328,"[61697, 51496, 1633]",T5b,True
720575941529395915,73888212649048709,"[54677, 30833, 1939]",Tm2,True
720575941529400248,73185349907961095,"[33600, 56720, 2161]",T2,True
720575941529409739,73466137756911368,"[41523, 36592, 2366]",,False
720575941529410488,73747887477548570,"[49160, 44212, 1947]",T2,True
720575941529414328,73466138025343909,"[42127, 36696, 3386]",TmY5a,True
720575941529417419,74381687211498934,"[69210, 58029, 1940]",T5c,True
720575941529418424,73536300208202345,"[43550, 30399, 1798]",Tm2,True
720575941529419448,73607081404104819,"[46109, 41368, 2514]",C3,True
720575941529425355,73817775721974970,"[52044, 28842, 3884]",Mi4,True
720575941529431243,74029156362829399,"[58347, 37371, 2162]",Pm01,True
720575941529439672,72973762907532115,"[28384, 41619, 3166]",Lawf1,True
720575941529447371,74311249546047801,"[65568, 55424, 1055]",T5a,True
720575941529464011,74451712156909967,"[70736, 48112, 1220]",Pm01,True
720575941529475256,73044199968289377,"[29415, 44605, 1547]",TmY3,True
720575941529478840,72973762773290560,"[28327, 41612, 2647]",L2,True
720575941529479096,73114706420525168,"[31494, 48376, 2806]",Mi9,True
720575941529484216,73185074895796966,"[34788, 47662, 1621]",Tm9,True
720575941529492152,73114980895665682,"[30809, 55799, 1234]",Mi9,True
720575941529494200,73677037697298941,"[48734, 29483, 2033]",Mi13,True
720575941529499064,73958719301729300,"[57051, 36028, 3654]",T4a,True
720575941529502136,73676762617341431,"[47168, 22176, 1254]",Tm3,True
720575941529502904,73465862744961818,"[41553, 27535, 1914]",Tm2,True
720575941529510584,73044268822026539,"[29833, 46083, 2062]",Tm1,True
720575941529517752,73396318768551281,"[40720, 52905, 2359]",T2a,True
720575941529519288,73396456073521646,"[40149, 55884, 1933]",T2a,True
720575941529519563,74239850748572884,"[64377, 26148, 4058]",Mi2,True
720575941529520568,73396318768436289,"[39323, 53160, 2321]",T2a,True
720575941529522360,73465931732690151,"[42566, 28864, 2878]",C3,True
720575941529522616,73466481354437840,"[42579, 45516, 2410]",T2,True
720575941529535691,73959337039346985,"[56176, 54088, 1017]",T4a,True
720575941529536715,74028882089023812,"[58304, 28735, 4499]",Tm4,True
720575941529542091,73747269539314544,"[50675, 25494, 4051]",Lawf2,True
720575941529554360,73748230738967616,"[50960, 53335, 532]",,False
720575941529561547,73959062832177461,"[56855, 46779, 3471]",T5a,True
720575941529561803,74733393358996754,"[78656, 55056, 1500]",Li10,True
720575941529568971,73395494134936121,"[40576, 27471, 2402]",Dm3p,True
720575941529571275,73888624764779348,"[54934, 44742, 1244]",C3,True
720575941529571531,74311249949161487,"[65983, 56164, 2711]",T5c,True
720575941529575096,73466824683242699,"[42789, 56506, 1337]",T2,True
720575941529586123,74240949521325214,"[64240, 57680, 1166]",T4c,True
720575941529588939,74310974668532762,"[65907, 48400, 1135]",Y3,True
720575941529598904,73676900929130725,"[49040, 26192, 4496]",Tm2,True
720575941529614795,74452056022454480,"[69779, 58199, 2079]",Tm2,True
720575941529652664,73114774669554693,"[30791, 49939, 779]",R7,True
720575941529658315,74029774703927660,"[58420, 56139, 1649]",T4d,True
720575941529681099,73888144600651699,"[54312, 30323, 4500]",Tm1,True
720575941529700280,73536437378836643,"[43354, 34352, 785]",Dm16,True
720575941529776516,73536162635619401,"[44983, 26062, 1471]",L4,True
720575941529782987,73185349840750224,"[33622, 56816, 1857]",Mi1,True
720575941529800120,74169344498293819,"[61591, 21880, 3788]",Tm20,True
720575941529803652,73958443819779200,"[55951, 26646, 1320]",T1,True
720575941529809284,73606463129757362,"[46843, 22808, 3142]",R7,True
720575941529846660,74099937759710143,"[60948, 50307, 3548]",T5d,True
720575941529856203,73536162971022301,"[43101, 25369, 2691]",Tm9,True
720575941529856644,73255443304858295,"[35691, 47919, 480]",L2,True
720575941529858692,73676763288926180,"[47310, 21504, 3749]",L1,True
720575941529865348,73887869588754338,"[53271, 21922, 4075]",R8,True
720575941529866628,73747132032724944,"[50866, 21154, 3605]",L4,True
720575941529867211,73606737873396867,"[46310, 31486, 2606]",Tm21,True
720575941529873611,73818050331386146,"[52605, 38466, 2846]",Tm1,True
720575941529876939,73325399798792798,"[37024, 36296, 566]",Tm20,True
720575941529877451,73465862946258402,"[42574, 28458, 2669]",Tm2,True
720575941529885316,73184456219319237,"[33979, 29176, 902]",L1,True
720575941529886084,73817775722497193,"[51974, 29170, 4078]",L5,True
720575941529897419,73325056268941654,"[37736, 25497, 987]",Tm20,True
720575941529912267,73396318769058953,"[39663, 53033, 2547]",T4b,True
720575941529917643,73396112072966410,"[40144, 46032, 261]",Dm3q,True
720575941529933003,73536574684213218,"[44701, 37323, 493]",Dm3p,True
720575941529938308,73044062932421121,"[30091, 40026, 3228]",L2,True
720575941529938379,73818256221779053,"[52435, 44491, 1962]",T5b,True
720575941529949899,73396456073414683,"[40539, 56507, 1897]",T2a,True
720575941529951691,73536850165535533,"[44601, 46273, 2599]",T2,True
720575941529954251,73888350021094926,"[54706, 34888, 1767]",Tm8b,True
720575941529973451,73606669154365208,"[45175, 29127, 2774]",Mi4,True
720575941530002891,73606600703160345,"[45596, 26894, 3734]",Tm1,True
720575941530041547,73888762270336501,"[54286, 48488, 1317]",T2,True
720575941530050948,74803556481894850,"[81754, 47174, 3512]",MC62,False
720575941530052811,73818049996004837,"[52900, 38547, 1622]",,False
720575941530066379,73607081672398847,"[46737, 41576, 3493]",T4a,True
720575941530069707,73537193360494331,"[43128, 56595, 1153]",T2,True
720575941530081668,73606806660017895,"[45658, 33505, 2883]",Pm08,True
720575941530087300,73255031793337351,"[36029, 35829, 3576]",Tm1,True
720575941530089604,74170306571004569,"[62039, 49707, 3805]",Y1,True
720575941530109899,73607081806848720,"[46511, 42483, 4089]",T3,True
720575941530110155,73747750575796942,"[50442, 40642, 4092]",T3,True
720575941530110667,73747956734102525,"[49312, 45824, 4064]",T5d,True
720575941530131403,74029568411581456,"[57451, 49402, 1252]",C2,True
720575941530139780,73396180859574072,"[40408, 48692, 514]",Tm4,True
720575941530182020,73817637813583219,"[52885, 25594, 2201]",Mi4,True
720575941530185445,74522012584499043,"[72716, 45838, 2780]",Li10,True
720575941530220773,74522081438108827,"[72787, 47603, 3250]",,False
720575941530261892,74169688229798718,"[62452, 31347, 4254]",T2a,True
720575941530262148,73747681587904545,"[49156, 37087, 3071]",C3,True
720575941530265476,73324988287274094,"[38668, 22932, 3649]",,False
720575941530267524,73818255886172758,"[52741, 44276, 661]",Tm9,True
720575941530268292,73536918415685318,"[43942, 47959, 980]",,False
720575941530270084,73677381562705712,"[47751, 40063, 2915]",T4d,True
720575941530271364,73818119319878022,"[51364, 40705, 4082]",T4c,True
720575941530303620,72973624931647306,"[27233, 38736, 1125]",Mi2,True
720575941530310020,73255031725991657,"[35576, 34965, 3238]",Mi10,True
720575941530310532,73325674944899642,"[38451, 44793, 1538]",,False
720575941530314884,74592518632892236,"[75574, 51049, 2064]",LC25,True
720575941530315396,73607356013555219,"[45480, 50713, 1479]",T3,True
720575941530315908,74099250161905529,"[60234, 30653, 1866]",Tm9,True
720575941530324356,74029019192350047,"[58712, 33061, 3206]",T4b,True
720575941530325380,73255031390285224,"[35204, 36237, 1899]",Dm12,True
720575941530327684,73466687177158058,"[41863, 51485, 1080]",Sm13,True
720575941530329988,73747337721989724,"[50514, 28411, 2035]",Tm9,True
720575941530332292,73255374517465763,"[36257, 45267, 9]",,False
720575941530338692,74381618357544227,"[68894, 55511, 1343]",T5d,True
720575941530358148,74099250027869869,"[60552, 29091, 1406]",,False
720575941530358916,74028950741341726,"[58112, 31591, 4229]",,False
720575941530360196,74169893716722008,"[62189, 37111, 1554]",,False
720575941530363012,74592793645084218,"[75069, 59049, 2616]",,False
720575941530365060,74100005874909157,"[60851, 52061, 1135]",,False
720575941530366340,73888143996508954,"[55075, 30239, 2132]",,False
720575941530416772,74592862230153781,"[73883, 60534, 2063]",LPi02,True
720575941530480568,73888075881237444,"[54616, 27003, 4518]",L4,True
720575941530486968,73254619073726612,"[34880, 23743, 2003]",L5,True
720575941530513848,73325332018828151,"[38777, 34291, 4145]",L1,True
720575941530530488,74099662210473754,"[60720, 42035, 898]",L5,True
720575941530533048,73043925292166933,"[28967, 35278, 2478]",L1,True
720575941530534020,74099044137686735,"[60427, 22705, 2376]",,False
720575941530539140,74028950137495047,"[57473, 32339, 1982]",Sm16,True
720575941530542264,73958306783776685,"[56514, 24292, 2975]",L5,True
720575941530542520,74169344632441218,"[61464, 22450, 4277]",L4,True
720575941530550712,73817568960112557,"[51231, 23185, 1773]",Tm3,True
720575941530553547,73959131350063550,"[55859, 48981, 2600]",LLPC1,True
720575941530562744,73114087945206516,"[32110, 30105, 2804]",L4,True
720575941530591691,73255100042955932,"[35977, 37903, 1754]",L5,True
720575941530595787,73255100042699284,"[35423, 38284, 1655]",Mi4,True
720575941530598603,73395631707884331,"[38958, 32083, 2833]",TmY5a,True
720575941530606309,73185075030619504,"[33920, 47309, 2303]",,False
720575941530607589,73536918885319531,"[43475, 49086, 2708]",T5b,True
720575941530609284,73888281099860690,"[54107, 34668, 816]",Lawf1,True
720575941530612453,73395768408802782,"[39088, 35104, 178]",Tm1,True
720575941530612965,73747818825016569,"[49652, 42536, 2143]",T4b,True
720575941530616011,73114087743288431,"[32278, 29171, 1812]",Mi15,True
720575941530618597,73607150458827226,"[45343, 43371, 3685]",T4b,True
720575941530621413,73044199968901323,"[29966, 44989, 1768]",Mi4,True
720575941530631653,73043993944557006,"[29969, 38637, 2232]",Dm2,True
720575941530635749,73325949488150457,"[36945, 51820, 508]",Tm3,True
720575941530635960,73959337105773405,"[57280, 53599, 1037]",,False
720575941530637259,73184799816776963,"[34457, 39846, 927]",Mi13,True
720575941530638008,73958581259059332,"[57194, 30910, 1463]",Tm1,True
720575941530640331,73043788054238131,"[30633, 31217, 3142]",T1,True
720575941530661605,74099800454746439,"[60160, 45924, 3976]",Y3,True
720575941530662347,73395837665070772,"[39825, 38857, 2083]",,False
720575941530664165,74029156161311665,"[59151, 36971, 1323]",,False
720575941530675429,73677724757739107,"[47729, 50966, 1484]",T4b,True
720575941530675659,73114843389573522,"[32476, 51314, 988]",Tm1,True
720575941530682853,74029568612929629,"[58086, 50958, 2037]",T5d,True
720575941530684619,73395631507180740,"[39514, 31862, 2292]",Mi2,True
720575941530684875,73466000318199345,"[41951, 32282, 2454]",,False
720575941530686437,73817912490296708,"[52970, 34163, 1489]",Mi4,True
720575941530691813,74170375222594606,"[62315, 51247, 3328]",T5c,True
720575941530692555,73606325422577820,"[45984, 18464, 2181]",Tm5b,True
720575941530695627,74169344431010569,"[62842, 22162, 3471]",,False
720575941530697189,73888693954057979,"[54937, 46303, 3062]",Tlp4,True
720575941530726629,73958444558065169,"[56768, 28219, 4175]",Mi9,True
720575941530744037,74170443405418071,"[62306, 54378, 1302]",T5a,True
720575941530744293,74099593759121436,"[60280, 40147, 1803]",T4d,True
720575941530746597,74310425583846752,"[65813, 32540, 3733]",Li01,True
720575941530752715,72973831425542529,"[27167, 44334, 2347]",Mi2,True
720575941530753509,73817637679236415,"[53070, 26299, 1658]",Tm25,True
720575941530759115,73254688195792141,"[35223, 26137, 3526]",Mi9,True
720575941530763237,74028812698453485,"[57950, 27665, 1939]",Tm1,True
720575941530768613,73959268184846576,"[55707, 51565, 499]",Mi13,True
720575941530785995,73184868737449744,"[34795, 42552, 1648]",Mi2,True
720575941530788069,74028812765553937,"[59024, 27119, 2189]",Tm3,True
720575941530802123,73255237682784565,"[35971, 41921, 2349]",Sm08,True
720575941530805733,73747131764409651,"[49468, 21821, 2620]",Mi15,True
720575941530805989,73817706868419706,"[52928, 26882, 3429]",,False
720575941530807499,73185006310385253,"[33686, 46417, 2070]",,False
720575941530811365,74099182046848632,"[59794, 27599, 4333]",Mi9,True
720575941530812088,74028675863623565,"[58652, 22539, 4296]",Mi15,True
720575941530813624,73326018274016993,"[38088, 54315, 563]",L2,True
720575941530825445,74029087777473320,"[58198, 35414, 2642]",T4c,True
720575941530829541,73888144600343560,"[54998, 29346, 4384]",Tm2,True
720575941530836709,73958650381392559,"[56930, 34125, 3056]",T4a,True
720575941530843083,73325399866316146,"[37425, 36437, 977]",Tm4,True
720575941530857701,73958718765319364,"[56020, 35122, 1775]",T3,True
720575941530864357,73958306649493174,"[56425, 24042, 2433]",Tm2,True
720575941530865867,73114981029601954,"[32742, 55596, 1649]",Mi13,True
720575941530867659,73184869140311496,"[33276, 40991, 3260]",Tm9,True
720575941530875851,73184662444630163,"[34218, 35370, 1071]",Dm3v,True
720575941530878923,73466687378936811,"[41487, 52686, 2007]",TmY14,True
720575941530897355,73114294237732411,"[31364, 36443, 3272]",Mi15,True
720575941530899659,73114362957319902,"[32191, 38113, 3312]",Tm2,True
720575941530908133,74099456857686042,"[59619, 36585, 4089]",Pm01,True
720575941530919653,74310562485812616,"[65658, 36281, 1618]",,False
720575941530919883,73255306670789646,"[35308, 43157, 3410]",Tm20,True
720575941530935243,74803556146434868,"[80496, 48160, 2260]",Li15,True
720575941530950885,73958650045760039,"[56478, 32797, 1751]",Tm27,True
720575941530954955,73114431408012271,"[31261, 40202, 2156]",Mi9,True
720575941530958211,74169688095112033,"[62845, 32035, 3589]",Pm11,True
720575941530966219,73044131651654263,"[30524, 41021, 3148]",Tm3,True
720575941530967755,73114774669811208,"[32317, 50716, 875]",Dm10,True
720575941530968011,73255169030716057,"[36005, 40428, 2722]",,False
720575941530969803,73325880969245554,"[38230, 50803, 1051]",,False
720575941530971365,74029019125459961,"[58527, 33172, 3023]",Pm02,True
720575941530974923,73677381428916905,"[48987, 40133, 2553]",T2,True
720575941530982347,73325125525070136,"[37761, 27608, 2952]",Dm3p,True
720575941530983096,72973693651002347,"[26944, 39944, 1072]",Tm1,True
720575941530988773,74169688095431253,"[61633, 31486, 3698]",T2,True
720575941531000248,73325194177480056,"[37607, 28677, 2711]",,False
720575941531026635,73044062730780777,"[30208, 39131, 2359]",Tm4,True
720575941531064267,74029087375165674,"[58717, 34961, 1221]",,False
720575941531068107,73817500709981239,"[52625, 20988, 3417]",L3,True
720575941531075256,74029225485211140,"[59201, 40691, 3789]",T5b,True
720575941531081912,73114568444372357,"[32435, 43534, 647]",,False
720575941531089080,73114088213108298,"[31858, 29869, 3635]",Tm2,True
720575941531090360,74451987034416143,"[70831, 55517, 1217]",Y1,True
720575941531092664,73396318970105091,"[40518, 51325, 3218]",T2a,True
720575941531101899,73043787786242619,"[29540, 31330, 2274]",T1,True
720575941531107787,74310699924937723,"[66704, 39931, 1691]",LMa3,True
720575941531128805,73255580810521973,"[36411, 51968, 619]",Mi4,True
720575941531134136,73184388238182279,"[33245, 28336, 3777]",TmY20,True
720575941531135205,73677518464816036,"[47127, 44220, 867]",TmY3,True
720575941531148984,73606394477100050,"[45246, 21937, 3328]",Tm3,True
720575941531149752,74099318948616913,"[60336, 31981, 2168]",,False
720575941531175864,74099456790434461,"[59639, 34929, 3781]",T4c,True
720575941531183333,73958650448415860,"[56444, 34361, 3286]",T4a,True
720575941531184312,73325263098253095,"[37247, 31246, 3476]",Tm1,True
720575941531194040,73677587116999371,"[48224, 46052, 550]",Mi4,True
720575941531194341,73607149586437824,"[45358, 44590, 377]",T1,True
720575941531196600,73676900325326358,"[47442, 25131, 2243]",Tm20,True
720575941531200741,73748024446225639,"[49651, 48553, 242]",,False
720575941531202021,73607149586529646,"[45079, 43888, 411]",Mi15,True
720575941531202789,73395837329715797,"[40023, 38244, 884]",Mi9,True
720575941531204024,73255374987906737,"[36621, 45705, 1982]",,False
720575941531207397,73607080934140556,"[45189, 42819, 643]",Tm4,True
720575941531209957,73818324672478555,"[52551, 46670, 812]",Tm20,True
720575941531212517,74592518565701593,"[75488, 49828, 1796]",Tm16,True
720575941531214565,73536712190039902,"[43257, 42017, 674]",Dm3p,True
720575941531218661,73536918415259439,"[44823, 47304, 822]",Mi13,True
720575941531227365,73254825097776473,"[36163, 28928, 1438]",Tm21,True
720575941531227595,73606944434443145,"[46094, 37957, 4154]",,False
720575941531232229,73888350222257003,"[55094, 36511, 2466]",T3,True
720575941531235045,73959131283215888,"[56810, 48028, 2430]",T5a,True
720575941531236581,73536368861028512,"[44222, 31115, 1671]",Mi10,True
720575941531241664,72974174620514483,"[28576, 54214, 904]",,False
720575941531241675,73888419478294371,"[54279, 37973, 4403]",Tm4,True
720575941531241920,73044543565938739,"[30366, 54585, 1650]",L5,True
720575941531245285,73747269136478679,"[49333, 24926, 2447]",Mi9,True
720575941531247808,73044543364352372,"[30020, 54654, 782]",L2,True
720575941531248576,73044543297834772,"[29827, 54163, 748]",L4,True
720575941531248832,72974105901159053,"[28130, 52868, 961]",L3,True
720575941531249336,73395700562032763,"[39548, 32845, 3513]",,False
720575941531251128,74029156295976390,"[57819, 38275, 1992]",T3,True
720575941531251685,73958719167617470,"[55454, 36273, 3178]",T5b,True
720575941531257573,73888419142938531,"[54915, 37651, 3192]",T5d,True
720575941531260088,74098906765965312,"[59752, 18983, 2676]",TmY11,True
720575941531276216,74170031155741965,"[62060, 42083, 1582]",T2,True
720575941531283384,74029018655702979,"[58362, 34505, 1226]",Tm9,True
720575941531283640,73184250261832457,"[33915, 24461, 1540]",L3,True
720575941531285477,73747750374441121,"[49822, 39243, 3327]",T4a,True
720575941531302072,73677313044948027,"[47322, 37197, 3817]",Pm04,True
720575941531315640,74381275431470309,"[68935, 46885, 3984]",,False
720575941531318501,73537056458571403,"[43504, 52416, 3234]",T3,True
720575941531333304,74240125357686717,"[64035, 33314, 2910]",T3,True
720575941531337656,74029087777561609,"[58276, 35237, 2671]",T3,True
720575941531342008,73465999982982532,"[42094, 30726, 1279]",Mi9,True
720575941531344056,74099250363278637,"[60818, 29223, 2656]",,False
720575941531346917,73607424799798817,"[46754, 52548, 1612]",T4a,True
720575941531347640,74099113327042596,"[59669, 25268, 4211]",C3,True
720575941531348965,73537056123057561,"[44459, 52486, 1989]",Y12,True
720575941531349944,73184731231661537,"[33798, 38517, 1490]",TmY10,True
720575941531352805,73607424732775734,"[46373, 51312, 1386]",T3,True
720575941531355576,73537193494517925,"[44341, 56804, 1580]",T2a,True
720575941531362488,73888007027344288,"[53398, 25261, 3934]",Mi9,True
720575941531367627,73677518397637829,"[47855, 43325, 595]",Tm4,True
720575941531372005,73959199667543270,"[55608, 51130, 1279]",T2a,True
720575941531372472,74521669322243456,"[73090, 35900, 3887]",Li27,True
720575941531374776,73958169344501304,"[55469, 19890, 2856]",,False
720575941531380664,74100212167461980,"[60059, 59099, 1610]",,False
720575941531404747,73537056055746987,"[44541, 51798, 1650]",T4c,True
720575941531508867,72973762571787414,"[28049, 42940, 1820]",Mi1,True
720575941531533752,74028950405747048,"[58372, 32651, 2925]",C3,True
720575941531543683,73677724958614674,"[48972, 49555, 2074]",Y4,True
720575941531551363,73958994112470240,"[56105, 43734, 3388]",T5c,True
720575941531562168,73536231690152322,"[43501, 28412, 2573]",Mi14,True
720575941531567032,74239919333305671,"[63524, 27346, 3353]",Tm33,True
720575941531578808,74099250833282183,"[61346, 28903, 4535]",,False
720575941531584899,73607150123705873,"[46482, 43264, 2556]",T4c,True
720575941531588483,73536918750680242,"[43895, 48804, 2055]",T4b,True
720575941531602563,74028606875533137,"[58365, 22263, 3198]",Mi9,True
720575941531603587,74029637398912384,"[57702, 52684, 2065]",Tlp5,True
720575941531606915,74170375155750584,"[62672, 52256, 3105]",T5c,True
720575941531615928,73888349886445094,"[53846, 36797, 1089]",L5,True
720575941531622275,73888212514709188,"[54464, 32370, 1383]",Tm20,True
720575941531627139,73747750105675267,"[50145, 40651, 2187]",T4b,True
720575941531639427,74522493419101514,"[71696, 60800, 1954]",T5d,True
720575941531641219,74452055888468889,"[71216, 59112, 1652]",T5d,True
720575941531643011,74099044406214881,"[59453, 24149, 3437]",Mi13,True
720575941531644547,73958444424013724,"[56800, 26824, 3720]",Mi4,True
720575941531646339,73676832008779850,"[47857, 22986, 3836]",Mi1,True
720575941531686787,74029362118420974,"[57866, 44968, 649]",Tm2,True
720575941531711875,74733187469329893,"[79167, 48746, 2505]",LMt3,True
720575941531717507,74029156094708559,"[58785, 38097, 1248]",,False
720575941531735171,74240056504085635,"[64201, 30826, 2423]",Tm9,True
720575941531744131,73888006557933169,"[53950, 25975, 2268]",Tm3,True
720575941531745155,73536094385810342,"[44154, 23059, 3219]",Mi1,True
720575941531748739,73817637880619452,"[52380, 24676, 2439]",Mi9,True
720575941531752579,73676900661046057,"[48212, 25780, 3583]",Tm2,True
720575941531758467,73606806392127427,"[45357, 33505, 2041]",Tm1,True
