root_id,supervoxel_id,position,type,is_fafb_ol_type
720575941484751613,73325263031255064,"[38278, 31950, 3248]",,False
720575941484751802,73255443706701837,"[36201, 47523, 1797]",Sm07,True
720575941484753218,73817706398907742,"[52086, 28384, 1714]",Dm3v,True
720575941484757826,73677038032434324,"[47359, 29596, 3169]",Tm20,True
720575941484770114,73888419210359505,"[54296, 37024, 3574]",T4a,True
720575941484770370,74169688028655510,"[61902, 32674, 3568]",T4d,True
720575941484778170,73958994112415488,"[56648, 43283, 3360]",T5c,True
720575941484780685,74239781894907316,"[64004, 24226, 3556]",Tm20,True
720575941484783245,73677450080769329,"[48272, 42920, 2101]",T4b,True
720575941484787085,74028744113266610,"[59296, 25429, 2479]",Tm9,True
720575941484789389,74029431039415641,"[58820, 47005, 1387]",T4c,True
720575941484792829,73817844038823274,"[53207, 31097, 2352]",Pm05,True
720575941484797114,73466343580300485,"[42528, 41782, 1269]",Sm20,True
720575941484797882,73395288245257735,"[40869, 22473, 3530]",C3,True
720575941484798138,73888006691760809,"[55116, 24927, 2634]",Tm16,True
720575941484799229,74240468753965525,"[64976, 44800, 2218]",,False
720575941484800322,73747268934964493,"[49580, 25897, 1624]",Tm3,True
720575941484800698,73325125524744426,"[38273, 28194, 2827]",Tm9,True
720575941484801602,74100005874665399,"[60933, 52546, 1045]",T4d,True
720575941484803906,73958306918249648,"[55922, 24081, 3576]",Tm9,True
720575941484806662,73044268755086648,"[29345, 45485, 1884]",Mi1,True
720575941484807309,73817638216187714,"[53167, 26249, 3726]",Tm16,True
720575941484808258,74099937289626641,"[59772, 49870, 1642]",Tm9,True
720575941484810170,73677862062025915,"[48574, 54369, 818]",Tm5d,True
720575941484810938,73958375906028680,"[55750, 25531, 4552]",,False
720575941484811450,74240400302694074,"[64427, 41823, 3154]",,False
720575941484817338,74169413284723100,"[61955, 23952, 3988]",,False
720575941484821510,73184868872246395,"[33740, 41892, 2298]",TmY11,True
720575941484825597,73536438117601898,"[44157, 32977, 3796]",Tm2,True
720575941484828934,73959543532713667,"[55307, 61086, 2084]",T5c,True
720575941484833286,73818324873632083,"[53195, 47058, 1538]",T4c,True
720575941484834557,73536575019499617,"[43651, 38378, 1694]",Pm10,True
720575941484850950,73536918885005076,"[44192, 47901, 2596]",TmY5a,True
720575941484853501,73818119118031587,"[51422, 40370, 3118]",TmY10,True
720575941484865277,73537055854220605,"[44080, 51312, 817]",,False
720575941484867581,74662887511535712,"[75938, 50812, 2681]",Li05,True
720575941484867590,73326018744201866,"[38041, 53596, 2485]",T2,True
720575941484867837,73325606762732226,"[38847, 42054, 3723]",Tm16,True
720575941484871174,72762450113902152,"[22199, 34983, 1765]",Tm2,True
720575941484873658,73958307052248661,"[56089, 23836, 4013]",Mi4,True
720575941484881594,73888007027357592,"[53650, 25152, 3940]",Tm9,True
720575941484882950,74099663015946827,"[60767, 42474, 4030]",T5b,True
720575941484889666,74170374752880253,"[63443, 52121, 1537]",T5c,True
720575941484890877,72973968596324625,"[28116, 49040, 1422]",Dm6,True
720575941484892557,73958306783759720,"[55587, 23025, 2971]",Mi9,True
720575941484895418,73466000318140068,"[42147, 32643, 2435]",Tm37,True
720575941484897789,74169550455485313,"[62868, 28157, 3058]",Sm06,True
720575941484902406,73677793745381341,"[48051, 52452, 2401]",LPi02,True
720575941484902978,73185075231436714,"[32828, 47144, 2942]",Tm2,True
720575941484904122,73606463129618377,"[46088, 24210, 3088]",Dm3v,True
720575941484904634,73254963140787018,"[35416, 32973, 3768]",Tm27,True
720575941484912125,73184730895488262,"[33735, 38656, 192]",C3,True
720575941484913338,73677175135820790,"[48460, 33242, 1880]",Pm05,True
720575941484913594,73325812116048663,"[37752, 49139, 727]",Mi9,True
720575941484916486,74099250564859605,"[61309, 28953, 3515]",,False
720575941484917690,73044543498907220,"[29842, 53467, 1416]",Tm2,True
720575941484919738,73466618860459755,"[41425, 49392, 2662]",T4c,True
720575941484920250,73606600434569540,"[45118, 28147, 2654]",Mi13,True
720575941484920762,73184799816898523,"[33136, 39862, 974]",,False
720575941484921853,73747063045269186,"[49329, 19751, 2737]",C3,True
720575941484923398,73888625167396951,"[54519, 44617, 2769]",TmY5a,True
720575941484924669,73255649731720290,"[35213, 53908, 1522]",,False
720575941484926394,73677106483271508,"[47458, 31384, 2065]",Tm5b,True
720575941484929798,73748162221224097,"[50347, 52932, 1421]",Y11,True
720575941484932093,73466000787603287,"[42198, 32398, 4109]",Tm20,True
720575941484945082,73466138092645181,"[41507, 35483, 3711]",,False
720575941484945338,73747612935055927,"[50809, 35417, 3169]",T2,True
720575941484946362,73395631909481134,"[39100, 32213, 3702]",,False
720575941484951226,74381206376539868,"[69307, 43957, 2729]",Li11,True
720575941484951482,73677587251496190,"[47708, 46797, 1151]",Tm20,True
720575941484951949,73747681452946087,"[49377, 38226, 2310]",C3,True
720575941484953530,73537056055773977,"[44775, 51645, 1666]",Pm01,True
720575941484954554,73817500710349094,"[51947, 22371, 3550]",,False
720575941484956090,72973418706296126,"[27031, 30919, 970]",Mi9,True
720575941484956346,73114431542097147,"[32499, 39501, 2621]",,False
720575941484958906,73747131697204580,"[49253, 21455, 2340]",Lawf2,True
720575941484963078,73817775051359403,"[53220, 29005, 1488]",Tm4,True
720575941484967174,74028950003159568,"[57379, 31285, 1413]",TmY10,True
720575941484968198,73959130813374218,"[57063, 47648, 639]",Tm4,True
720575941484979718,74098975888131064,"[60817, 21907, 4220]",,False
720575941484990717,73395425549512280,"[40940, 25444, 2859]",Mi4,True
720575941485004797,73255649664329050,"[35568, 53602, 1159]",Tm5b,True
720575941485005053,73817912288293160,"[52672, 34352, 514]",Tm3,True
720575941485005318,74240812686618962,"[65484, 53516, 3398]",T5d,True
720575941485005821,73888488130628828,"[54323, 39360, 4136]",T3,True
720575941485014269,73114774804065337,"[30933, 49704, 1386]",Tm3,True
720575941485016205,73325331280650635,"[38365, 33936, 1338]",,False
720575941485019645,74451712559566113,"[70129, 48492, 2689]",Li01,True
720575941485020157,73466687781584113,"[42531, 52211, 3562]",T2,True
720575941485020678,74099799783600228,"[60356, 46193, 1396]",T4d,True
720575941485021958,74100006411559933,"[61254, 51320, 3101]",T5c,True
720575941485027981,73184868334706443,"[33344, 41008, 153]",,False
720575941485031053,73747749770597231,"[51123, 40609, 1019]",,False
720575941485034237,74099044272049236,"[60080, 22553, 2947]",Tm21,True
720575941485034493,73606325623698425,"[46368, 19248, 2882]",,False
720575941485036294,74662887712657804,"[76471, 50044, 3378]",Li05,True
720575941485038733,73466000385492719,"[42330, 30747, 2767]",Tm5f,True
720575941485042694,73958032107143735,"[55664, 15696, 3786]",Tm1,True
720575941485045645,73747956129927854,"[49403, 45071, 1687]",C3,True
720575941485047046,73817363204254784,"[53024, 17648, 3277]",,False
720575941485050765,73465863281872178,"[41029, 28156, 3984]",Dm15,True
720575941485053693,73114019024003818,"[32466, 27306, 1879]",L2,True
720575941485058822,73606463264198196,"[46196, 24285, 3739]",Tm1,True
720575941485060493,73466618726133901,"[41737, 51183, 2102]",T4d,True
720575941485063821,73396180860028084,"[39289, 48581, 642]",Mi9,True
720575941485067270,73465725775499416,"[42006, 23239, 3607]",Tm3,True
720575941485070733,73747750575672173,"[49890, 40589, 4066]",,False
720575941485076230,74662956298346362,"[76087, 53203, 3025]",Li01,True
720575941485078534,74170374552302607,"[63177, 52243, 992]",T4d,True
720575941485081094,74733393426208297,"[79520, 54208, 1660]",Li10,True
720575941485092418,73395494336336498,"[40604, 28044, 3203]",Mi13,True
720575941485099330,74733256256038125,"[78271, 49234, 2804]",Li13,True
720575941485099450,73818325545045161,"[53093, 46043, 4193]",,False
720575941485099842,73326086993439519,"[38384, 55808, 691]",Mi9,True
720575941485100038,73817638283241083,"[52816, 24697, 3960]",Mi4,True
720575941485105414,73677243519820804,"[48335, 36800, 620]",,False
720575941485108109,74029637533447359,"[58921, 52021, 2678]",Tm33,True
720575941485109510,74099525643667899,"[60503, 36960, 4124]",T4d,True
720575941485111874,73465931330385680,"[42502, 29777, 1459]",Mi4,True
720575941485112070,73818118379784959,"[52816, 38976, 451]",Tm21,True
720575941485113154,73326087396681653,"[38522, 55896, 2278]",T4b,True
720575941485114690,73607081672159263,"[45627, 41758, 3400]",Pm01,True
720575941485114765,73536574684094777,"[44960, 36880, 433]",Dm3q,True
720575941485116482,73254756982289547,"[36154, 28284, 3750]",Mi15,True
720575941485117069,73676968708969812,"[47584, 27008, 847]",Tm3,True
720575941485117190,74240812083087816,"[64893, 54114, 1245]",T4c,True
720575941485118861,73606806995962820,"[46207, 33802, 4317]",Tm1,True
720575941485127686,74029362386834332,"[58776, 43276, 1576]",T4c,True
720575941485128966,74311181363633176,"[65777, 54639, 3120]",T5b,True
720575941485135501,73326087463296469,"[38787, 55412, 2360]",T4a,True
720575941485135802,73607012348875315,"[46577, 40055, 1159]",Sm19,True
720575941485136781,73959131283290302,"[56722, 49077, 2467]",T5b,True
720575941485136962,74169481936804271,"[61512, 26562, 3627]",,False
720575941485138829,73396456207572093,"[40816, 57168, 2390]",T2a,True
720575941485141826,73606943629377851,"[46143, 37001, 1146]",,False
720575941485145741,73185349975023025,"[33366, 56665, 2371]",T2a,True
720575941485147202,73958856875476799,"[55950, 39281, 4343]",T3,True
720575941485162306,73959131283447636,"[56069, 47606, 2528]",T5a,True
720575941485166477,74100006210773844,"[59966, 51724, 2534]",T5d,True
720575941485173058,73536231690286742,"[43667, 28290, 2619]",Tm1,True
720575941485201414,74381618827233307,"[69253, 55537, 3106]",Tm3,True
720575941485213250,73747681654705638,"[50065, 38546, 3240]",T4d,True
720575941485219906,73606462995915708,"[46570, 23823, 2763]",Dm10,True
720575941485235597,73606874910195614,"[47008, 36549, 1260]",Tm5f,True
720575941485237645,73817981343704084,"[52682, 36592, 1896]",,False
720575941485243789,73678068421715468,"[47312, 59728, 1696]",T4c,True
720575941485244301,73818393526322474,"[52528, 48468, 1372]",C3,True
720575941485254797,73747818824844926,"[50900, 41837, 2076]",T2a,True
720575941485278530,73536919153478417,"[43429, 48788, 3632]",T2,True
720575941485293634,73748024782388490,"[50098, 48262, 1469]",T2,True
720575941485294914,73817706935942190,"[51503, 28383, 3825]",TmY3,True
720575941485308557,73325400201330001,"[38016, 36484, 2060]",Mi4,True
720575941485312774,74170306302259471,"[62834, 49967, 2666]",Tm20,True
720575941485316358,73536506366977848,"[43399, 35091, 1887]",Tm1,True
720575941485321734,73466206140752264,"[41061, 37240, 1048]",Tm4,True
720575941485322246,73325193573160301,"[38592, 29424, 404]",Dm10,True
720575941485324038,73466687110258480,"[42879, 52064, 901]",,False
720575941485326086,73395700025200944,"[40257, 33024, 1475]",Tm2,True
720575941485340678,73466205939594581,"[41446, 36977, 340]",Tm1,True
720575941485341958,73677518531982750,"[47318, 44738, 1144]",,False
720575941485344006,73958650448166240,"[56588, 34238, 3191]",Tm4,True
720575941485350662,73395974634164466,"[40480, 41968, 267]",TmY5a,True
720575941485359878,73466137354634508,"[41992, 34879, 985]",Dm3p,True
720575941485367558,73747337721529820,"[50144, 28466, 1864]",,False
720575941485370630,73677655836559754,"[48839, 48339, 579]",Tm1,True
720575941485372934,73747544417149345,"[51190, 33549, 4026]",,False
720575941485379138,73254825366399454,"[35577, 29920, 2532]",Tm3,True
720575941485379590,73888419143112965,"[53291, 38274, 3260]",T5a,True
720575941485385478,73254825165009779,"[36340, 30497, 1736]",,False
720575941485390854,74169825265872310,"[62523, 35286, 2650]",T4b,True
720575941485394694,73888762471888247,"[54395, 48115, 2167]",T5a,True
720575941485423366,73677931251543359,"[47161, 55337, 2685]",T4c,True
720575941485424134,73677175404613306,"[48889, 34612, 3035]",Tm2,True
720575941485432838,73607081739413436,"[46649, 41885, 3722]",T4a,True
720575941485458694,73748231477648607,"[49520, 53488, 3483]",T5d,True
720575941485489414,73396456341912667,"[40672, 55392, 2968]",T2,True
720575941485494278,73537124573605383,"[43323, 54588, 791]",,False
720575941485496838,73537124842200677,"[43350, 53636, 1866]",Tlp1,True
720575941485542406,74099388070603474,"[60072, 33661, 3663]",T3,True
720575941485547270,73677450147909181,"[48752, 41943, 2395]",T3,True
720575941485549062,73606944434881312,"[46010, 37371, 4322]",Tm20,True
720575941485578818,73255305932944409,"[36582, 44194, 728]",Tm2,True
720575941485626374,73254894152704845,"[35061, 32663, 2676]",Tm2,True
720575941485746242,73325400403091700,"[38604, 35218, 2995]",Sm04,True
720575941485785808,73044474779416950,"[30674, 51919, 1411]",Dm3v,True
720575941485789190,74733187469029337,"[78926, 48911, 2395]",Li10,True
720575941485797261,73184593994016166,"[34186, 33532, 2256]",Dm3q,True
720575941485812290,72973281669714733,"[28559, 27624, 2331]",Tm2,True
720575941485816461,73254962804887642,"[35101, 32856, 2363]",Tm21,True
720575941485824578,73325194311322455,"[37576, 29346, 3077]",TmY11,True
720575941485828749,73254962670894734,"[36847, 33087, 1923]",Mi10,True
720575941485843853,74099113058780424,"[61041, 25264, 3251]",Sm02,True
720575941485855810,73465931732696664,"[42300, 29933, 2879]",,False
720575941485857677,73325194244794789,"[38177, 30054, 3046]",Mi9,True
720575941485861186,73185143816689061,"[33221, 50815, 2419]",Tm5f,True
720575941485875010,73044131450502945,"[29658, 42083, 2448]",Dm15,True
720575941485881229,73325263098258286,"[38666, 31069, 3475]",,False
720575941485890370,72903393894970227,"[25563, 41497, 2161]",Mi15,True
720575941485899586,73114568914297453,"[31261, 44102, 2506]",TmY3,True
720575941485911618,73043993810196773,"[28788, 37938, 1663]",Lawf2,True
720575941485915458,73677587586756002,"[48033, 45341, 2345]",T4b,True
720575941485926662,73395700561678781,"[39676, 34142, 3379]",Dm2,True
720575941485931149,73114637364832875,"[31987, 46201, 1288]",Tm9,True
720575941485934989,73114499993334340,"[31990, 41014, 1664]",Mi4,True
720575941485941254,73114019359688455,"[31173, 27265, 3230]",,False
720575941485981069,73325538043173213,"[37637, 39083, 3692]",,False
720575941485982470,73677587385849814,"[48880, 46411, 1731]",T4b,True
720575941485989328,73466343647249997,"[41964, 41480, 1459]",Mi1,True
720575941485989840,73185349841035344,"[33311, 56008, 1965]",Mi1,True
720575941485989954,73255306067045048,"[34951, 44909, 1193]",Tm20,True
720575941486002384,73536780909469764,"[43243, 44098, 658]",TmY4,True
720575941486003920,74099525643715975,"[61057, 38797, 4145]",T5c,True
720575941486004688,74099456857166110,"[60602, 35012, 3899]",T2a,True
720575941486016322,73677862196524475,"[49095, 53326, 1428]",T4c,True
720575941486016774,73536369129210845,"[44266, 32683, 2618]",MeTu3b,True
720575941486021072,73185212469206130,"[34810, 51360, 2219]",TmY5a,True
720575941486021584,74170511990580953,"[62959, 55653, 924]",T4b,True
720575941486022864,73184662847649600,"[33393, 35825, 2747]",Tm4,True
720575941486024002,73114569115345026,"[31156, 43571, 3166]",TmY9q__perp,True
720575941486024656,73888762337334911,"[54637, 48023, 1542]",T4a,True
720575941486033986,73817981343914815,"[51655, 35225, 1976]",TmY14,True
720575941486036432,74170443808592729,"[61591, 53688, 3022]",T4c,True
720575941486040528,73817431923715883,"[53133, 19588, 3284]",Tm3,True
720575941486044624,73818393257868429,"[51516, 47253, 444]",TmY3,True
720575941486045506,73677312440633330,"[47540, 37354, 1396]",,False
720575941486045762,73184663049007161,"[34716, 36732, 3522]",Tm9,True
720575941486047184,74100006210706862,"[61398, 53093, 2506]",T5a,True
720575941486047629,73536849964339933,"[44818, 47001, 1874]",T2,True
720575941486077325,73325469256666445,"[36997, 38751, 3461]",Tm5f,True
720575941486079750,73114705883361167,"[32728, 48409, 671]",Dm15,True
720575941486085584,73958512606612644,"[56188, 28932, 1673]",Tm21,True
720575941486090960,74099044204983304,"[60051, 22905, 2693]",,False
720575941486093122,73044474779682080,"[29689, 53237, 1509]",Dm3q,True
720575941486093965,73255031591572992,"[35968, 35237, 2649]",TmY11,True
720575941486114882,73325949822979721,"[38539, 51308, 1571]",,False
720575941486115394,73185212334740521,"[33368, 53115, 1622]",Mi14,True
720575941486116749,73114294036178713,"[31857, 36135, 2416]",Tm3,True
720575941486117186,73044199901361682,"[29079, 43072, 1353]",T1,True
720575941486118918,73607562373390559,"[45765, 55592, 2276]",LPi06,True
720575941486120710,73325468854033207,"[36895, 38508, 1934]",Dm2,True
720575941486121869,74451231724428894,"[69760, 34462, 3422]",LC10b,True
720575941486123586,73114843590452549,"[30947, 52589, 1570]",Tm1,True
720575941486123917,73184662914562641,"[32848, 35128, 2921]",TmY3,True
720575941486125318,73184800084944428,"[33414, 39278, 1847]",,False
720575941486125709,73114500395672837,"[30887, 42164, 3079]",Tm1,True
720575941486136386,73677106684716975,"[48776, 31162, 2881]",,False
720575941486140624,73747337788743536,"[50119, 28368, 2152]",Dm2,True
720575941486144653,73185212133579877,"[33121, 52491, 918]",Tm16,True
720575941486147078,73184868401912276,"[33733, 41314, 373]",T1,True
720575941486148816,73395288177733918,"[40369, 22149, 3136]",,False
720575941486153424,73817706533013299,"[52732, 27659, 2185]",,False
720575941486153478,73255237280117507,"[36475, 42283, 814]",Sm02,True
720575941486154893,74100212436172619,"[59503, 58123, 2729]",LPi09,True
720575941486156941,73114568511547901,"[31827, 43818, 929]",C3,True
720575941486157709,73254687793282255,"[35776, 25909, 2031]",Mi15,True
720575941486157890,73606600367504433,"[46807, 28581, 2420]",Dm2,True
720575941486160134,74381343546901567,"[68792, 47382, 1647]",LMt1,True
720575941486161616,73606669355041450,"[46084, 30645, 3332]",Sm01,True
720575941486165645,73888350222284174,"[53521, 36229, 2479]",T4d,True
720575941486165901,73255099975697753,"[35888, 38908, 1444]",TmY4,True
720575941486171654,73325606158467107,"[37136, 41389, 1304]",,False
720575941486178882,73184456957350768,"[32790, 29034, 3660]",T1,True
720575941486180493,73255649597146568,"[35623, 55077, 873]",Tm20,True
720575941486189197,73325262628165881,"[38823, 30773, 1556]",Tm9,True
720575941486189776,73817775789567261,"[52550, 29358, 4318]",Dm3v,True
720575941486191312,74310700462020894,"[66976, 40847, 3818]",T2a,True
720575941486202253,74169413083084140,"[62410, 23301, 3096]",Tm1,True
720575941486212418,74029293667697466,"[58192, 41378, 1688]",Pm01,True
720575941486220610,73676900795312100,"[48359, 26386, 4094]",Dm15,True
720575941486226498,73958719033652021,"[55573, 35218, 2773]",Pm01,True
720575941486227974,73184662914587952,"[34297, 36657, 2939]",Sm12,True
720575941486230594,73818324672382373,"[51286, 45638, 780]",L5,True
720575941486234064,74169688028534806,"[61852, 32536, 3528]",T4c,True
720575941486236368,74028675594920785,"[57606, 24340, 3171]",,False
720575941486238349,72973418706317847,"[26863, 31338, 978]",Mi1,True
720575941486245382,73255512628351481,"[35321, 49796, 2808]",Tm8b,True
720575941486252496,74240056839544545,"[64848, 32163, 3680]",T4a,True
720575941486256525,73396043420737997,"[39224, 44014, 524]",,False
720575941486259778,73114225518344863,"[31626, 34384, 3300]",Mi1,True
720575941486261968,73536025733199895,"[44989, 20998, 3406]",Dm4,True
720575941486269446,73255580810900342,"[35263, 52436, 751]",Mi4,True
720575941486270214,74029156161381502,"[58997, 38768, 1345]",MTe53,True
720575941486273421,73324987884472514,"[38048, 23040, 2074]",Dm3p,True
720575941486277261,73254619073467203,"[36711, 24033, 1905]",L1,True
720575941486277382,73466481488342108,"[42034, 45995, 2821]",Tm20,True
720575941486278864,73747887074583801,"[49729, 44020, 369]",,False
720575941486279430,73114294036200285,"[32076, 36386, 2422]",TmY5a,True
720575941486279942,73044131248840133,"[28687, 41511, 1556]",T1,True
720575941486280454,73185006444959062,"[33271, 45534, 2708]",Tm25,True
720575941486282192,74240812284112866,"[64384, 54252, 1914]",T5c,True
720575941486284866,73888418874588342,"[55021, 37869, 2194]",Li06,True
720575941486286086,73325400268728412,"[37609, 35436, 2426]",Sm02,True
720575941486299910,73325880902448832,"[38882, 50721, 909]",Tm4,True
720575941486305542,73676968910660452,"[48465, 26936, 1758]",Dm3q,True
720575941486309382,73607424799637808,"[45973, 51986, 1553]",T2a,True
720575941486311746,73185006512147535,"[34456, 46449, 3003]",,False
720575941486313478,73606531916797376,"[45498, 26453, 3564]",,False
720575941486317574,73466550006703276,"[41579, 48480, 2116]",C3,True
720575941486323522,73677724488798204,"[48847, 49159, 283]",Tm3,True
720575941486342029,73958238399625609,"[56210, 22452, 4179]",L2,True
720575941486347014,73888212380389282,"[54864, 30912, 793]",Tm1,True
720575941486349264,74169825064658860,"[61593, 35013, 1916]",Pm03,True
720575941486357968,73817706801106543,"[52948, 28660, 3081]",,False
720575941486382544,74311250082970091,"[65854, 55516, 3078]",TmY20,True
720575941486386317,74239919065324430,"[64006, 27346, 2507]",L5,True
720575941486388034,74592449913952732,"[75026, 47935, 2267]",Li08,True
720575941486395600,74169413284912947,"[61650, 22803, 4061]",Tm21,True
720575941486404870,72974105968110938,"[27969, 51482, 1164]",L2,True
720575941486426765,73185075298440020,"[34408, 47632, 3160]",,False
720575941486431117,74098975619943924,"[60238, 21441, 3293]",,False
720575941486432006,73465794561860902,"[42777, 24955, 3845]",Mi1,True
720575941486434310,73818805977318456,"[53008, 60560, 1922]",T5c,True
720575941486440454,74029294003346537,"[57503, 41661, 3008]",T3,True
720575941486445965,73536437647780326,"[43464, 32887, 1989]",,False
720575941486453200,73185075164691715,"[33812, 48594, 2809]",Mi1,True
720575941486454790,73395837464127015,"[40250, 38640, 1472]",,False
720575941486471942,73254756713739523,"[35054, 26958, 2671]",Dm8b,True
720575941486501894,73254894220064307,"[36325, 31252, 3039]",Mi4,True
720575941486505424,73324987951668288,"[37668, 22866, 2357]",T1,True
720575941486516432,73606943629485565,"[46904, 38775, 1190]",,False
720575941486519504,73396318299137116,"[40668, 52588, 706]",,False
720575941486534352,74099525577168695,"[60668, 38069, 4087]",T5c,True
720575941486546384,73536918348672535,"[44212, 47520, 755]",TmY3,True
720575941486550992,74240056906551484,"[64051, 32318, 3890]",,False
720575941486557136,73606738276376601,"[45394, 31987, 4262]",Tm4,True
720575941486558416,73958788155867665,"[57325, 38897, 4329]",T4c,True
720575941486566096,73466824683814419,"[41453, 56473, 1531]",T4b,True
720575941486581200,73677518464973221,"[48377, 43746, 926]",,False
720575941486583760,73606738343392862,"[45122, 31307, 4482]",Mi15,True
720575941486586832,73536574616670368,"[43933, 38113, 240]",Dm6,True
720575941486595846,73536300543952862,"[43451, 29181, 3117]",Mi9,True
720575941486600198,73325262427062492,"[38125, 31734, 873]",Tm4,True
720575941486630285,73888625368162655,"[55037, 44576, 3337]",TmY14,True
720575941486634448,73888625167261958,"[54365, 44717, 2715]",T4a,True
720575941486640848,74169756881895477,"[63372, 33958, 3911]",T4d,True
720575941486641616,73747750575153466,"[50832, 39729, 3875]",T4c,True
720575941486642128,74240125626438297,"[65050, 33761, 4046]",T4c,True
720575941486694864,73466687445873674,"[42751, 51420, 2202]",Y3,True
720575941486695120,74028950271662425,"[58237, 31858, 2464]",T2,True
720575941486695632,73748230873649685,"[50065, 55112, 1187]",T3,True
720575941486697424,73326018274360182,"[36949, 54633, 684]",Mi9,True
720575941486703501,74100006277908016,"[59668, 52092, 2789]",TmY9q,True
720575941486705872,73818530965320251,"[51991, 52584, 1400]",T5b,True
720575941486754768,74239988120291377,"[63624, 30625, 3750]",T2,True
720575941486763472,73044543767578229,"[30384, 53549, 2542]",Tm16,True
720575941486764240,73606462593146241,"[45104, 23216, 1216]",,False
720575941486779789,73325400134365437,"[38891, 35271, 1860]",Sm32,True
720575941486811600,73114912511790116,"[31379, 54568, 2542]",Tm4,True
720575941486813702,73395493933753597,"[40286, 28664, 1680]",Dm3q,True
720575941486855942,73747612331357743,"[49372, 35445, 983]",Sm32,True
720575941486856912,73677930848901807,"[49087, 55421, 1175]",T2a,True
720575941486935874,74099662277314058,"[60595, 41165, 1057]",T2,True
720575941486968717,74381755930988326,"[69267, 59798, 1970]",LPi01,True
720575941486970576,74522012919525846,"[72646, 46323, 3867]",,False
720575941487004813,73043787584371386,"[30581, 32457, 1300]",R8,True
720575941487029766,74240743766005064,"[65173, 51621, 2695]",Li21,True
720575941487030022,74381000284924692,"[69231, 38564, 2882]",Li10,True
720575941487042882,74240193741542641,"[64266, 35225, 1593]",Dm12,True
720575941487053453,74029018588207743,"[58340, 34304, 980]",L3,True
720575941487074957,74169962234790180,"[61528, 39520, 919]",L5,True
720575941487079053,73676900257825332,"[48343, 24878, 1843]",L4,True
720575941487080077,73395768543127007,"[40548, 36515, 638]",L2,True
720575941487121549,73958238265845066,"[56195, 20597, 3820]",L2,True
720575941487124365,73255237749924107,"[35502, 42895, 2615]",Dm8b,True
720575941487163533,74028538089221137,"[59098, 19699, 3050]",R7,True
720575941487163714,73254619409220419,"[36663, 23728, 3280]",L1,True
720575941487166274,72973831559837268,"[27958, 44956, 2900]",L2,True
720575941487173442,73817706331379749,"[52059, 28104, 1302]",L2,True
720575941487174978,73043925560389235,"[30236, 35541, 3426]",L4,True
720575941487177282,73184525006188349,"[33064, 32767, 1266]",L3,True
720575941487178818,73254756378636086,"[35868, 27701, 1535]",L4,True
720575941487193154,73325262427213629,"[38280, 32617, 933]",L4,True
720575941487199298,73114431072808295,"[31346, 39618, 1009]",L4,True
720575941487204749,73325880768237264,"[37358, 49630, 392]",L4,True
720575941487206285,73255580743652316,"[35698, 51730, 428]",L1,True
720575941487224205,73817569563519221,"[51723, 23213, 3872]",R7,True
720575941487225485,74028606741282206,"[59354, 21576, 2681]",L1,True
720575941487226690,73325056470274699,"[37288, 26128, 1749]",L4,True
720575941487232262,72973831291418938,"[26744, 43886, 1872]",L1,True
720575941487244038,73817500575908428,"[51288, 20865, 2958]",L4,True
720575941487256838,73396043353977825,"[39780, 43633, 391]",L4,True
720575941487266701,73326018341229838,"[37389, 55224, 844]",L5,True
720575941487269442,73254688128406753,"[34921, 26400, 3154]",L2,True
720575941487269954,73255237212974272,"[35331, 41930, 545]",L4,True
720575941487278733,72903599986013851,"[26562, 47994, 1810]",L1,True
720575941487290178,73536643402965501,"[43176, 39946, 260]",MLt3,True
720575941487292368,73184593859722563,"[32790, 33337, 1714]",Mi2,True
720575941487296834,72973556614704526,"[28642, 35250, 2595]",R8,True
720575941487298114,73536300678591748,"[44765, 29740, 3788]",L5,True
720575941487304002,73888281234309500,"[54977, 32785, 1428]",,False
720575941487309008,73607081471146690,"[46723, 41910, 2743]",T2a,True
720575941487319693,73747407045290224,"[49914, 28685, 4285]",L3,True
720575941487329232,73184663115630367,"[32886, 34967, 3608]",Mi1,True
720575941487333328,73466687244087962,"[42064, 52304, 1281]",TmY5a,True
720575941487344080,73255512292138233,"[36365, 50183, 1289]",,False
720575941487369794,73677587050087732,"[47684, 46810, 372]",L4,True
720575941487384528,73114225048373995,"[31998, 34543, 1443]",Sm19,True
720575941487388422,73255580945243785,"[35017, 52515, 1277]",L5,True
720575941487392720,73184731231637615,"[33709, 37908, 1481]",TmY15,True
720575941487393542,73817637612256144,"[52747, 26416, 1429]",R8,True
720575941487395469,73325194311341141,"[36994, 30106, 3085]",Tm1,True
720575941487396102,73607287025126667,"[45997, 47838, 277]",L1,True
720575941487396304,73043925023454978,"[29468, 35149, 1362]",,False
720575941487401101,73818530831366688,"[52620, 52180, 992]",T2,True
720575941487411152,73185006243790038,"[34014, 45776, 2012]",Tm27,True
720575941487411920,73255237750173084,"[35767, 41692, 2707]",,False
720575941487416205,73817844039202425,"[51704, 31985, 2498]",,False
720575941487430352,73677999904208734,"[48064, 57632, 2536]",Y1,True
720575941487434448,73255443841631339,"[35416, 48351, 2502]",MC64,False
720575941487457798,73958443954534012,"[57085, 27885, 2042]",L5,True
720575941487474829,73537124774949540,"[44115, 54048, 1564]",Pm04,True
720575941487497936,73325949688825975,"[37494, 53114, 1082]",,False
720575941487514320,74029088046374433,"[57648, 34949, 3829]",C3,True
