root_id,supervoxel_id,position
720575941509914066,73184800555120475,"[34172, 39708, 3800]"
720575941509945810,73607081068133875,"[46815, 41279, 1080]"
720575941509979009,74099044473287758,"[60201, 23867, 3676]"
720575941509982930,73395356628648037,"[40725, 23686, 2061]"
720575941510005520,72973899742476144,"[28628, 45081, 906]"
720575941510068690,73606806861668463,"[45426, 33442, 3764]"
720575941510075090,73677450416139852,"[48061, 41567, 3333]"
720575941510163841,74170031021257138,"[62788, 41483, 1026]"
720575941510174480,73044269023874696,"[29620, 45938, 3035]"
720575941510195472,73677381092901377,"[47276, 39353, 1100]"
720575941510222608,74521669188366439,"[71685, 34997, 3528]"
720575941510392848,73606600635684730,"[45610, 27318, 3349]"
720575941510399248,73325675482354317,"[38489, 44345, 3775]"
720575941510603474,73395906116417919,"[40386, 40851, 1179]"
720575941510737874,73255443774528391,"[35930, 47470, 2253]"
720575941510749394,73325469055207521,"[37371, 37771, 2641]"
720575941510945234,73466069104395447,"[42048, 32786, 2564]"
720575941510952402,73326156048724487,"[37655, 57646, 1903]"
720575941510963922,73326018408276274,"[37936, 55009, 1081]"
720575941510982610,73044475047793410,"[29067, 52985, 2411]"
720575941511239122,73044199834326043,"[30618, 44258, 1116]"
720575941511240976,73606874775805778,"[46509, 36484, 676]"
720575941511322128,73958856070034530,"[55538, 40681, 1261]"
720575941511381458,74239919199360636,"[63502, 27566, 2938]"
720575941511382032,73043787719113373,"[29448, 31196, 2006]"
720575941511430928,73676900190888121,"[48004, 24671, 1648]"
720575941511435792,73676832008259654,"[47702, 22934, 3688]"
720575941511514128,73395425751413969,"[40595, 25764, 3831]"
720575941511751696,73185281389759611,"[33409, 53627, 2935]"
720575941511778064,74310974601145823,"[66916, 47966, 949]"
720575941511804944,74169550388286922,"[62269, 27528, 2761]"
720575941511879756,73958512941939653,"[55990, 29403, 2880]"
720575941511890448,73677244459225003,"[47118, 35839, 4167]"
720575941511903820,74239919266417905,"[64886, 26782, 3177]"
720575941511914256,73184800554695791,"[33860, 40507, 3645]"
720575941511946962,74028950070416483,"[57745, 32240, 1724]"
720575941512021580,73747200417327261,"[49474, 24442, 2559]"
720575941512034002,73184593658506236,"[33795, 34035, 980]"
720575941512040464,73465931196282712,"[41277, 29818, 991]"
720575941512051788,73958444490996962,"[56419, 27904, 3929]"
720575941512088140,73817706935511131,"[52488, 27500, 3670]"
720575941512117970,73677449611255397,"[48661, 40984, 426]"
720575941512118738,73536987000427294,"[44137, 49859, 271]"
720575941512139852,73958787618451637,"[56610, 38846, 2080]"
720575941512142924,74240674643549448,"[64347, 50664, 1047]"
720575941512145996,74029843490369646,"[59274, 59105, 1854]"
720575941512150288,73466343378503232,"[41904, 42544, 331]"
720575941512198353,74169824930756229,"[63115, 36428, 1523]"
720575941512202961,73747269337570943,"[49916, 26395, 3133]"
720575941512213969,74099112924157982,"[60187, 26174, 2588]"
720575941512312529,74592519103029556,"[74082, 49537, 4008]"
720575941512315345,74169550723728092,"[62198, 28518, 4007]"
720575941512327633,73254893951226778,"[36369, 31808, 1859]"
720575941512378322,72973487425756761,"[27813, 33743, 928]"
720575941512421842,74169756412505684,"[61612, 34047, 2255]"
720575941512426316,73466137488842955,"[42478, 35932, 1468]"
720575941512447820,73607081135318719,"[45521, 42557, 1363]"
720575941512451025,73466687110304115,"[42221, 51434, 920]"
720575941512464716,73607012348720325,"[46241, 39270, 1096]"
720575941512490194,73888006759233308,"[53670, 25796, 3038]"
720575941512492497,73325194580104091,"[38553, 30647, 4260]"
720575941512497362,73466069171724387,"[42925, 33308, 2900]"
720575941512511052,73818393324975195,"[52512, 49117, 606]"
720575941512520145,73748162020088786,"[49450, 52150, 725]"
720575941512525010,73537055921191397,"[44198, 51372, 1030]"
720575941512527058,74522081505283842,"[72948, 48114, 3535]"
720575941512569042,73395769348187960,"[39972, 35381, 3605]"
720575941512600786,74099044272173186,"[60562, 23750, 2994]"
720575941512622802,73255305999545026,"[35395, 43487, 802]"
720575941512626642,73888762337968032,"[53670, 49110, 1768]"
720575941512779218,73326087060974456,"[37265, 55356, 958]"
720575941513142092,73325537573250020,"[37070, 40253, 1831]"
720575941513155395,74803762439170557,"[80269, 53519, 2809]"
720575941513179857,73395768946094053,"[40196, 35295, 2276]"
720575941513200707,73958238332865187,"[56874, 21623, 4042]"
720575941513203523,74169344564874139,"[62077, 21471, 3853]"
720575941513256401,73185075164658149,"[33402, 47851, 2796]"
720575941513257548,73325194311580877,"[38227, 30530, 3178]"
720575941513257937,73114775072623418,"[30852, 50799, 2457]"
720575941513271619,74733599651514151,"[79440, 59568, 1986]"
720575941513281891,74733324840763815,"[78309, 52365, 2090]"
720575941513288515,73747544148784382,"[50777, 33166, 3030]"
720575941513296460,73677175605557944,"[47624, 34373, 3654]"
720575941513329219,73959131417208731,"[56335, 48381, 2874]"
720575941513353681,74029499557694091,"[57896, 48170, 755]"
720575941513379907,73887869387317469,"[53438, 20759, 3258]"
720575941513395523,74169756345292186,"[63199, 32874, 1969]"
720575941513416268,73114843657668040,"[32069, 52411, 1873]"
720575941513439441,73325469323570706,"[38227, 38546, 3639]"
720575941513448515,74028675393500283,"[59126, 23836, 2368]"
720575941513527884,73888487661298249,"[54218, 40761, 2503]"
720575941513529667,74169825131893105,"[61908, 36802, 2222]"
720575941513566975,73536231354872981,"[43776, 26710, 1379]"
720575941513651921,73465793891396632,"[42686, 26588, 1455]"
720575941513736913,73325812316931174,"[36968, 49070, 1314]"
720575941513751249,73254756378145117,"[36209, 27679, 1379]"
720575941513752131,73606668885880231,"[46606, 30113, 1734]"
720575941513773411,74240262528041702,"[65001, 38082, 1819]"
720575941513777996,73114087877935991,"[31973, 29849, 2497]"
720575941513851651,74099250698836187,"[59784, 30276, 3934]"
720575941513859427,74099250363317359,"[59858, 30296, 2664]"
720575941513875555,73747269471730510,"[49207, 26495, 3628]"
720575941513876483,74099181643621116,"[61070, 28498, 2579]"
720575941513878083,73677038099431085,"[48448, 29764, 3387]"
720575941513901155,73747544148626843,"[50140, 33226, 2972]"
720575941513909859,73887732015585532,"[53888, 17504, 3526]"
720575941513928195,73747200416449975,"[50814, 23029, 2304]"
720575941513942627,74029018722912211,"[57621, 34323, 1525]"
720575941513951491,74169550522638974,"[61957, 26829, 3319]"
720575941513952867,74099044540202392,"[61176, 22812, 3858]"
720575941513965132,73395356696291975,"[39231, 22705, 2508]"
720575941514040154,74099387600886492,"[61064, 33980, 1893]"
720575941514088185,74099112991830753,"[60738, 25543, 3056]"
720575941514130425,74099181576766757,"[60488, 28227, 2414]"
720575941514144858,73818050331666116,"[52664, 38466, 2949]"
720575941514146297,73958512740789831,"[56915, 29666, 2175]"
720575941514153827,73607355879003478,"[46346, 49380, 852]"
720575941514156643,73607218440402322,"[46745, 46484, 978]"
720575941514175993,74029019461130630,"[59356, 33271, 4332]"
720575941514178403,73607218440160426,"[46143, 45159, 887]"
720575941514187354,73536163105487044,"[44468, 24781, 3297]"
720575941514192474,74169413016398341,"[62875, 22579, 3010]"
720575941514221658,74029362185431514,"[59323, 44613, 778]"
720575941514239747,73607493318245572,"[46784, 53850, 952]"
720575941514244601,74662956164069854,"[77238, 51318, 2487]"
720575941514265434,74099319485307448,"[60108, 31300, 4150]"
720575941514270042,74240193741502323,"[64165, 35021, 1579]"
720575941514272602,74240193741487370,"[64993, 36290, 1573]"
720575941514272761,74239850480131988,"[63541, 25227, 3033]"
720575941514301699,73466412299443780,"[42631, 43850, 1144]"
720575941514302979,73395905915207001,"[40106, 39648, 465]"
720575941514305795,73607424598316204,"[46989, 52791, 790]"
720575941514344401,73606943495072624,"[46741, 38081, 614]"
720575941514376657,73114087810540094,"[32210, 29876, 2125]"
720575941514411267,73607493251216302,"[45919, 55015, 759]"
720575941514416377,73958375167492358,"[56895, 26252, 1625]"
720575941514445667,74663024749158372,"[77032, 53588, 1912]"
720575941514478033,73254688128438264,"[35784, 26073, 3169]"
720575941514507729,73607080866979578,"[45723, 42703, 363]"
720575941514507985,73606600903945026,"[46158, 27690, 4353]"
720575941514522188,73184525006003463,"[33171, 32603, 1207]"
720575941514531674,73466343579867378,"[42320, 42522, 1110]"
720575941514539523,74240263199155946,"[64774, 38892, 4364]"
720575941514554970,73747544417146714,"[50948, 33594, 4024]"
720575941514564940,73184250194841959,"[34271, 24139, 1427]"
720575941514571098,73747887141914668,"[50296, 44468, 631]"
720575941514578937,73325057074089780,"[37408, 26336, 3989]"
720575941514580729,73466138159805874,"[41209, 35668, 3990]"
720575941514610522,73677793342626214,"[48014, 53081, 839]"
720575941514612473,73607012214913919,"[45210, 40375, 745]"
720575941514648908,73325743329086041,"[38523, 46224, 324]"
720575941514694803,73888213252922963,"[55141, 31212, 4202]"
720575941514725329,74521943932188527,"[72391, 43248, 3062]"
720575941514726979,74592381059790876,"[75056, 46854, 1583]"
720575941514737873,73184594128071942,"[33925, 33415, 2709]"
720575941514777923,73466755963880190,"[42523, 54763, 1376]"
720575941514789443,73255375390246966,"[35353, 45367, 3404]"
720575941514809667,73254825232157503,"[36487, 28968, 2005]"
720575941514868985,73255306335078626,"[36589, 43794, 2066]"
720575941514882769,73185006578894535,"[33751, 45712, 3129]"
720575941514911891,73817706398826683,"[52546, 28653, 1688]"
720575941514914195,73747269538814525,"[49903, 26560, 3863]"
720575941514932371,73747406911185683,"[50596, 29474, 3809]"
720575941514940881,73466000653393804,"[41516, 32181, 3599]"
720575941514998163,74169481735391187,"[62191, 26606, 2829]"
720575941515021009,73747681184930492,"[49867, 37610, 1439]"
720575941515022033,73747612331260797,"[49593, 36142, 938]"
720575941515066833,72974243608417912,"[27267, 55848, 2006]"
720575941515079633,73817981276907534,"[52251, 35359, 1748]"
720575941515083331,74029568276940898,"[58133, 49820, 668]"
720575941515086289,73465863013417937,"[41458, 28495, 2945]"
720575941515087459,73536918348536210,"[43300, 47950, 700]"
720575941515101905,74028744180392431,"[58574, 24779, 2735]"
720575941515102929,74169481668820144,"[62625, 25076, 2766]"
720575941515110097,73958512941860247,"[56613, 29209, 2843]"
720575941515127884,73395631573707990,"[39799, 31113, 2334]"
720575941515136076,73466549671385170,"[41513, 47702, 929]"
720575941515138636,73325056939697359,"[38249, 25808, 3421]"
720575941515202403,73184869140303966,"[34272, 41884, 3262]"
720575941515210083,73184594128135750,"[33923, 34658, 2743]"
720575941515226065,73747406642722152,"[50871, 30131, 2769]"
720575941515257235,73325194244467031,"[37267, 29046, 2924]"
720575941515308497,73747956264258295,"[49327, 45108, 2242]"
720575941515312337,73888349886420057,"[55167, 36086, 1080]"
720575941515313617,73325812316896077,"[37109, 48947, 1303]"
720575941515313754,73325057007097783,"[38096, 25636, 3787]"
720575941515344643,73114912444089038,"[31259, 53835, 2074]"
720575941515377667,73606875111369008,"[45849, 35029, 1969]"
720575941515386970,73606875446645937,"[45166, 35454, 3146]"
720575941515432794,73254688061236215,"[35249, 24896, 2882]"
720575941515447043,73255237817032216,"[36315, 41276, 2882]"
720575941515463683,73888487325638529,"[55032, 39125, 1181]"
720575941515470851,74098906833203099,"[61377, 19239, 2975]"
720575941515474937,73606944434833759,"[45518, 37317, 4298]"
720575941515477497,73114362688348647,"[31629, 38439, 2094]"
720575941515505242,73325606494311912,"[37512, 42207, 2691]"
720575941515512579,74099318747017243,"[60907, 31475, 1294]"
720575941515528953,73325812652627393,"[37117, 47391, 2655]"
720575941515557369,73255237817525653,"[34932, 42766, 3058]"
720575941515617017,74592381127431888,"[74123, 46601, 2038]"
720575941515646969,73114706420079851,"[31251, 48436, 2649]"
720575941515658074,73747818757826786,"[49465, 42899, 1851]"
720575941515659610,73114088012165407,"[31453, 29707, 3007]"
720575941515716442,73958581996999587,"[55380, 32592, 4166]"
720575941515738435,73747749702702257,"[49267, 39553, 533]"
720575941515738714,73325056470013376,"[38231, 25853, 1656]"
720575941515819587,73466686975871106,"[42533, 51976, 336]"
720575941515821379,73185005907847154,"[33709, 46612, 581]"
720575941515824707,73536231287718021,"[43146, 28123, 1113]"
720575941515860803,73395905847781251,"[40913, 40540, 203]"
720575941515864922,73395425214472204,"[39291, 25603, 1761]"
720575941515873529,74240125021928666,"[64612, 33422, 1555]"
720575941515959875,73044062999075510,"[29312, 39613, 3332]"
720575941516007491,73466824952334319,"[41596, 56649, 2550]"
720575941516169107,73466000519180420,"[41073, 31530, 3092]"
720575941516201875,73536712324500525,"[44011, 41309, 1275]"
720575941516259651,73395769415631440,"[39626, 35220, 3995]"
720575941516261443,73888006423650425,"[53547, 25417, 1745]"
720575941516298051,73465863080471689,"[41073, 27153, 3179]"
720575941516298563,73677312440393089,"[48668, 38229, 1303]"
720575941516333891,73465931665645322,"[41156, 28954, 2637]"
720575941516354707,73255306670625776,"[35719, 43563, 3355]"
720575941516373507,73536094050317669,"[44753, 22718, 1970]"
720575941516405827,73747681185153600,"[50088, 37091, 1523]"
720575941516409235,73114843389258563,"[31933, 51269, 869]"
720575941516414019,73114224846810922,"[32359, 34047, 572]"
720575941516422915,73606737470811752,"[45098, 32476, 1098]"
720575941516433667,73114156328898783,"[32686, 31156, 1437]"
720575941516447379,73818255885910001,"[52146, 44203, 562]"
720575941516459587,73958100893273498,"[56253, 18040, 3840]"
720575941516475139,73536918213915321,"[43935, 47815, 192]"
720575941516478787,73818530830637973,"[52830, 51624, 768]"
720575941516493923,73325124988378725,"[37969, 28602, 972]"
720575941516528275,73466000183686701,"[41691, 32068, 1827]"
720575941516536323,73536643403626960,"[44536, 39922, 483]"
720575941516537859,73114088012418397,"[31338, 29392, 3071]"
720575941516539139,73325880768179759,"[38445, 49465, 369]"
720575941516583514,74380725206078536,"[68043, 29767, 2269]"
720575941516604250,73465725440466643,"[42192, 23742, 2515]"
720575941516608323,74662887779879641,"[76257, 49611, 3670]"
720575941516619923,74240194480263071,"[63695, 35845, 4590]"
720575941516628371,73607562037586570,"[46231, 56509, 917]"
720575941516638298,74099112722837861,"[59653, 26480, 1814]"
720575941516639578,73958443820127992,"[55627, 28350, 1449]"
720575941516654339,73747544484081868,"[49311, 34687, 4219]"
720575941516718073,73606737470925059,"[45741, 31325, 1141]"
720575941516724729,73817707070113553,"[51835, 26820, 4328]"
720575941516733539,73536163239734297,"[43246, 24589, 3820]"
720575941516833795,73184456152071600,"[33813, 29706, 640]"
720575941516835833,73817500777486236,"[51612, 21890, 3817]"
720575941516845049,73324988086408012,"[38677, 23941, 3049]"
720575941516850067,73044062261571411,"[30501, 40948, 764]"
720575941516865795,73184730895575044,"[33291, 37116, 235]"
720575941516899331,73536574952033537,"[43735, 37854, 1301]"
720575941516915715,73747475362111820,"[49223, 31114, 2737]"
720575941516935683,73044475047969232,"[29895, 52217, 2477]"
720575941516937987,74099250497897173,"[60814, 29830, 3310]"
720575941516942595,73536575623545066,"[44520, 37550, 4021]"
720575941517021945,73184937725496193,"[34173, 44478, 2721]"
720575941517025529,74592381663990951,"[73929, 45152, 3976]"
720575941517035667,73606944099390780,"[45269, 37141, 3034]"
720575941517036387,73676969447002344,"[48748, 27606, 3605]"
720575941517068131,74240812351410516,"[64785, 55017, 2241]"
720575941517080492,73888693416954182,"[55078, 46679, 919]"
720575941517109338,73747338124370523,"[50213, 26932, 3472]"
720575941517110371,73677038233856929,"[47654, 29635, 3966]"
720575941517118892,73747407044637036,"[50964, 29092, 4098]"
720575941517119916,73747269605901287,"[49932, 25874, 4118]"
720575941517134691,73395906586072708,"[39132, 40260, 2934]"
720575941517136483,73958513277666689,"[56650, 30135, 4219]"
720575941517145187,73817500642857318,"[53149, 21152, 3148]"
720575941517152172,74029087576365058,"[58928, 36828, 1946]"
720575941517197049,73817982014958469,"[52548, 35131, 4521]"
720575941517207130,73958581326239812,"[56393, 31425, 1732]"
720575941517208154,73677038099389584,"[47227, 29142, 3372]"
720575941517233580,74169756345148354,"[62864, 33163, 1916]"
720575941517240154,73818118648367057,"[51601, 39893, 1355]"
720575941517243226,73958443886988242,"[56213, 27586, 1622]"
720575941517274072,73184731298625020,"[34580, 38132, 1699]"
720575941517304410,74098975619975948,"[60978, 20821, 3297]"
720575941517321818,73606531983704907,"[46630, 26358, 3750]"
720575941517325305,73396043353732484,"[40906, 43018, 298]"
720575941517350905,73958787216190345,"[56911, 37313, 691]"
720575941517355610,73395974835845491,"[40754, 42974, 1165]"
720575941517357402,74311249747550837,"[67202, 56411, 1839]"
720575941517363160,74170031021886775,"[63397, 41683, 1198]"
720575941517367801,74169344497635330,"[62184, 21916, 3586]"
720575941517369593,73817432192129475,"[51696, 20144, 4278]"
720575941517372076,73606256904095200,"[47042, 17935, 3001]"
720575941517373018,73747612599430062,"[51052, 36704, 1858]"
720575941517380195,73254687994716692,"[35731, 24736, 2813]"
720575941517388281,72832750205959379,"[24201, 34473, 1991]"
720575941517393145,73537055921511674,"[43443, 52822, 1138]"
720575941517394860,73536575623457357,"[43821, 38452, 3990]"
720575941517399000,73747062910645992,"[50400, 19248, 2096]"
720575941517401337,74239850547043247,"[64473, 25945, 3210]"
720575941517429976,73606531715216619,"[45880, 25166, 2698]"
720575941517431000,74099182113707220,"[60228, 28613, 4504]"
720575941517436588,73607355745106836,"[46688, 50670, 462]"
720575941517444499,73114431072582093,"[31311, 39766, 920]"
720575941517453459,73184250261946032,"[33328, 24242, 1601]"
720575941517495768,74098975753720649,"[59849, 22369, 3641]"
720575941517519064,74029568277019536,"[58723, 49165, 697]"
720575941517531283,74169756344910322,"[62685, 34679, 1830]"
720575941517534611,73184663183163881,"[34695, 36562, 4029]"
720575941517714030,74311387119385818,"[65591, 59985, 1697]"
720575941517850734,74099387533622780,"[60143, 34340, 1560]"
720575941517863790,73817363203883127,"[51484, 17587, 3121]"
720575941517956462,74380999882767244,"[67840, 37184, 1519]"
720575941517965016,73747474959617105,"[50973, 32213, 1263]"
720575941517966296,74803693652585889,"[81295, 52581, 2548]"
720575941517967576,73959130813673134,"[55469, 47619, 747]"
720575941518011027,73043787382917927,"[30386, 31246, 672]"
720575941518027667,73606944367717044,"[45416, 38127, 4014]"
720575941518033299,73958581997408382,"[57091, 32402, 4314]"
720575941518058200,73044337676081552,"[29124, 48465, 2714]"
720575941518134126,73396249646413397,"[40464, 50804, 833]"
720575941518135150,73536368794005889,"[44064, 32667, 1448]"
720575941518176110,73536574683792498,"[44624, 38176, 333]"
720575941518202003,73958719234560124,"[55349, 36840, 3383]"
720575941518206611,73959405758241165,"[55571, 56212, 898]"
720575941518210195,73607424665191421,"[45938, 51214, 1039]"
720575941518218643,73537124573779487,"[43019, 54002, 859]"
720575941518220691,73255030987499528,"[36152, 35703, 321]"
720575941518253678,73817844508568428,"[51971, 31988, 4145]"
720575941518261164,74239850614219273,"[65296, 25053, 3497]"
720575941518267564,73395769013197682,"[40095, 35565, 2535]"
720575941518288019,73958375570117319,"[56962, 25874, 3132]"
720575941518317228,73255443572692007,"[36562, 48305, 1298]"
720575941518338476,73395563190109123,"[39524, 29931, 3737]"
720575941518424236,73184800487688800,"[33153, 39306, 3424]"
720575941518498988,73395631506802675,"[39650, 31301, 2150]"
720575941518553004,73395494135186201,"[39563, 27668, 2491]"
720575941518557100,74099868704282846,"[61146, 47807, 2109]"
720575941518621100,74803624932833455,"[80262, 49632, 2460]"
720575941518710232,73184800084822527,"[33781, 40948, 1803]"
720575941518897836,74099181979573235,"[60636, 27271, 4009]"
720575941518904536,73326087127634804,"[38847, 55733, 1040]"
720575941518908782,73254825500162102,"[36256, 30617, 2874]"
720575941518942168,73185212670166494,"[34432, 51687, 2862]"
720575941518954094,73396112274538567,"[39141, 47051, 1069]"
720575941519015022,73184594463614388,"[34611, 33620, 3995]"
720575941519099864,74240743497472249,"[63554, 52734, 1637]"
720575941519137134,73255237816996492,"[35327, 42635, 2862]"
720575941519145582,74310493900588623,"[66888, 34152, 2155]"
720575941519164014,73958787619027225,"[56720, 38410, 2294]"
720575941519313331,74029568277023914,"[57377, 50518, 696]"
720575941519320942,73254962335260556,"[35801, 34278, 619]"
720575941519368115,73817775789092447,"[52477, 29033, 4140]"
720575941519423923,74240262394245791,"[64341, 37018, 1466]"
720575941519439799,74239782028695051,"[65132, 23697, 3916]"
720575941519513523,74310356663014219,"[65742, 28920, 2943]"
720575941519623607,73325125457660769,"[38487, 27269, 2583]"
720575941519651756,73747200819758594,"[50445, 23652, 4033]"
720575941519654323,73255169365885728,"[35727, 40320, 3865]"
720575941519675575,73396455737682911,"[39952, 56080, 726]"
720575941519679404,73185005841030056,"[33928, 46166, 432]"
720575941519694508,73747200819948365,"[49731, 24202, 4090]"
720575941519697068,73395905982336820,"[40861, 40159, 720]"
720575941519705271,73606669623584510,"[46222, 29507, 4366]"
720575941519711148,73676694635996547,"[47264, 19542, 3840]"
720575941519723443,73607218708527057,"[46088, 45413, 1878]"
720575941519739820,73395906854325084,"[40192, 39263, 3898]"
720575941519774647,74029362924127472,"[58353, 44572, 3776]"
720575941519781555,73818050667189464,"[51376, 37352, 4205]"
720575941519789235,73255306671106690,"[35756, 44836, 3531]"
720575941519801260,73184456286416171,"[33846, 29792, 1146]"
720575941519870647,73747269673105931,"[49888, 25872, 4418]"
720575941519895468,73114843859133333,"[31547, 52661, 2683]"
720575941519985836,74803762237569630,"[80237, 53430, 1930]"
720575941519987672,73255443572854221,"[35103, 48075, 1354]"
720575941519989208,73324988220083841,"[38336, 23116, 3372]"
720575941520009900,74733324974996854,"[79841, 53096, 2608]"
720575941520045016,73747063380404895,"[50643, 19355, 3887]"
720575941520115160,73114156933038336,"[30977, 31072, 3813]"
720575941520134316,73958238332908806,"[55534, 21308, 4056]"
720575941520226926,73958788021476001,"[55902, 36936, 3759]"
720575941520252076,73185006310428066,"[33802, 46349, 2083]"
720575941520253868,73606669019768186,"[46760, 30013, 2115]"
720575941520281516,74170306101121690,"[62272, 49357, 1969]"
720575941520283308,73043719133984264,"[30561, 30484, 2553]"
720575941520344236,73958581930112484,"[55730, 32141, 3987]"
720575941520346540,74451300377104296,"[70514, 36650, 3276]"
720575941520436908,73958238467020894,"[56896, 21552, 4523]"
720575941520443575,73466000653742195,"[42176, 32610, 3728]"
720575941520481971,73114019426465094,"[32601, 28600, 3362]"
720575941520508087,74803693518199187,"[80391, 53183, 1977]"
720575941520518323,73184937322950434,"[34300, 43262, 1223]"
720575941520546008,73325400671335398,"[38786, 36853, 3946]"
720575941520553688,73326155981801934,"[37168, 57588, 1721]"
720575941520566744,73888624965875157,"[54466, 44909, 1934]"
720575941520589235,73395700293250732,"[39856, 34055, 2362]"
720575941520641715,73606944300734202,"[46434, 38041, 3802]"
720575941520653747,73254688128231152,"[34840, 26496, 3090]"
720575941520672728,73325400671531073,"[38074, 35555, 4019]"
720575941520673902,73254825433452215,"[36074, 29838, 2755]"
720575941520701038,74310150840100252,"[66015, 23457, 4223]"
720575941520713688,73607287092504930,"[45391, 47114, 627]"
720575941520715992,73395425751210818,"[39118, 26328, 3761]"
720575941520724696,73817706197321718,"[51587, 27986, 997]"
720575941520740718,73395768878903387,"[39575, 36667, 1989]"
720575941520743863,73606669422440901,"[47103, 29512, 3667]"
720575941520747886,73817775588173351,"[51922, 30032, 3528]"
720575941520760759,73887800331929306,"[54457, 20064, 1984]"
720575941520774071,73255168762208105,"[35175, 40105, 1669]"
720575941520811886,73325468786721559,"[38058, 37799, 1597]"
720575941520835251,73044131517668974,"[30331, 42288, 2723]"
720575941520872627,73185006444900495,"[33206, 46356, 2695]"
720575941520914798,74380999949642672,"[68791, 36982, 1685]"
720575941520950195,73185075231668684,"[32819, 48170, 3025]"
720575941520991192,73747269136739172,"[51046, 26138, 2545]"
720575941521075895,73606600837246259,"[46399, 26685, 4200]"
720575941521080755,73536163105011048,"[43806, 24898, 3120]"
720575941521158323,73958718631301628,"[55872, 36218, 1274]"
720575941521242359,74240056504006130,"[63517, 30844, 2382]"
720575941521262839,74451300511369196,"[71475, 36206, 3799]"
720575941521421303,73888143929243691,"[53832, 30409, 1817]"
720575941521449651,73113950371500955,"[31860, 25270, 2102]"
720575941521461239,74099524906032675,"[60639, 37059, 1517]"
720575941521698231,73184937188531334,"[33797, 44819, 644]"
720575941521723639,73466068836267774,"[42432, 34157, 1652]"
720575941521723895,73395699756765597,"[40914, 33751, 439]"
720575941521734071,73888006490356701,"[54337, 25072, 1846]"
720575941521744375,74099525576720849,"[61305, 36874, 3924]"
720575941521746615,73324988019233120,"[38341, 24306, 2779]"
720575941521757687,73325675415197743,"[37534, 44939, 3502]"
720575941521836279,73677175404541473,"[47112, 33292, 3008]"
720575941521870071,73395494202376670,"[39637, 26898, 2787]"
720575941521874355,73747475227423848,"[49185, 31660, 2055]"
720575941521874611,73817569362766101,"[51776, 24318, 3314]"
720575941521997747,73395356494927310,"[40479, 23216, 1734]"
720575941521999539,73184250262022326,"[34097, 23580, 1638]"
720575941522024883,73254687725675000,"[36798, 24767, 1586]"
720575941522148791,73676831471180316,"[47450, 23353, 1560]"
720575941522249399,73958787417670931,"[55457, 38110, 1512]"
720575941522249911,73395425348666741,"[40636, 24778, 2259]"
720575941522259639,74451712760901604,"[69695, 48520, 3457]"
720575941522261431,73747474959270971,"[50682, 32712, 1134]"
720575941522267063,74169482138377577,"[63192, 26117, 4486]"
720575941522284363,74451574986148289,"[69658, 43808, 2096]"
720575941522286923,74239781827724379,"[65008, 23898, 3276]"
720575941522325835,74098975552519082,"[61381, 20908, 2922]"
720575941522331319,73466068903560684,"[41358, 33525, 1974]"
720575941522375351,73255100646511201,"[35660, 37153, 3895]"
720575941522400435,73748162086937487,"[49413, 51968, 891]"
720575941522461111,73466206275099991,"[41270, 37808, 1607]"
720575941522467511,74028606607030781,"[58476, 21440, 2141]"
720575941522484555,74381618559223063,"[68067, 56998, 2231]"
720575941522503499,73818118514392035,"[52222, 40576, 941]"
720575941522581067,74099593624961144,"[61323, 39371, 1317]"
720575941522581579,73747406844091338,"[50451, 30061, 3559]"
720575941522592183,73888144600683767,"[54000, 30014, 4509]"
720575941522605235,73326018341773599,"[38045, 54306, 1020]"
720575941522606771,74099319082780204,"[60478, 31441, 2658]"
720575941522617931,73395838135031575,"[39066, 37305, 3969]"
720575941522626739,73606875648063701,"[46988, 36384, 3952]"
720575941522628019,73607150525672703,"[45779, 43096, 3861]"
720575941522628531,74099250497897211,"[60955, 29902, 3306]"
720575941522629299,73677724556476573,"[48791, 49940, 748]"
720575941522631859,73888144399491084,"[54615, 29843, 3791]"
720575941522670071,73255031927020416,"[36475, 35693, 3898]"
720575941522670327,73184594463232063,"[34048, 33145, 3855]"
720575941522703351,73185006579156439,"[32950, 45538, 3221]"
720575941522728627,74099387332072905,"[60160, 33599, 977]"
720575941522730743,73184731298757058,"[33432, 38428, 1743]"
720575941522744055,73255237817061278,"[35688, 42980, 2893]"
720575941522767947,73465862610659643,"[42872, 27302, 1369]"
720575941522783479,73184800487837756,"[32846, 39321, 3476]"
720575941522820683,73465931397186157,"[42970, 29646, 1609]"
720575941522843639,73396318433334846,"[39342, 52840, 1207]"
720575941522849015,73817981276575857,"[51703, 35371, 1626]"
720575941522864563,73888281972517396,"[54467, 33417, 4237]"
720575941522889291,73537193293359344,"[44682, 55604, 901]"
720575941522918903,74169413419145523,"[63143, 24028, 4571]"
720575941522971211,74028606808407665,"[57982, 21335, 2946]"
720575941523001931,73677037563047745,"[47855, 29656, 1496]"
720575941523002699,73888693349805658,"[54743, 47022, 657]"
720575941523510347,73255100110099794,"[36334, 38528, 2016]"
720575941523535179,73396112341930145,"[39570, 45402, 1434]"
720575941523607627,73607081202850616,"[45166, 41169, 1771]"
720575941523733579,73114843657874639,"[32135, 51783, 1950]"
720575941523815415,73748093165724726,"[49375, 50968, 229]"
720575941523816439,73536094520199933,"[44364, 22592, 3795]"
720575941523824459,73255580944933497,"[35541, 51871, 1190]"
