root_id,supervoxel_id,position
720575941413225364,73677930848737815,"[48028, 55539, 1111]"
720575941413671057,73395631641279097,"[39388, 31671, 2764]"
720575941413699183,73255031189049905,"[35648, 36160, 1158]"
720575941413774703,73888487325813691,"[55184, 38978, 1246]"
720575941413777809,73185143682992606,"[32845, 50043, 2047]"
720575941413779567,73043650212682031,"[28820, 28078, 1642]"
720575941413783407,73395700159189001,"[40690, 33828, 1905]"
720575941413792145,73255443706926515,"[36234, 48273, 1820]"
720575941413827732,73254894287091036,"[36214, 31110, 3253]"
720575941413882991,73114087945231090,"[32112, 29367, 2812]"
720575941413889425,73114706420201996,"[32249, 48161, 2697]"
720575941413924241,73114774602893745,"[30835, 50484, 697]"
720575941413927828,73396043555443256,"[38962, 44548, 1210]"
720575941413939089,73606875245717132,"[46127, 34936, 2528]"
720575941413943188,74169962436612086,"[61645, 40792, 1702]"
720575941413948564,74028881484866605,"[59102, 30140, 2134]"
720575941413965969,73747613136702782,"[50052, 35810, 4054]"
720575941413968785,73396318903079844,"[39467, 51456, 3000]"
720575941414000020,73325949621902235,"[37477, 51594, 895]"
720575941414098287,72902981645223572,"[25241, 30656, 2502]"
720575941414130065,73818256221765233,"[52376, 43694, 1959]"
720575941414162577,73536438251545285,"[44890, 33175, 4224]"
720575941414184084,73114774736701236,"[32106, 50441, 1043]"
720575941414207380,73114569115469378,"[32301, 44746, 3209]"
720575941414220948,73114294372069546,"[32242, 35145, 3825]"
720575941414224788,73255581347235580,"[34817, 51672, 2588]"
720575941414271636,73818119386793568,"[51654, 40511, 4273]"
720575941414409361,73043581627337927,"[30704, 25193, 2101]"
720575941414906001,73254687591497422,"[35081, 26402, 1087]"
720575941414926364,73817500374787419,"[53073, 22178, 2268]"
720575941414938769,73465656787625382,"[42574, 21035, 2607]"
720575941415018897,73536505964622070,"[43561, 34824, 467]"
720575941415027857,73887938173698215,"[54549, 22977, 3441]"
720575941415030300,74169824997893403,"[62190, 35751, 1789]"
720575941415081617,73114224981178312,"[30863, 33473, 1156]"
720575941415130769,73043719133548499,"[30546, 29875, 2394]"
720575941415164049,73536368659659980,"[44984, 30848, 904]"
720575941415192348,73536644409965066,"[43621, 39169, 4216]"
720575941415207060,73184937255438729,"[33333, 43610, 818]"
720575941415218580,73114087542032202,"[31306, 29638, 1074]"
720575941415262748,73747475764427038,"[50689, 32203, 4160]"
720575941415285652,73254893750139587,"[35032, 30742, 1169]"
720575941415288980,73676832142220918,"[48279, 23677, 4117]"
720575941415291164,73536163172129566,"[43056, 25754, 3381]"
720575941415357332,73817774984212159,"[52191, 30244, 1220]"
720575941415460241,73114499859467532,"[32052, 42672, 1270]"
720575941415540369,74028675796625321,"[57640, 24398, 4080]"
720575941415591313,74028744381434378,"[59309, 26089, 3411]"
720575941415666068,73114431408269400,"[32613, 39408, 2251]"
720575941415670929,73255512225224389,"[36534, 49763, 1111]"
720575941415672209,73606944434584323,"[45737, 37775, 4207]"
720575941415700628,73747475361779921,"[50636, 32182, 2615]"
720575941415721105,74028950741561489,"[57508, 32715, 4311]"
720575941415728785,73043718730792203,"[29778, 29001, 924]"
720575941415748244,73747818556495306,"[50541, 41346, 1086]"
720575941415759764,73958444423796577,"[56745, 27630, 3640]"
720575941415760532,74381343546910299,"[68593, 47833, 1648]"
720575941415763345,73747406978190083,"[49636, 29805, 4041]"
720575941415779729,73114087743254178,"[32128, 30359, 1797]"
720575941415804820,73817913228465718,"[52666, 33784, 4295]"
720575941416058396,73395769013265687,"[39200, 34880, 2559]"
720575941416172060,73184868603514769,"[33137, 41213, 1248]"
720575941416178716,73255237682831006,"[34919, 42573, 2365]"
720575941416193564,73325400671240775,"[38132, 36372, 3912]"
720575941416354076,73114774535503270,"[31649, 49231, 321]"
720575941416354844,73114912243474803,"[31871, 53483, 1530]"
720575941416382748,73185143883384546,"[33673, 50581, 2562]"
720575941416451356,74451781278780677,"[71208, 50132, 2596]"
720575941416579356,73184387701422960,"[34025, 28369, 1760]"
720575941416903964,74029156161523778,"[58519, 38144, 1401]"
720575941417252636,73676900795178228,"[49001, 24609, 4071]"
720575941417259548,74028744650038623,"[58199, 25571, 4495]"
720575941417365020,73536437379001515,"[44001, 32858, 846]"
720575941417568284,74239919467943580,"[64339, 28576, 4016]"
720575941417732124,73747406575637881,"[49726, 29440, 2533]"
720575941417732380,73677244459108069,"[47730, 35327, 4117]"
720575941417749020,73818393324904567,"[52663, 47144, 586]"
720575941417839900,73536506836862976,"[43609, 35982, 3726]"
720575941417852188,73325949688717262,"[38284, 52735, 1045]"
720575941417922076,73888144466261071,"[54985, 29089, 3917]"
720575941417931804,73536368659438089,"[44552, 31942, 820]"
720575941417935900,73676969312526604,"[48563, 26772, 3073]"
720575941417952540,74029430905127289,"[58130, 46583, 854]"
720575941425786452,73958856002526241,"[56205, 39324, 855]"
720575941425872980,74170169265704033,"[61493, 45664, 4106]"
720575941425908564,74028812832339138,"[57928, 27622, 2331]"
720575941425950804,74240193808746932,"[64831, 36087, 1893]"
720575941425975636,74099113125456649,"[60347, 26544, 3345]"
720575941426000212,73255306469722502,"[36405, 43832, 2735]"
720575941426036052,74099387533682930,"[60201, 34171, 1585]"
720575941426101844,74028813302571150,"[59301, 27490, 4295]"
720575941426265684,73254824896105825,"[34980, 30672, 544]"
720575941426277972,73395563324341118,"[39676, 30232, 4259]"
720575941426278740,73607355946012038,"[46579, 49545, 1061]"
