root_id,supervoxel_id,position,type
720575941551643647,73184662847601362,"[32981, 36582, 2721]",TmY9q
720575941551650559,73114774602779306,"[32544, 49647, 656]",Tm3
720575941551663871,73114706285662105,"[31634, 47882, 2058]",Mi10
720575941551666431,73325949756112068,"[37512, 52300, 1400]",Tm8b
720575941551672831,73044337608730065,"[29109, 47443, 2375]",Tm2
720575941551684607,73184456688940423,"[34629, 29980, 2638]",Dm10
720575941551685887,73185281255540876,"[33696, 54372, 2387]",TmY16
720575941551687167,73677037898258230,"[48280, 30423, 2665]",Sm07
720575941551690239,73254825768846248,"[36377, 29912, 3992]",T1
720575941551694079,73396318768477045,"[40612, 52569, 2335]",T3
720575941551705855,74592450316498340,"[75138, 48179, 3776]",Li10
720575941551770759,73607287428105129,"[45212, 47993, 1920]",T4b
720575941551771015,73677724892033094,"[48151, 49337, 2027]",Y3
720575941551781511,74170237918157054,"[61953, 47600, 3881]",T5c
720575941551788935,73888556313300720,"[53257, 42341, 2110]",T5d
720575941551799039,73184869207262048,"[33009, 42903, 3458]",C2
720575941551804807,74028538290154898,"[58260, 19868, 3677]",T1
720575941551811207,73747956129868781,"[50587, 46577, 1673]",T4c
720575941551816703,73254687860096249,"[36748, 24642, 2181]",Lawf1
720575941551818239,73606874910085552,"[46215, 35647, 1216]",L5
720575941551823495,73958719368737562,"[56931, 35362, 3866]",T2
720575941551831295,73536575220437187,"[43821, 37729, 2312]",TmY5a
720575941551832199,74240605924634650,"[64501, 47242, 1250]",T4c
720575941551854079,74028812966962145,"[59116, 26901, 2992]",C2
720575941551870855,74311180894013816,"[66632, 53841, 1391]",T5a
720575941551897223,73607287361219111,"[46643, 48568, 1739]",Pm11
720575941551900734,73395768946000307,"[39180, 35676, 2242]",Dm8b
720575941551920519,74452055888304946,"[70625, 58074, 1593]",T5d
720575941551920775,73888625301515343,"[53377, 43532, 3249]",Y3
720575941551937342,74733187402191664,"[78081, 47864, 2235]",Li05
720575941551938815,73818118513957270,"[53170, 40445, 784]",Tm1
720575941551943998,73466343445895010,"[41154, 42604, 687]",Dm3v
720575941551945351,73677037763797017,"[47640, 30421, 2065]",Dm11
720575941551965319,73817637746401149,"[51333, 25764, 1923]",Dm10
720575941551982727,73747063112664688,"[49230, 20087, 3064]",L3
720575941551983239,74170305966626107,"[63062, 50771, 1358]",T5c
720575941551983422,73254825567198962,"[35347, 30263, 3101]",TmY4
720575941551984775,73888349819645629,"[54004, 36676, 951]",Mi4
720575941551991175,74029019192487467,"[59273, 33202, 3251]",T4d
720575941551998782,73254756780712694,"[35075, 27385, 2886]",Tm3
720575941552001671,74592449913996506,"[75414, 47287, 2283]",Li10
720575941552006535,73888419210321282,"[54144, 36892, 3556]",T4d
720575941552020103,74169825064511713,"[62372, 35184, 1867]",MTe54
720575941552024967,73888281234057274,"[54115, 33905, 1338]",Tm16
720575941552025735,74803556213653996,"[79949, 49133, 2550]",LMa1
720575941552031111,73747474959143382,"[50545, 31373, 1085]",Tm3
720575941552032135,74099388070543020,"[59644, 34810, 3634]",T4b
720575941552032391,74099388070795387,"[60523, 34204, 3725]",T4a
720575941552041863,73888488197636729,"[54940, 39733, 4363]",T3
720575941552042046,73114705950644654,"[32496, 47641, 986]",Mi4
720575941552047934,73114637700726965,"[32735, 45533, 2694]",Sm08
720575941552048958,73044474779391749,"[30447, 51649, 1405]",Dm3q
720575941552053822,73677793544213070,"[48202, 51318, 1710]",Y3
720575941552056638,73044268419763622,"[30652, 46385, 675]",TmY5a
720575941552076059,72973831224843782,"[27502, 43135, 1791]",Tm3
720575941552077374,73044337340513300,"[30545, 47865, 1427]",Tm2
720575941552081982,73255237481370198,"[35644, 41205, 1550]",Mi13
720575941552088382,73114293901912109,"[31901, 35324, 1888]",Tm21
720575941552093502,73044337676048539,"[29572, 48650, 2700]",Tm2
720575941552095515,73325675347857469,"[37837, 43302, 3157]",Mi1
720575941552099355,73185143883851811,"[34796, 49856, 2701]",Mi1
720575941552108571,74311387119570860,"[66087, 60887, 1784]",T5b
720575941552121115,73888968361749553,"[53606, 53957, 1091]",T2a
720575941552126270,73255305999510028,"[35740, 43568, 783]",Tm4
720575941552127003,74170305966703270,"[61765, 50497, 1386]",T5a
720575941552130075,73044269023761502,"[29730, 45900, 3001]",Tm1
720575941552135707,73677862397581427,"[47402, 53377, 2085]",Tlp1
720575941552142107,73677381697214773,"[48680, 39869, 3523]",T4a
720575941552152894,73325537439616816,"[37177, 38924, 1533]",Mi14
720575941552153115,73818256624057958,"[52508, 43564, 3358]",T5c
720575941552155710,73044130980779883,"[29584, 42019, 667]",Lawf1
720575941552157211,74170375155933564,"[61456, 51508, 3175]",Tm4
720575941552160283,73958718966494162,"[55779, 36002, 2489]",Tm2
720575941552168987,74240881003841567,"[64543, 56418, 2011]",Y12
720575941552207166,73184800487446201,"[33524, 38991, 3337]",Tm1
720575941552208446,73325675348001970,"[37086, 43318, 3210]",Sm07
720575941552210750,73536162635748243,"[43842, 26383, 1512]",Mi1
720575941552214299,73958787953946681,"[55579, 37791, 3346]",Tm3
720575941552218430,73325469189866140,"[37186, 37901, 3320]",TmY5a
720575941552226331,73888349953940660,"[55045, 35930, 1487]",MTe02
720575941552230655,73887869319830367,"[53326, 21671, 2864]",Tm21
720575941552244798,73184731566870842,"[32803, 38634, 2643]",TmY9q
720575941552245054,73114431542604456,"[30913, 40191, 2808]",Tm1
720575941552245531,73817637813281186,"[53190, 25027, 2091]",Tm2
720575941552245787,74099388137660662,"[60280, 34674, 3887]",C2
720575941552262535,73536712794015163,"[44225, 41841, 2981]",T3
720575941552270654,73255512225517690,"[36846, 49671, 1215]",Sm02
720575941552279431,73325262292965756,"[38253, 31548, 406]",Tm3
720575941552283163,73606532050482027,"[46263, 24625, 3883]",Tm3
720575941552287111,73536781781520098,"[43222, 45008, 3858]",T2
720575941552287259,73748300062898454,"[51078, 55782, 2976]",T4d
720575941552290878,73114774938299964,"[32289, 50522, 1905]",Dm2
720575941552291390,74029362521104037,"[57371, 43764, 2098]",Li06
720575941552292158,73255512493514294,"[35900, 50177, 2080]",TmY5a
720575941552298523,73817638350620110,"[52173, 25050, 4321]",Mi1
720575941552299326,73044543565748096,"[29778, 54500, 1581]",Tm2
720575941552301118,73255580878036405,"[36034, 52298, 1014]",Tm20
720575941552306715,74240056839535906,"[65117, 31932, 3683]",T4a
720575941552309895,73395631976389082,"[39799, 32288, 3883]",Tm9
720575941552310846,73044337542083784,"[30192, 48890, 2286]",Tm9
720575941552311687,73888349752630322,"[53521, 36067, 730]",R8
720575941552313662,73536231690470296,"[43403, 26888, 2685]",Dm8a
720575941552314395,74029431576633977,"[58574, 46389, 3566]",Tm5f
720575941552315454,74169688094997469,"[63067, 31778, 3586]",T2a
720575941552315710,73536987336565328,"[44363, 50933, 1765]",T2a
720575941552316990,73466549940045116,"[42777, 48074, 2026]",C3
720575941552319111,73466343579789040,"[42089, 42740, 1078]",Dm2
720575941552322587,73747269471665566,"[51044, 26276, 3599]",Mi9
720575941552325255,73396387421135967,"[40308, 53992, 2182]",T4c
720575941552325438,73254963140359672,"[36067, 33764, 3605]",TmY3
720575941552325915,73465725574698596,"[42525, 22919, 3038]",Tm21
720575941552326279,73466687446080455,"[41745, 51233, 2278]",T4c
720575941552345918,73466481287459814,"[42592, 46913, 2201]",T3
720575941552347710,73606668886022347,"[45846, 29769, 1784]",Tm4
720575941552352154,74240743497337884,"[63745, 52817, 1590]",T5d
720575941552355355,74169550320796364,"[61621, 28245, 2367]",Mi9
720575941552364862,73466550141018524,"[42680, 48809, 2670]",T2a
720575941552368282,73255168963366115,"[36384, 40486, 2379]",Tm5f
720575941552371079,73396456274629241,"[40688, 56192, 2640]",T3
720575941552371457,73959062630928529,"[56153, 46698, 2726]",T5b
720575941552375194,74240812217091455,"[64644, 54638, 1696]",T5a
720575941552377242,73888693685627379,"[54000, 46865, 2039]",T5a
720575941552379015,74169893851320693,"[62896, 37050, 2211]",T3
720575941552380058,73325881506478722,"[37399, 50709, 3218]",T4c
720575941552380826,73185143346638107,"[32928, 50884, 521]",Dm18
720575941552381850,73607149586407991,"[45305, 43991, 367]",Lawf2
720575941552383130,73677931251469078,"[47888, 56221, 2655]",T4a
720575941552396935,73818187636358422,"[51831, 43002, 2415]",T5c
720575941552397191,73747887678502551,"[50336, 44061, 2575]",T5a
720575941552401562,73607493452305790,"[46011, 55067, 1401]",T4c
720575941552402433,73677450282365786,"[47384, 41492, 2984]",T4b
720575941552404737,73607218775680344,"[46135, 45119, 2162]",T4b
720575941552407687,73396456140345580,"[39386, 55732, 2087]",T4b
720575941552408455,73466893738200764,"[41440, 58096, 2608]",T2a
720575941552410010,74170443674517029,"[62202, 53850, 2551]",T5a
720575941552411931,74239987717832908,"[63638, 29937, 2296]",Mi4
720575941552415642,74170375223007315,"[63176, 51327, 3411]",T5a
720575941552416922,74099937692377732,"[61012, 50659, 3201]",T5d
720575941552426375,73537193628883026,"[44723, 56840, 2151]",T5a
720575941552433799,74381549571364962,"[67955, 53580, 1238]",Tm27
720575941552435847,73747406978048133,"[49336, 30100, 3977]",Tm9
720575941552444314,74169481870223829,"[63434, 25388, 3567]",Mi4
720575941552454298,73888006960527682,"[54980, 24700, 3790]",Mi9
720575941552457626,74240537271677944,"[63554, 46492, 1302]",T4a
720575941552459674,73958787685519781,"[56034, 37211, 2327]",T4a
720575941552463258,73958375771814344,"[56442, 25656, 4045]",Tm9
720575941552467335,73677725294620835,"[49120, 50640, 3523]",T5c
720575941552467591,73677794014243969,"[48784, 52048, 3578]",T5d
720575941552478087,73396250250646190,"[40597, 49574, 3208]",T4b
720575941552479515,74028675662130754,"[59352, 22959, 3469]",Tm20
720575941552480391,73958718966399749,"[56414, 36666, 2455]",T2
720575941552481415,73466481555695426,"[42530, 46354, 3157]",T4b
720575941552490495,73254619275130210,"[36039, 24215, 2802]",Dm1
720575941552491007,73255580743704127,"[36085, 52113, 455]",Dm18
720575941552492167,74169688028671833,"[63306, 31721, 3569]",T3
720575941552492862,73818325209473601,"[52543, 45568, 2908]",Y3
720575941552493959,74240606058613558,"[64536, 48948, 1674]",T3
720575941552496026,73747131764840176,"[49338, 20553, 2777]",T1
720575941552496775,73748299727005660,"[50109, 56665, 1571]",LPi04
720575941552497031,73958993643206148,"[56987, 43199, 1767]",T5a
720575941552500763,73396043622443641,"[40748, 43365, 1424]",Mi1
720575941552505918,74381481589957658,"[69546, 52420, 3990]",T3
720575941552511386,74240125357483006,"[64690, 33425, 2832]",T2
720575941552512391,74029568478468151,"[59125, 49537, 1422]",T4c
720575941552524827,73536368928171693,"[43253, 31511, 1948]",Dm2
720575941552531739,73607218708756302,"[45465, 46323, 1966]",T2a
720575941552543898,73536094385852842,"[44475, 23285, 3236]",Tm3
720575941552545563,73677793275184261,"[48683, 51822, 514]",Mi10
720575941552546075,73396249579152088,"[39395, 50150, 518]",Dm10
720575941552549274,73676968910367802,"[47711, 28644, 1645]",Tm25
720575941552550298,73676900257874618,"[47945, 26454, 1860]",Mi9
720575941552551707,73607150190213740,"[45496, 44371, 2595]",T4d
720575941552557851,73254962335084187,"[35296, 34544, 553]",Tm20
720575941552559258,73888281368663724,"[53879, 33146, 1997]",Tm5f
720575941552564890,73676900459371578,"[47915, 24930, 2689]",Tm4
720575941552569498,73747200349821161,"[50334, 23740, 2164]",Tm3
720575941552572039,73043925291739307,"[29660, 35232, 2320]",T1
720575941552574491,73396249512427969,"[39720, 50000, 397]",Dm3q
720575941552578202,73817569228076498,"[53128, 24174, 2623]",Tm9
720575941552580762,74029156966618136,"[59322, 38102, 4392]",T4c
720575941552589595,73325538110390437,"[38797, 39037, 3983]",Mi13
720575941552590079,73254825701422176,"[35392, 28897, 3619]",L4
720575941552591131,73677381630030197,"[47122, 40495, 3242]",T4a
720575941552591678,73959337576210746,"[56136, 55107, 3063]",LPC2
720575941552597019,74170443674428373,"[61753, 54219, 2526]",TmY20
720575941552597146,74381549571144370,"[68660, 54045, 1161]",T5d
720575941552606106,73888075746714819,"[54472, 28459, 3897]",Mi13
720575941552608666,73889105733328609,"[55184, 57632, 1006]",T3
720575941552609563,73747819362185460,"[49426, 41279, 4306]",T4c
720575941552612250,73888007027405639,"[53822, 25812, 3956]",Mi2
720575941552613147,74100006277247285,"[59437, 52197, 2563]",T2
720575941552613915,73747681789121760,"[50372, 38645, 3818]",T2
720575941552618267,73888350221991762,"[55080, 35401, 2368]",C3
720575941552619775,73044062462764071,"[30282, 39884, 1481]",R7
720575941552620827,73888418874610210,"[53482, 38381, 2201]",T4b
720575941552635546,73817569295610469,"[52257, 22872, 3046]",Tm21
720575941552641178,73958719369315405,"[55562, 36196, 4080]",T3
720575941552643738,74311249882344170,"[66800, 56226, 2555]",T5d
720575941552643994,73606531916400432,"[46806, 25808, 3417]",TmY10
720575941552652606,74240056638570595,"[64156, 31975, 3030]",T4a
720575941552659354,73747407045154987,"[50555, 29516, 4227]",Dm3v
720575941552660890,73677037562923118,"[48548, 29021, 1461]",Dm3q
720575941552672666,74311180894153183,"[66086, 53430, 1430]",T5c
720575941552678143,73255443371369609,"[36782, 47763, 529]",L3
720575941552678554,74100006008987697,"[59803, 52838, 1591]",Y4
720575941552688702,74311250083021257,"[67470, 56937, 3088]",LPC2
720575941552732955,73677312306251747,"[48921, 37352, 819]",Dm3p
720575941552736255,73536300678470066,"[43181, 30528, 3742]",L5
720575941552743066,74169619510509402,"[62781, 29777, 4334]",DmDRA1
720575941552755483,73396387421191293,"[39836, 54886, 2210]",T4d
720575941552760218,74240743497324178,"[63886, 52376, 1581]",T5b
720575941552761883,73677794014167266,"[47232, 51904, 3539]",T4d
720575941552770587,73888556582097600,"[55208, 41102, 3268]",T5b
720575941552771994,74662749871369104,"[76499, 45429, 1951]",LCe03
720575941552772123,73818187166746666,"[51779, 42299, 673]",Mi4
720575941552778523,73958787954223558,"[56454, 38470, 3457]",T5b
720575941552781567,73325056738220905,"[38493, 25588, 2590]",R7
720575941552787457,74240881137299790,"[65356, 55494, 2304]",T5c
720575941552790043,73326155981435066,"[37554, 57825, 1588]",T4b
720575941552798207,73325331146330342,"[38906, 32788, 794]",L4
720575941552804351,73887869588275012,"[54227, 21675, 3895]",L4
720575941552877083,74311387186604930,"[66295, 60496, 1874]",LPi04
720575941552918555,73043787785970717,"[30268, 31801, 2171]",T1
720575941552920603,73114294237330523,"[31079, 35561, 3121]",Tm3
720575941552949184,73466549536950409,"[41238, 48665, 336]",L3
720575941552956826,73466480884597015,"[41199, 46965, 593]",Tm9
720575941552959642,73185349907992998,"[34464, 56976, 2160]",C3
720575941552965530,73254894018706075,"[35266, 32663, 2256]",Dm3q
720575941552973466,73395768811410387,"[39508, 36683, 1591]",Mi13
720575941552974746,73747887410588463,"[51166, 43636, 1728]",C3
720575941552975239,73254894287053071,"[36377, 31115, 3241]",Mi9
720575941552999834,73536300745697209,"[44298, 30076, 4040]",Tm1
720575941553008794,73677312239584992,"[47696, 38422, 743]",Mi9
720575941553009306,73747749770112668,"[49152, 40279, 907]",Mi13
720575941553019271,73254962536464288,"[35565, 33630, 1332]",Dm3p
720575941553027719,73254619006165789,"[35118, 24099, 1574]",Mi1
720575941553054362,73607356080568962,"[45232, 50463, 1699]",T4d
720575941553054855,73114225316826424,"[32620, 33164, 2472]",Tm21
720575941553058202,73958787618750939,"[55909, 37359, 2190]",C2
720575941553064583,73325331683404167,"[37691, 33964, 2917]",Mi13
720575941553073306,74029294204755745,"[59371, 41892, 3805]",T5d
720575941553073562,73747818758160929,"[50459, 40961, 1975]",T2a
720575941553075610,74170168527631238,"[62920, 45546, 1337]",T4b
720575941553078426,73958925392901541,"[56160, 41045, 3350]",T5a
720575941553089434,73677381227364639,"[47728, 39876, 1700]",T2a
720575941553096346,73466825085771229,"[42547, 56141, 2827]",T4a
720575941553099418,73676831404362875,"[48111, 23806, 1411]",Tm9
720575941553101569,74029294204644804,"[58600, 42302, 3767]",T5c
720575941553111809,73465725238722762,"[41430, 24408, 1592]",Dm20
720575941553112147,74733325109491055,"[77876, 52317, 3232]",Li02
720575941553119231,74028950003428000,"[57651, 31502, 1506]",Tm2
720575941553125889,73818050264673110,"[51460, 38589, 2728]",T4a
720575941553127937,73677656105068983,"[48537, 48894, 1624]",T4d
720575941553129473,73325331616262743,"[38022, 33926, 2642]",TmY3
720575941553135617,73466618927906851,"[41172, 50019, 3050]",T4b
720575941553136641,74029225484962140,"[58302, 39600, 3692]",T5a
720575941553136794,73677587922488763,"[47345, 45216, 3679]",T5d
720575941553140479,73606325556467616,"[46974, 20194, 2581]",Dm3v
720575941553143297,74028812899632075,"[57792, 27067, 2657]",Tm1
720575941553147393,73889106001903012,"[53894, 58106, 1818]",T4b
720575941553171847,73044200102752327,"[29825, 43928, 2138]",Dm2
720575941553179391,73255100378396573,"[34905, 38903, 2995]",Tm5d
720575941553187207,73325468652542985,"[37586, 38120, 1105]",Tm9
720575941553188095,73677312373743378,"[47584, 38594, 1221]",Tm16
720575941553190401,73676969312952776,"[47651, 27390, 3166]",Tm20
720575941553197210,73748299525627003,"[49608, 55872, 823]",C3
720575941553201543,73114156664655775,"[32551, 31915, 2799]",Tm3
720575941553203354,73958719167972153,"[56590, 36713, 3314]",T5a
720575941553209343,73184731768422784,"[32945, 38823, 3502]",Tm2
720575941553209627,74451987169342366,"[71464, 55788, 1780]",Y4
720575941553210522,73396250250740995,"[39832, 49471, 3249]",T4b
720575941553211271,72973899876893255,"[28310, 46180, 1452]",Mi15
720575941553212159,74098975821151543,"[59635, 21814, 4019]",L4
720575941553213697,73888350356368157,"[53714, 35635, 2948]",Pm01
720575941553213951,73465862812007251,"[41879, 27772, 2145]",Tm20
720575941553216960,73536918348475571,"[43995, 48223, 683]",L5
720575941553217793,74028675460991791,"[57846, 22572, 2764]",TmY3
720575941553222913,74381618424947264,"[69615, 56433, 1710]",T5d
720575941553224193,74452055955276065,"[70529, 57622, 1799]",T5a
720575941553227418,73396318366374520,"[39031, 52433, 1009]",Dm2
720575941553231495,73466000250732580,"[42198, 31760, 2064]",Tm4
720575941553244673,73818119386708620,"[52567, 40072, 4238]",T4b
720575941553250951,73185143749340067,"[32927, 50214, 2075]",Tm5b
720575941553255815,73114431609533261,"[31477, 39818, 3006]",Dm3q
720575941553260954,74310631540835597,"[67262, 38371, 2916]",LCe01b
720575941553263359,74029225418220184,"[57784, 39493, 3578]",T5a
720575941553271175,73114637700866272,"[31085, 45210, 2746]",Tm1
720575941553277850,73888625099882737,"[53561, 44981, 2362]",T5d
720575941553278463,73607493452110355,"[47001, 55016, 1331]",T4c
720575941553279111,73044337675782563,"[29511, 48381, 2607]",Tm3
720575941553279999,73536437647620442,"[44862, 33858, 1935]",Sm15
720575941553281690,73043856371085335,"[30122, 33908, 1618]",T1
720575941553285438,73184318981403795,"[32985, 25569, 1547]",R7
720575941553287559,73607287360701253,"[46752, 48617, 1554]",C3
720575941553287935,73887731881276990,"[53484, 18207, 3014]",Tm9
720575941553291777,74100006344378254,"[59966, 52771, 2823]",Tm20
720575941553292799,74240881138093556,"[64161, 55563, 2526]",Tm9
720575941553294079,73817638283382653,"[51794, 24897, 4012]",Tm3
720575941553295871,73536987470473662,"[43120, 49994, 2170]",T3
720575941553297663,73676831941271721,"[48305, 23324, 3484]",Tm3
720575941553300030,73325880768314655,"[37326, 49165, 417]",L2
720575941553302273,73959200002827873,"[57119, 50209, 2489]",T5c
720575941553306686,73747131965623972,"[50896, 21224, 3346]",L4
720575941553314183,73747543880161274,"[50882, 33388, 1941]",TmY14
720575941553314561,74240743429974161,"[65320, 52549, 1283]",T5c
720575941553318718,73536987470200935,"[44363, 49694, 2072]",T3
720575941553319423,73114568444231902,"[32596, 43885, 597]",L5
720575941553323547,73254825500643082,"[36627, 29850, 3047]",Mi4
720575941553325959,73185075231588958,"[32858, 48282, 2993]",Tm3
720575941553344318,73676763154727861,"[47444, 20514, 3235]",L4
720575941553344990,73395631170977584,"[39808, 32497, 780]",L5
720575941553347226,73114294103112673,"[32196, 35675, 2604]",Dm15
720575941553348863,73677106281898285,"[48435, 31389, 1283]",Dm3p
720575941553351742,73887869521260299,"[53392, 20996, 3669]",L4
720575941553351963,73114087810411500,"[31662, 29463, 2076]",TmY3
720575941553353471,73606738142031571,"[45811, 31030, 3705]",Dm8b
720575941553353607,73959200271260388,"[56839, 50825, 3501]",LPi10
720575941553356799,73395494202371750,"[39532, 27439, 2772]",TmY4
720575941553357567,73114225518180278,"[31969, 33159, 3244]",TmY5a
720575941553357630,73255305865304170,"[36691, 44194, 271]",Mi9
720575941553358398,73536918751161796,"[43383, 48223, 2222]",T4b
720575941553360641,73043856572823302,"[30473, 32927, 2533]",Tm3
720575941553361470,74169756144007264,"[61740, 32938, 1259]",R7
720575941553366529,74029019527669219,"[57961, 33245, 4385]",C2
720575941553368833,73958719234615380,"[55998, 35290, 3401]",T4a
720575941553370879,73255100445289198,"[35164, 38460, 3162]",L5
720575941553373695,73043787718675242,"[29516, 32152, 1841]",Sm09
720575941553374465,74099594296074034,"[59461, 40708, 3883]",T5b
720575941553376257,73747750575304631,"[50699, 40076, 3930]",T4c
720575941553378305,74169618973372763,"[63285, 30348, 2184]",Tm2
720575941553381119,73255443573178575,"[35920, 48072, 1477]",Tm5b
720575941553383167,74029706387046790,"[59178, 54869, 3148]",Tlp4
720575941553394689,74029362857085331,"[58119, 44756, 3540]",T5c
720575941553395201,74029362857124579,"[58170, 44678, 3550]",T5a
720575941553398271,74662818724919287,"[76186, 48009, 2424]",LMa1
720575941553404222,73465999848637941,"[42477, 32645, 735]",L1
720575941553410587,73114156664359731,"[31469, 30722, 2686]",Dm15
720575941553416219,73466137824099932,"[42361, 36121, 2648]",TmY16
720575941553420606,74028881283331641,"[58984, 30473, 1287]",T1
720575941553429639,73466206006862385,"[41968, 38022, 667]",Tm3
720575941553448705,73887937837848167,"[53607, 23622, 2054]",Mi4
720575941553485851,73043993743133153,"[29780, 36921, 1430]",Lawf1
720575941553490177,74240331046173203,"[63505, 40850, 1080]",Pm05
720575941553491995,73255443573241626,"[34935, 48882, 1496]",Mi2
720575941553500039,74451918919210697,"[71348, 53656, 3413]",Li15
720575941553520641,74099937289809026,"[60610, 50459, 1701]",T5c
720575941553524993,74099318814306797,"[61021, 30931, 1612]",Tm2
720575941553530367,73114362956717412,"[31898, 37683, 3092]",Dm10
720575941553532699,73184800085613839,"[33832, 40955, 2042]",TmY3
720575941553538131,73677519002007978,"[48423, 43700, 3047]",Y3
720575941553545043,73537056055613600,"[44398, 52811, 1609]",T4c
720575941553546523,73114363091519353,"[32529, 37015, 3824]",Dm11
720575941553548883,73958719301437627,"[55668, 36312, 3584]",T4c
720575941553562707,74170031827061594,"[62204, 41579, 4223]",T5c
720575941553567059,73818050264426181,"[52426, 38687, 2635]",T4a
720575941553574683,74170374552289227,"[63301, 51675, 987]",T4d
720575941553577299,73677656105307416,"[47800, 48184, 1710]",T4a
720575941553584383,73607149653136370,"[45700, 44255, 515]",Tm3
720575941553586003,73536987403250375,"[44016, 50087, 1860]",T4a
720575941553586687,73606600031862195,"[45770, 27683, 1097]",Dm3q
720575941553588563,73747750575419321,"[49828, 40510, 3976]",T4d
720575941553600339,74028675729384382,"[58109, 22802, 3779]",Tm2
720575941553609607,74803762237715451,"[80332, 55232, 1985]",Li10
720575941553612371,73747818892038412,"[49765, 41217, 2376]",T4c
720575941553618715,73677175203361011,"[47682, 34235, 2286]",TmY5a
720575941553620507,73184731701471276,"[33049, 36978, 3303]",Tm4
720575941553636097,74099456790420773,"[59999, 35288, 3777]",T5b
720575941553642753,73396318298880810,"[39348, 52115, 614]",Tm3
720575941553652051,73747200551178839,"[50463, 23481, 2953]",Tm4
720575941553662491,74522081438095520,"[72236, 48393, 3241]",Li05
720575941553665025,73466274860468323,"[41950, 39008, 1139]",Tm7
720575941553674835,73677449812237378,"[47780, 41459, 1046]",Sm20
720575941553675547,73466206677608172,"[41583, 37362, 3087]",Tm21
720575941553675777,73325194580230194,"[38528, 29184, 4303]",Mi1
720575941553678675,74662750005685664,"[75821, 46935, 2511]",LC13
720575941553687379,74099525577214904,"[60759, 37843, 4083]",T5d
720575941553695233,73606807062661178,"[45139, 34179, 4405]",Tm2
720575941553698587,73185212200712217,"[33776, 51965, 1175]",TmY3
720575941553699355,73536506837137671,"[43997, 36375, 3829]",Mi1
720575941553701147,73395425213992837,"[40434, 25082, 1581]",Tm27
720575941553705755,73184800554581157,"[34043, 39305, 3607]",Tm2
720575941553706779,73396456073717924,"[39723, 55575, 2007]",T3
720575941553716993,73255375457154765,"[36784, 46576, 3597]",T1
720575941553717275,73325262292837274,"[37024, 31408, 353]",TmY5a
720575941553721601,73606874843087149,"[45140, 34910, 1000]",Tm2
720575941553723475,74592449980997003,"[74674, 47857, 2503]",Li11
720575941553732691,74029019058540912,"[58741, 34601, 2808]",T4c
720575941553733915,73465931330520032,"[42821, 30595, 1507]",Tm3
720575941553746003,73747269136491734,"[49465, 24944, 2454]",Tm2
720575941553748225,73395906048928319,"[40740, 39189, 792]",Mi4
720575941553750867,74099112790502288,"[59776, 26051, 2284]",Tm4
720575941553755731,73817844106151832,"[52819, 31606, 2694]",TmY31
720575941553757011,73536231555993739,"[43932, 28188, 2071]",Tm2
720575941553769278,73677106751826221,"[47161, 31962, 3128]",Tm8a
720575941553769534,73255305932981376,"[36425, 44133, 738]",Mi4
720575941553770323,74099594363402069,"[60048, 39256, 4219]",T5b
720575941553773139,74240537271699751,"[64421, 46629, 1304]",T3
720575941553777747,73747269002372412,"[50769, 25485, 1981]",Dm15
720575941553780542,73817569295414080,"[51769, 23140, 2970]",Mi4
720575941553789758,74028744649694622,"[58764, 26203, 4360]",Tm4
720575941553789779,74028813369278544,"[57354, 28001, 4400]",Tm9
720575941553790465,73747749703058061,"[50777, 40118, 670]",Tm3
720575941553792318,73818324605702239,"[53222, 45961, 680]",Tm1
720575941553794075,73888349819649525,"[54985, 35097, 949]",R7
720575941553796414,73888006423622410,"[55097, 25750, 1739]",Mi15
720575941553800961,73396387421413651,"[40244, 53626, 2287]",T4a
720575941553803091,74240743430453208,"[63580, 51585, 1418]",T5c
720575941553803803,73395562787376845,"[40238, 28977, 2169]",Mi4
720575941553804545,73888281703774377,"[54406, 33049, 3110]",T2
720575941553806163,74170031826880158,"[61739, 41745, 4153]",T5c
720575941553818707,74239850815213437,"[63915, 26074, 4144]",Tm20
720575941553823571,74733255987226898,"[78464, 50256, 1616]",Li01
720575941553829971,73958994112627377,"[55702, 43884, 3442]",Tm9
720575941553834046,73184937926778846,"[32973, 43303, 3473]",TmY4
720575941553835009,73677931251516280,"[47307, 56078, 2676]",T5c
720575941553836545,73959131350115674,"[56937, 48438, 2614]",T5c
720575941553837595,73677381764002342,"[48490, 39081, 3665]",T3
720575941553838398,73114706084485542,"[31712, 47256, 1345]",TmY9q
720575941553838849,73536850098394233,"[44785, 46239, 2332]",T4c
720575941553843006,73325262494461492,"[38494, 32229, 1240]",Dm3p
720575941553849939,74029362990975866,"[57862, 43273, 3927]",T5b
720575941553852734,73325194244402423,"[37551, 28807, 2904]",Tm2
720575941553853502,73255581213066496,"[35538, 53216, 2092]",Mi13
720575941553854014,73325538042922091,"[38755, 39002, 3599]",Tm20
720575941553854291,74170031088921912,"[61889, 42613, 1432]",T3
720575941553854782,73536506031474407,"[43974, 36797, 634]",Tm3
720575941553858622,74592449913569481,"[75207, 47525, 2127]",Li10
720575941553869630,73254962872317955,"[35561, 33095, 2731]",TmY9q
720575941553870419,74169756882121028,"[62420, 34649, 3998]",T4a
720575941553874494,73607356147503157,"[45634, 51035, 1897]",Y3
720575941553881089,74451575120829410,"[71441, 43940, 2775]",LC13
720575941553896731,73747749635868196,"[51182, 40686, 471]",L1
