root_id,supervoxel_id,position,type
720575941527429764,74028744180387734,"[58204, 25425, 2733]",Tm5f
720575941527433092,74311181028579991,"[66861, 53740, 2025]",Tlp1
720575941527449732,73748162624356251,"[49164, 51957, 3068]",LLPC3
720575941527462221,73465725775658377,"[42858, 23488, 3669]",L2
720575941527462733,73958581191853350,"[56802, 31776, 1166]",L4
720575941527474020,73113950639957647,"[32408, 26602, 3120]",L1
720575941527474690,73606806995997567,"[46393, 33498, 4325]",L5
720575941527475878,73184799883628103,"[33107, 40325, 1092]",TmY3
720575941527485517,74099388003732080,"[60909, 33155, 3484]",T4b
720575941527486285,72973625334624180,"[28363, 38167, 2759]",L1
720575941527494566,73748093501749876,"[50651, 50653, 1419]",T3
720575941527498061,73536368659565901,"[44822, 31802, 872]",Dm6
720575941527504717,73254893682826976,"[35448, 31929, 846]",R8
720575941527514649,73254619073786662,"[35362, 23398, 2023]",L1
720575941527515268,74028881417932748,"[58334, 29832, 1944]",Mi1
720575941527515748,73043856639785784,"[29411, 32918, 2739]",L1
720575941527517954,73887869253235633,"[54107, 21172, 2788]",L4
720575941527520422,73959199868566548,"[55868, 50167, 1967]",T5b
720575941527528781,73817843837779841,"[52723, 31003, 1694]",L5
720575941527529126,74029568814075380,"[58101, 49715, 2725]",T5c
720575941527532420,74240538010512725,"[63781, 46071, 4341]",T5b
720575941527541158,73395975238582974,"[39048, 41816, 2727]",Tm33
720575941527542553,73044200304043822,"[30256, 43582, 2906]",Mi4
720575941527550029,73817775051034098,"[51481, 29314, 1371]",R7
720575941527550374,73114637231023264,"[30807, 47042, 927]",TmY5a
720575941527553958,73325880835430842,"[37232, 49172, 696]",Dm3q
720575941527554470,73114843322472782,"[32233, 52333, 730]",Dm15
720575941527554982,73044337474385318,"[29247, 47212, 1815]",Sm02
720575941527555494,73114431542530160,"[32763, 39617, 2787]",TmY10
720575941527557030,73607012684617197,"[45497, 40914, 2510]",T2
720575941527557542,73044131181998953,"[30591, 42713, 1396]",Dm15
720575941527560102,73185074963067142,"[32813, 48442, 1940]",Tm25
720575941527564198,73607562306237549,"[45440, 57120, 1997]",T5d
720575941527564825,74028812564322039,"[57611, 28214, 1442]",T1
720575941527566758,73114843523745164,"[32489, 53029, 1467]",TmY10
720575941527571588,73606394142165389,"[46103, 21367, 2226]",Mi1
720575941527573837,73888968227448468,"[54804, 53945, 606]",Mi9
720575941527574093,73537124506838447,"[44237, 54432, 670]",L5
720575941527577766,73044268889500131,"[28878, 46749, 2467]",Tm21
720575941527581606,73465931934104524,"[41697, 28791, 3672]",Dm3p
720575941527583513,73887938240586055,"[55231, 24528, 3611]",L5
720575941527584166,73466824817835667,"[40999, 55407, 1996]",T2a
720575941527585958,73114224980962004,"[31533, 34188, 1070]",Dm20
720575941527587865,74098975820908402,"[60067, 21200, 3932]",L3
720575941527588006,73396249981932354,"[40799, 49329, 2085]",T2a
720575941527588262,73466481085824814,"[41064, 46598, 1324]",C3
720575941527591449,73677724555911617,"[47394, 50469, 535]",L5
720575941527600550,73325881506425661,"[38239, 50174, 3202]",T2a
720575941527601830,73536850098594560,"[43826, 45965, 2404]",T2a
720575941527614029,73184525207076416,"[33502, 32012, 1862]",Tm2
720575941527615821,73606669623678514,"[46140, 29723, 4405]",L2
720575941527633830,73395905982360648,"[39009, 39963, 728]",Tm4
720575941527636902,73465656855277027,"[42696, 22371, 3059]",Mi1
720575941527638660,73606600434409267,"[46564, 28411, 2597]",Tm21
720575941527644804,73395631305257852,"[39595, 31533, 1304]",Dm3p
720575941527658406,73818187703789790,"[52050, 41003, 2790]",T2a
720575941527661444,73044200371183444,"[28819, 43286, 3162]",Mi1
720575941527664642,73184456890323761,"[33692, 28858, 3428]",L4
720575941527667076,73255512023950180,"[35136, 50928, 326]",Dm3p
720575941527681412,74100074527431612,"[59478, 53916, 945]",T4d
720575941527686054,73817844441749278,"[51209, 31697, 3983]",Mi1
720575941527686788,73325262360224357,"[38829, 32416, 720]",T1
720575941527690884,73184525005673299,"[33312, 31296, 1053]",Dm3q
720575941527712601,73536781177679206,"[43050, 44411, 1593]",Tm9
720575941527715750,73958581191532605,"[55729, 32655, 1035]",L2
720575941527719334,73044131584570604,"[29414, 43007, 2907]",TmY3
720575941527723140,73536781580718625,"[43558, 44940, 3270]",T4c
720575941527723686,73607287159334946,"[47056, 48174, 791]",TmY5a
720575941527728004,73748162087003873,"[50760, 52025, 915]",Tm2
720575941527733380,73466275598703446,"[41687, 39397, 3969]",Tm21
720575941527733636,73465725105027661,"[41409, 23710, 1268]",TmY9q__perp
720575941527735908,74592312340714956,"[74020, 44516, 1736]",LC20a
720575941527738534,73466206476717035,"[41008, 37350, 2483]",MTe54
720575941527762854,74029156765508511,"[58880, 38283, 3694]",T5b
720575941527763332,74169825131889377,"[62733, 35900, 2219]",C2
720575941527763993,73818393257496020,"[52388, 48047, 302]",R8
720575941527773261,73044474712568593,"[29869, 51260, 1262]",Tm4
720575941527776868,74169893783972992,"[62838, 38852, 1856]",LMa1
720575941527777412,73958925326438195,"[55967, 42174, 3311]",T5d
720575941527781508,74029568814110618,"[58216, 49423, 2746]",T5d
720575941527789645,73114500328922034,"[32046, 41844, 2972]",Tm2
720575941527797604,73536300275972001,"[43466, 28732, 2259]",L5
720575941527802244,73395631641429233,"[38954, 31079, 2810]",L5
720575941527811972,74240812284137740,"[64301, 55138, 1928]",Tm1
720575941527817572,73255512225563571,"[35900, 50681, 1234]",Tm20
720575941527819430,73325469256627527,"[37407, 37838, 3446]",TmY4
720575941527820877,73044130980415094,"[29665, 42938, 541]",Tm20
720575941527823204,73747337520638064,"[50023, 28100, 1249]",Dm18
720575941527823716,74240193674881217,"[63977, 36060, 1506]",Dm12
720575941527833220,74029156765470788,"[58662, 38551, 3687]",T5d
720575941527834756,74170512326850905,"[62603, 55400, 2282]",T5a
720575941527835012,74169550589123987,"[62115, 28628, 3357]",C2
720575941527837540,73748025386433387,"[49296, 47760, 3800]",T5a
720575941527844354,73254893884438297,"[35494, 31901, 1722]",Mi9
720575941527853901,73747543679047971,"[50535, 34326, 1252]",TmY11
720575941527854157,74733187469427289,"[78929, 47452, 2535]",TmY14
720575941527858598,73958581661797513,"[55394, 32681, 3012]",TmY5a
720575941527860813,74099456320755631,"[60307, 35385, 2021]",TmY5a
720575941527866790,73044200102568483,"[30207, 44677, 2070]",TmY9q
720575941527880525,73606463129956858,"[45794, 24293, 3212]",Mi9
720575941527881293,73043856505388001,"[29646, 32832, 2155]",Dm19
720575941527881805,74029019125519831,"[58039, 34135, 3046]",T2
720575941527886436,73396387554937193,"[39952, 53447, 2565]",TmY14
720575941527889922,73607424598724660,"[45369, 52118, 941]",Pm05
720575941527893069,73184868670131801,"[33054, 41224, 1312]",TmY10
720575941527893506,73325125122442178,"[38794, 27908, 1416]",TmY5a
720575941527899012,73536163239740748,"[43018, 25521, 3824]",Mi4
720575941527901540,73536162971158523,"[43645, 25260, 2744]",Dm3v
720575941527903364,73888831124176367,"[54982, 50828, 1887]",Y3
720575941527904612,73677175538667491,"[47862, 33627, 3480]",Mi1
720575941527925688,73395975036861348,"[39599, 41244, 1820]",Mi1
720575941527926148,72832681687492757,"[24240, 31456, 2758]",Dm8a
720575941527930278,74592450047827172,"[74535, 48509, 2661]",Li10
720575941527931012,73466343982334212,"[41361, 41875, 2570]",Mi1
720575941527939684,73466618323671800,"[41532, 50423, 647]",Lawf2
720575941527941890,73607424799644539,"[45058, 53055, 1557]",T3
720575941527944706,74522150291632976,"[72904, 50142, 3707]",Mi9
720575941527944962,73465656452204228,"[41763, 21792, 1367]",Tm5f
720575941527945144,74099113260207752,"[60435, 26263, 4057]",Tm9
720575941527945400,73466550073698444,"[42753, 48859, 2339]",T4a
720575941527946009,73465863214674153,"[41654, 28593, 3687]",Mi4
720575941527947801,73465862812499732,"[41715, 27259, 2299]",Tm16
720575941527948109,73536437983408758,"[43239, 33927, 3308]",MeTu4a
720575941527951972,74029431643785347,"[58613, 46458, 3835]",Y1
720575941527954253,74240056839530401,"[64781, 31979, 3677]",T4d
720575941527955021,73254550756350704,"[35586, 22035, 3375]",L2
720575941527955640,73044200035715948,"[29494, 44772, 1916]",Tm2
720575941527956152,73747819093739025,"[49603, 41939, 3266]",TmY20
720575941527965540,73607012214438402,"[46090, 40709, 568]",Tm9
720575941527966136,73677381629645801,"[48736, 40376, 3103]",T4b
720575941527966374,73325125055027865,"[38610, 28145, 1059]",L2
720575941527966564,73114500395781181,"[31108, 41622, 3130]",TmY10
720575941527966797,74029156765365655,"[58908, 37516, 3646]",T5d
720575941527967160,73748231343285216,"[49365, 55109, 2932]",T4b
720575941527969636,73677999635135138,"[48288, 57504, 1314]",C3
720575941527969720,74240674643813200,"[65531, 51100, 1149]",T5d
720575941527971172,74099113192919039,"[59983, 25031, 3735]",Tm27
720575941527975170,74522081236800683,"[73119, 48578, 2496]",Li13
720575941527984568,73888968764583846,"[54494, 53332, 2695]",T4d
720575941527985592,74098907034300196,"[60965, 20320, 3666]",Mi1
720575941527986276,74240605857292522,"[63785, 47691, 981]",Pm02
720575941527989944,73959268654797448,"[57080, 52230, 2084]",Y11
720575941527990093,73958856204282363,"[55452, 40864, 1781]",T2
720575941527990200,73747818824871081,"[49912, 41935, 2079]",T4c
720575941527990274,74592312810476329,"[73876, 44946, 3531]",LC10b
720575941527990968,74170443674452404,"[62372, 53773, 2536]",T5d
720575941527992164,73465931531295918,"[41581, 30035, 2072]",Mi10
720575941527993421,73184937792311282,"[33829, 43540, 2871]",TmY3
720575941527994957,73114362420265212,"[31909, 37274, 1196]",Tm9
720575941527995320,73888488130695450,"[54624, 39329, 4160]",T4b
720575941527997284,74240537272024548,"[65295, 45742, 1428]",Li21
720575941527998466,73114568511196163,"[31126, 44902, 797]",Tm3
720575941528000612,73748024782443751,"[49742, 48308, 1488]",T3
720575941528000868,73677381697126828,"[48278, 39823, 3504]",TmY14
720575941528002585,73184799883732993,"[34043, 39650, 1131]",Tm9
720575941528002916,73114156865697125,"[31836, 32048, 3459]",T1
720575941528003940,73887731880894018,"[54816, 17632, 2868]",Dm2
720575941528005048,74169481735560901,"[61619, 26439, 2894]",Tm1
720575941528005145,73817569496878972,"[52809, 22787, 3792]",Tm3
720575941528007449,73677861927807224,"[47327, 53846, 503]",Mi9
720575941528008804,74170443405611739,"[61734, 53302, 1368]",Y3
720575941528009572,73466550074085757,"[42752, 47618, 2474]",TmY14
720575941528010340,74099663015861553,"[60409, 42114, 3994]",Li14
720575941528011620,72973418706251677,"[26885, 32055, 953]",Tm20
720575941528015949,73959131350473241,"[56902, 48301, 2749]",T5d
720575941528016205,73606600367232324,"[45058, 28100, 2320]",Mi2
720575941528016717,73325469189277746,"[38453, 37345, 3103]",Sm08
720575941528020580,73677312440430176,"[47892, 37140, 1309]",Tm20
720575941528020813,73395906653452176,"[40134, 40628, 3294]",Pm03
720575941528022116,74028812496676639,"[57850, 28573, 1096]",Tm3
720575941528026724,74169550857635256,"[62281, 28496, 4411]",Dm12
720575941528032868,73395494269498407,"[40763, 27288, 3045]",Mi9
720575941528033464,74240743295935018,"[65456, 52224, 871]",Pm01
720575941528034232,73958856874527356,"[55895, 38961, 4099]",T4c
720575941528038244,73888762606316137,"[54542, 49097, 2755]",Tlp1
720575941528039938,73184388103882205,"[33938, 27330, 3226]",Tm3
720575941528040548,73888899642829224,"[54957, 52664, 1279]",TmY5a
720575941528041572,73254893817599852,"[34987, 32598, 1535]",Tm21
720575941528044900,73677656171886489,"[47553, 47636, 1798]",TmY14
720575941528045570,74169687625812349,"[62298, 32119, 1951]",Tm5f
720575941528048153,73607287227077191,"[45866, 48984, 1268]",Y12
720575941528052580,74521874944237036,"[72593, 42424, 2021]",Li01
720575941528056089,74029362118574699,"[58476, 43835, 709]",Tm1
720575941528057421,73959199734033715,"[56065, 50095, 1337]",T3
720575941528069401,73255100445193725,"[35195, 38155, 3128]",Mi2
720575941528073144,73959131417716933,"[55653, 48375, 3056]",Y3
720575941528075289,73395493665300527,"[40950, 28136, 730]",Tm25
720575941528083993,73606738074891553,"[46584, 32645, 3440]",Tm5d
720575941528086694,73536025330430013,"[44342, 20741, 1807]",T1
720575941528088089,74592793309425539,"[74178, 58399, 1514]",Y1
720575941528088345,73607218306073423,"[46457, 45080, 428]",TmY3
720575941528090649,74381618425052150,"[67817, 55657, 1750]",Li14
720575941528091673,73324919433879148,"[38860, 21029, 3267]",C2
720575941528102402,73325262829839377,"[37524, 30965, 2451]",TmY5a
720575941528103449,73255443371751054,"[36275, 47882, 672]",Tm4
720575941528105400,73746994191326331,"[50768, 17904, 2277]",Tm2
720575941528110681,73536712391063114,"[43348, 42634, 1330]",Mi1
720575941528112568,73677037831502875,"[48109, 28676, 2548]",Tm1
720575941528112824,74100281222749292,"[60833, 59859, 3041]",T5b
720575941528120578,73747543745972525,"[51121, 34464, 1435]",Tm3
720575941528121090,73817294551664403,"[52058, 15986, 3454]",Mi15
720575941528123394,73395769415844299,"[39981, 35340, 4068]",Tm4
720575941528125112,73676831740211650,"[48452, 24335, 2805]",Tm2
720575941528127416,73817775789362939,"[51552, 28760, 4240]",Mi4
720575941528135426,74522081437703954,"[73609, 47774, 3107]",Li11
720575941528136376,74170512528160631,"[62404, 57160, 3045]",Y3
720575941528137382,73396043957887657,"[40373, 44797, 2662]",TmY5a
720575941528138754,73043925359280854,"[29971, 35978, 2740]",Mi1
720575941528140216,74099387869331308,"[60625, 33524, 2901]",T4d
720575941528143949,73255099774243564,"[35527, 38083, 631]",Tm3
720575941528144568,74169687961331880,"[62114, 32270, 3228]",T4a
720575941528145154,72903256322127101,"[25713, 37003, 1772]",TmY9q
720575941528145922,73254894219496496,"[35850, 31899, 2833]",Tm9
720575941528147714,73466549469480607,"[42311, 47660, 54]",Tm3
720575941528148920,74522424632719507,"[72354, 58532, 1680]",T5c
720575941528150438,73395631171534911,"[39913, 30750, 988]",Dm3p
720575941528164792,74099456924317775,"[60668, 35326, 4174]",T2
720575941528165304,73888624630313438,"[53706, 43597, 649]",C3
720575941528165816,73677724757719865,"[48417, 50963, 1465]",TmY14
720575941528167245,73325331079425973,"[37648, 33888, 605]",TmY16
720575941528169656,74099525710862868,"[60551, 37367, 4411]",T3
720575941528179640,73817775051276318,"[52333, 30125, 1458]",Tm3
720575941528184760,73888212514956350,"[54401, 32030, 1473]",Tm9
720575941528187320,73888213253280743,"[53920, 31112, 4334]",Mi9
720575941528187814,73888281636596670,"[55168, 33706, 2834]",TmY5a
720575941528192845,73676900526430387,"[49062, 24720, 2932]",Tm20
720575941528197304,74240812351365921,"[65080, 54917, 2225]",T5d
720575941528226488,74240125626081880,"[63781, 33268, 3912]",Pm01
720575941528252004,73536918281408904,"[43236, 48826, 433]",Dm15
720575941528257720,73888075075901786,"[53679, 27703, 1433]",Mi1
720575941528272294,73747613002134297,"[49793, 36621, 3417]",C3
720575941528285796,73748368648254418,"[50520, 59066, 2501]",Tlp5
720575941528308580,73395356830226520,"[39624, 23959, 2922]",Dm3p
720575941528313732,73184593859445249,"[34522, 34373, 1607]",Mi9
720575941528316548,73114156664204790,"[31636, 31969, 2626]",Mi1
720575941528339588,73184663048832871,"[33972, 35261, 3452]",Tm9
720575941528352845,73887800667826582,"[54039, 19280, 3256]",Dm20
720575941528374456,73395631305306955,"[40481, 32250, 1323]",Dm10
720575941528375736,73606806190418166,"[45189, 34066, 1145]",Tm20
720575941528381954,74944499926968670,"[85926, 53793, 2578]",CT1
720575941528385976,73466137354710371,"[42543, 35527, 1003]",Tm9
720575941528397496,73536918751027890,"[43040, 48867, 2178]",T4d
720575941528402104,73818118849981223,"[51905, 38925, 2229]",T4b
720575941528402820,73395769012930278,"[40211, 35116, 2435]",Sm04
720575941528414904,73536918281425011,"[43700, 48709, 442]",TmY3
720575941528417464,73254894555392077,"[36592, 31264, 4240]",Tm1
720575941528420996,73325194177564027,"[37049, 29306, 2735]",Mi9
720575941528429657,73184799883456310,"[34449, 39140, 1034]",Tm1
720575941528439684,73607356080605326,"[46143, 49895, 1719]",TmY14
720575941528453798,73606394343556595,"[46078, 21121, 3027]",L2
720575941528456870,74029224679762255,"[58321, 39581, 685]",L4
720575941528460472,73536781580358732,"[43269, 45012, 3144]",T4a
720575941528470712,73536437513620168,"[44427, 33229, 1498]",Tm20
720575941528474040,74028950606885258,"[58277, 32555, 3624]",C3
720575941528484280,73325056403020511,"[37878, 25938, 1455]",Mi1
720575941528485542,74099181509823318,"[60886, 28044, 2218]",L5
720575941528494008,73747750038559696,"[51195, 39868, 1929]",C3
720575941528497062,73254688128324751,"[36597, 25064, 3126]",L2
720575941528497318,73606325690691745,"[45626, 20001, 3097]",R8
720575941528498616,74099319284276655,"[60313, 32552, 3495]",T3
720575941528502694,73958169277583326,"[55895, 20293, 2663]",L3
720575941528507780,72973831291455681,"[27267, 44362, 1884]",TmY5a
720575941528510392,73748024983786786,"[50263, 48591, 2259]",Y12
720575941528518840,74029225551872483,"[59224, 39305, 3880]",T5b
720575941528531878,73958856941998377,"[56598, 39188, 4420]",T3
720575941528532100,73184593859364870,"[34398, 33883, 1576]",Tm2
720575941528533158,73043856841179977,"[29497, 33888, 3532]",Tm20
720575941528536708,73255306335184667,"[36321, 44338, 2110]",Dm2
720575941528538022,74028744113666775,"[58106, 25929, 2554]",Tm2
720575941528553144,73606600501508307,"[45966, 27637, 2849]",Tm9
720575941528559748,73114362621441823,"[31760, 37140, 1907]",Dm3v
720575941528561062,73817637679111309,"[52035, 25781, 1619]",L4
720575941528561318,73395700092380945,"[39208, 32856, 1755]",L5
720575941528562616,73676969245807008,"[48072, 28286, 2900]",Sm04
720575941528563801,73466412366516213,"[41416, 44085, 1388]",Mi1
720575941528565414,73044131248991454,"[29133, 42935, 1605]",L4
720575941528571046,73818461977318961,"[51997, 49526, 413]",R7
720575941528573606,72974174754889813,"[28118, 54045, 1473]",Tm3
720575941528575910,73044268687902099,"[29106, 45712, 1587]",R7
720575941528577702,72973831492909569,"[27488, 44123, 2701]",L1
720575941528585092,73184731701495949,"[33092, 37615, 3307]",Dm3q
720575941528585894,74239850748473533,"[63940, 24763, 4017]",L5
720575941528600504,74240674644114640,"[64309, 49965, 1256]",Tm3
720575941528628612,74521943864704213,"[72628, 43690, 2669]",Li03
720575941528629926,73395632043836757,"[39873, 32510, 4269]",L4
720575941528631992,73958719234523027,"[55300, 35831, 3373]",T2a
720575941528635576,73959199667134290,"[56803, 50438, 1155]",C3
720575941528650168,73888693551077540,"[54812, 46687, 1393]",T2
720575941528652676,73888419142691623,"[55244, 37679, 3098]",T5d
720575941528668804,73677862196234283,"[47385, 54837, 1322]",T3
720575941528676996,73325469122229063,"[37001, 37708, 2870]",Tm5a
720575941528682116,73043925358946512,"[30545, 35998, 2612]",Tm3
720575941528701060,73536918616905843,"[44367, 48306, 1695]",T3
720575941528709252,74029293667498316,"[58282, 41410, 1615]",T2
720575941528718468,73466618860754104,"[41997, 49987, 2772]",T2a
720575941528736900,73747956130006922,"[50873, 45578, 1717]",T4c
720575941528766886,73185006176330137,"[34744, 46607, 1623]",Dm8b
720575941528818342,73676900191047117,"[47868, 26539, 1705]",Tm3
720575941528821892,73184800555046182,"[33937, 40623, 3772]",Mi4
720575941528840068,73747681788880361,"[50643, 37921, 3731]",T2a
720575941528850086,73818600087435167,"[51851, 54650, 2923]",LPi07
720575941528851128,74874062530694243,"[82217, 52346, 2956]",cLP02
720575941528851878,74169756949043884,"[62450, 34076, 4182]",T2a
720575941528853195,74592381261591601,"[74297, 45349, 2537]",Li12
720575941528861316,73466893402581090,"[41088, 58304, 1306]",T3
720575941528863337,73536300544410081,"[43168, 28817, 3287]",L5
720575941528883366,73677175202741668,"[47407, 34481, 2057]",Pm03
720575941528883622,73677381764175603,"[48075, 40875, 3725]",TmY14
720575941528896166,73747475227452501,"[49271, 30784, 2063]",Tm20
720575941528910724,73325331951940524,"[37934, 34744, 3971]",Tm4
720575941528929702,73254550286679490,"[36311, 21603, 1707]",Lawf1
720575941528936870,74169893851035388,"[62472, 37505, 2093]",Pm01
720575941528951974,73465794293634129,"[41640, 25255, 2834]",C3
720575941528956582,74240812351098571,"[63921, 55179, 2131]",TmY15
720575941528973478,73888419277332872,"[54484, 38040, 3775]",Pm04
720575941528991620,73888143929544365,"[54887, 29010, 1927]",L5
720575941529014950,73888075142851747,"[54965, 27914, 1631]",L3
720575941529016486,73325743463448014,"[38292, 46622, 889]",Tm27
720575941529018022,73044474779495573,"[30079, 52638, 1442]",Tm20
720575941529020070,73395769281558306,"[40664, 36318, 3534]",Sm07
720575941529021350,73466069104420551,"[42886, 32964, 2572]",Sm05
720575941529027494,73184937188822089,"[33382, 43771, 757]",Mi13
720575941529028774,73395974634614477,"[40665, 41468, 436]",MLt3
720575941529031590,73888487526875267,"[53940, 39242, 1911]",TmY5a
720575941529041028,73887731814033331,"[54416, 16416, 2695]",Lawf2
720575941529048742,73537125043874344,"[44510, 53858, 2762]",LPi04
720575941529062054,73465657056147607,"[42265, 21398, 3662]",L1
720575941529113988,73888693349463600,"[54325, 46060, 528]",Tm3
720575941529150136,73043925359435628,"[30467, 34861, 2797]",Tm3
720575941529207736,73395700226106740,"[39336, 33386, 2093]",Dm2
720575941529226680,73958581259295026,"[56038, 31051, 1529]",Tm20
720575941529238456,73395631640794370,"[39447, 31252, 2582]",Dm2
720575941529259211,74592793578150243,"[75617, 57355, 2419]",Li16
720575941529302456,74381206510319260,"[69198, 43876, 3081]",Li01
720575941529323192,73255306201382777,"[35409, 43312, 1751]",Sm02
720575941529323704,73114362621506118,"[30985, 37335, 1932]",Dm3p
720575941529334987,73959062429708546,"[55996, 45775, 1993]",T5c
720575941529337272,73325812115948990,"[37777, 47482, 686]",Mi4
720575941529349560,73254963140432722,"[35069, 33246, 3631]",Tm4
720575941529350347,73466687512622002,"[41176, 52315, 2335]",T4d
720575941529353675,73536918684228695,"[44614, 47676, 2039]",T4b
720575941529358027,73466756098114140,"[41808, 54904, 1901]",Y3
720575941529361099,73114362688810003,"[31399, 38784, 2265]",Dm3v
720575941529363896,74381000284571184,"[68207, 36892, 2816]",Li10
720575941529364920,73044062730731412,"[30428, 40838, 2341]",Dm3p
720575941529392331,74170374753268328,"[61697, 51496, 1633]",T5b
720575941529395915,73888212649048709,"[54677, 30833, 1939]",Tm2
720575941529400248,73185349907961095,"[33600, 56720, 2161]",T2
720575941529410488,73747887477548570,"[49160, 44212, 1947]",T2
720575941529414328,73466138025343909,"[42127, 36696, 3386]",TmY5a
720575941529417419,74381687211498934,"[69210, 58029, 1940]",T5c
720575941529418424,73536300208202345,"[43550, 30399, 1798]",Tm2
720575941529419448,73607081404104819,"[46109, 41368, 2514]",C3
720575941529425355,73817775721974970,"[52044, 28842, 3884]",Mi4
720575941529431243,74029156362829399,"[58347, 37371, 2162]",Pm01
720575941529439672,72973762907532115,"[28384, 41619, 3166]",Lawf1
720575941529447371,74311249546047801,"[65568, 55424, 1055]",T5a
720575941529464011,74451712156909967,"[70736, 48112, 1220]",Pm01
720575941529475256,73044199968289377,"[29415, 44605, 1547]",TmY3
720575941529478840,72973762773290560,"[28327, 41612, 2647]",L2
720575941529479096,73114706420525168,"[31494, 48376, 2806]",Mi9
720575941529484216,73185074895796966,"[34788, 47662, 1621]",Tm9
720575941529492152,73114980895665682,"[30809, 55799, 1234]",Mi9
720575941529494200,73677037697298941,"[48734, 29483, 2033]",Mi13
720575941529499064,73958719301729300,"[57051, 36028, 3654]",T4a
720575941529502136,73676762617341431,"[47168, 22176, 1254]",Tm3
720575941529502904,73465862744961818,"[41553, 27535, 1914]",Tm2
720575941529510584,73044268822026539,"[29833, 46083, 2062]",Tm1
720575941529517752,73396318768551281,"[40720, 52905, 2359]",T2a
720575941529519288,73396456073521646,"[40149, 55884, 1933]",T2a
720575941529519563,74239850748572884,"[64377, 26148, 4058]",Mi2
720575941529520568,73396318768436289,"[39323, 53160, 2321]",T2a
720575941529522360,73465931732690151,"[42566, 28864, 2878]",C3
720575941529522616,73466481354437840,"[42579, 45516, 2410]",T2
720575941529535691,73959337039346985,"[56176, 54088, 1017]",T4a
720575941529536715,74028882089023812,"[58304, 28735, 4499]",Tm4
720575941529561547,73959062832177461,"[56855, 46779, 3471]",T5a
720575941529561803,74733393358996754,"[78656, 55056, 1500]",Li10
720575941529568971,73395494134936121,"[40576, 27471, 2402]",Dm3p
720575941529571275,73888624764779348,"[54934, 44742, 1244]",C3
720575941529571531,74311249949161487,"[65983, 56164, 2711]",T5c
720575941529575096,73466824683242699,"[42789, 56506, 1337]",T2
720575941529586123,74240949521325214,"[64240, 57680, 1166]",T4c
720575941529588939,74310974668532762,"[65907, 48400, 1135]",Y3
720575941529598904,73676900929130725,"[49040, 26192, 4496]",Tm2
720575941529614795,74452056022454480,"[69779, 58199, 2079]",Tm2
720575941529652664,73114774669554693,"[30791, 49939, 779]",R7
720575941529658315,74029774703927660,"[58420, 56139, 1649]",T4d
720575941529681099,73888144600651699,"[54312, 30323, 4500]",Tm1
720575941529700280,73536437378836643,"[43354, 34352, 785]",Dm16
720575941529776516,73536162635619401,"[44983, 26062, 1471]",L4
720575941529782987,73185349840750224,"[33622, 56816, 1857]",Mi1
720575941529800120,74169344498293819,"[61591, 21880, 3788]",Tm20
720575941529803652,73958443819779200,"[55951, 26646, 1320]",T1
720575941529809284,73606463129757362,"[46843, 22808, 3142]",R7
720575941529846660,74099937759710143,"[60948, 50307, 3548]",T5d
720575941529856203,73536162971022301,"[43101, 25369, 2691]",Tm9
720575941529865348,73887869588754338,"[53271, 21922, 4075]",R8
720575941529866628,73747132032724944,"[50866, 21154, 3605]",L4
720575941529867211,73606737873396867,"[46310, 31486, 2606]",Tm21
720575941529873611,73818050331386146,"[52605, 38466, 2846]",Tm1
720575941529876939,73325399798792798,"[37024, 36296, 566]",Tm20
720575941529877451,73465862946258402,"[42574, 28458, 2669]",Tm2
720575941529886084,73817775722497193,"[51974, 29170, 4078]",L5
720575941529897419,73325056268941654,"[37736, 25497, 987]",Tm20
720575941529912267,73396318769058953,"[39663, 53033, 2547]",T4b
720575941529917643,73396112072966410,"[40144, 46032, 261]",Dm3q
720575941529933003,73536574684213218,"[44701, 37323, 493]",Dm3p
720575941529938308,73044062932421121,"[30091, 40026, 3228]",L2
720575941529938379,73818256221779053,"[52435, 44491, 1962]",T5b
720575941529949899,73396456073414683,"[40539, 56507, 1897]",T2a
720575941529951691,73536850165535533,"[44601, 46273, 2599]",T2
720575941529954251,73888350021094926,"[54706, 34888, 1767]",Tm8b
720575941529973451,73606669154365208,"[45175, 29127, 2774]",Mi4
720575941530002891,73606600703160345,"[45596, 26894, 3734]",Tm1
720575941530041547,73888762270336501,"[54286, 48488, 1317]",T2
720575941530066379,73607081672398847,"[46737, 41576, 3493]",T4a
720575941530069707,73537193360494331,"[43128, 56595, 1153]",T2
720575941530081668,73606806660017895,"[45658, 33505, 2883]",Pm08
720575941530087300,73255031793337351,"[36029, 35829, 3576]",Tm1
720575941530109899,73607081806848720,"[46511, 42483, 4089]",T3
720575941530110155,73747750575796942,"[50442, 40642, 4092]",T3
720575941530110667,73747956734102525,"[49312, 45824, 4064]",T5d
720575941530131403,74029568411581456,"[57451, 49402, 1252]",C2
720575941530139780,73396180859574072,"[40408, 48692, 514]",Tm4
720575941530182020,73817637813583219,"[52885, 25594, 2201]",Mi4
720575941530185445,74522012584499043,"[72716, 45838, 2780]",Li10
720575941530261892,74169688229798718,"[62452, 31347, 4254]",T2a
720575941530267524,73818255886172758,"[52741, 44276, 661]",Tm9
720575941530270084,73677381562705712,"[47751, 40063, 2915]",T4d
720575941530271364,73818119319878022,"[51364, 40705, 4082]",T4c
720575941530303620,72973624931647306,"[27233, 38736, 1125]",Mi2
